policy_id,customer_id,policy_type,policy_start_date,monthly_premium,coverage_amount,vehicle_count,is_active,current_discount
POL-4809280,CUST-584194,Umbrella,2022-07-05,368.97,2986000,0,0,0.189
POL-22778,CUST-866028,Motorcycle,2024-10-31,38.62,47000,3,1,0.049
POL-81094790,CUST-649137,RV,2017-01-14,575.64,84000,2,1,0.145
POL-68227936,CUST-589648,Auto,2020-09-03,309.45,397000,3,1,0.041
POL-87858385,CUST-704091,Life,2019-01-05,102.33,556000,0,1,0.036
POL-45748676,CUST-380992,Health,2023-04-03,1004.36,153000,0,1,0.002
POL-29919562,CUST-885331,Business,2016-06-01,703.9,1338000,0,1,0.246
POL-44556611,CUST-587360,Life,2023-03-23,187.05,151000,0,1,0.118
POL-96188217,CUST-689089,Auto,2023-07-17,111.68,295000,3,1,0.242
POL-96088283,CUST-474514,Motorcycle,2021-09-03,59.4,26000,2,1,0.076
POL-13077775,CUST-796204,Business,2017-06-07,2409.11,3249000,0,1,0.248
POL-294869,CUST-357938,Home,2019-04-07,644.41,1914000,0,1,0.096
POL-85048563,CUST-838769,Boat,2021-07-14,420.39,88000,1,1,0.122
POL-73509785,CUST-547341,RV,2020-06-17,457.45,204000,2,1,0.186
POL-94233737,CUST-111486,Business,2021-11-08,862.19,4162000,0,0,0.176
POL-22032560,CUST-516342,Renters,2016-04-09,35.0,23000,0,1,0.178
POL-96214798,CUST-778579,RV,2017-11-18,429.42,263000,1,1,0.204
POL-14356130,CUST-266641,RV,2022-06-15,641.99,186000,1,1,0.052
POL-25171649,CUST-126611,Home,2018-10-29,226.46,1356000,0,1,0.001
POL-28935933,CUST-479247,Boat,2022-03-06,680.31,90000,1,1,0.052
POL-96205645,CUST-354349,Life,2018-09-26,40.37,319000,0,1,0.009
POL-55629268,CUST-48759,Home,2017-04-29,454.3,862000,0,0,0.043
POL-60465703,CUST-479605,Auto,2017-08-03,147.05,49000,3,1,0.111
POL-18070539,CUST-523059,Business,2024-01-26,1480.89,2725000,0,1,0.247
POL-71184297,CUST-771976,Umbrella,2015-07-26,442.47,3142000,0,1,0.025
POL-74252780,CUST-980741,Auto,2016-04-26,144.02,124000,2,1,0.208
POL-78533572,CUST-506390,Life,2022-11-09,130.38,277000,0,1,0.069
POL-23783708,CUST-725423,Business,2024-02-21,1344.03,4712000,0,1,0.095
POL-23306944,CUST-765979,Life,2025-05-03,95.01,137000,0,0,0.169
POL-13898777,CUST-406224,Life,2017-09-04,118.78,124000,0,1,0.067
POL-67660514,CUST-924204,Health,2020-12-19,914.44,346000,0,1,0.205
POL-56192230,CUST-638576,Business,2022-01-14,828.09,1388000,0,1,0.197
POL-36721417,CUST-417196,Motorcycle,2019-09-19,33.11,89000,2,1,0.031
POL-39483304,CUST-474843,Home,2021-04-29,578.79,953000,0,1,0.16
POL-18546206,CUST-432794,Umbrella,2017-10-05,563.7,4263000,0,1,0.217
POL-40119441,CUST-884027,Health,2024-03-17,473.65,101000,0,1,0.242
POL-42132393,CUST-746454,Motorcycle,2024-10-23,144.21,26000,2,1,0.219
POL-84903891,CUST-227900,Business,2024-11-28,2142.69,4207000,0,1,0.087
POL-28147161,CUST-654487,Business,2018-11-29,2230.8,4727000,0,1,0.025
POL-92155408,CUST-362066,Auto,2020-06-08,126.1,419000,4,1,0.202
POL-95347796,CUST-681664,RV,2017-10-01,686.17,281000,2,1,0.032
POL-67631432,CUST-568843,Auto,2018-07-08,265.4,399000,2,1,0.036
POL-95341929,CUST-121011,Business,2020-12-23,1970.84,543000,0,0,0.16
POL-75467972,CUST-503704,Umbrella,2021-06-26,483.0,2045000,0,1,0.105
POL-76589761,CUST-988464,Boat,2025-05-29,309.86,211000,2,1,0.069
POL-90495428,CUST-784197,Motorcycle,2022-08-06,92.47,40000,3,1,0.022
POL-38376603,CUST-920101,Renters,2024-07-29,29.23,51000,0,1,0.159
POL-1714029,CUST-548122,Home,2022-09-05,610.97,296000,0,1,0.014
POL-3391969,CUST-399371,Renters,2017-04-21,34.4,75000,0,1,0.003
POL-7122263,CUST-702812,Motorcycle,2017-12-19,111.24,28000,4,1,0.171
POL-26830448,CUST-279947,RV,2016-06-15,788.52,156000,1,1,0.228
POL-38468887,CUST-716586,Auto,2018-03-26,272.82,393000,3,1,0.185
POL-19653285,CUST-880155,RV,2019-10-03,778.85,61000,2,0,0.169
POL-92690071,CUST-822458,RV,2016-07-19,932.66,96000,1,1,0.033
POL-27380537,CUST-790200,Umbrella,2020-07-06,580.99,2773000,0,1,0.043
POL-4336089,CUST-376105,Home,2024-09-12,336.57,1524000,0,1,0.135
POL-13754633,CUST-646036,Home,2023-03-12,303.05,1113000,0,1,0.053
POL-30106027,CUST-778476,Business,2025-01-19,1287.24,2657000,0,0,0.24
POL-52195484,CUST-249136,RV,2025-01-15,878.01,59000,2,1,0.212
POL-93432785,CUST-301610,Auto,2024-03-08,176.05,348000,4,1,0.088
POL-51215153,CUST-406380,Auto,2016-04-16,174.42,404000,2,1,0.002
POL-91959110,CUST-327841,Motorcycle,2022-07-31,89.05,21000,2,1,0.228
POL-7221208,CUST-13595,Auto,2024-11-19,122.02,369000,3,1,0.099
POL-27257905,CUST-650706,Renters,2019-10-08,27.76,34000,0,1,0.067
POL-30272606,CUST-955762,Boat,2023-01-12,593.77,255000,1,1,0.187
POL-78971743,CUST-573167,Auto,2021-10-01,176.99,481000,2,1,0.071
POL-97296379,CUST-202897,Life,2018-11-01,94.05,830000,0,1,0.008
POL-60238919,CUST-186044,Health,2020-06-30,1148.38,399000,0,0,0.03
POL-25095571,CUST-182237,Boat,2016-10-04,530.07,444000,1,1,0.191
POL-16019397,CUST-395521,Motorcycle,2024-03-26,90.22,61000,2,1,0.027
POL-57513345,CUST-292670,Auto,2016-03-08,114.05,205000,1,1,0.059
POL-35465638,CUST-136384,Umbrella,2024-12-17,371.87,3504000,0,1,0.109
POL-78381281,CUST-887110,Renters,2018-03-25,24.88,21000,0,1,0.062
POL-757677,CUST-346620,Life,2019-10-31,152.62,246000,0,1,0.192
POL-95252884,CUST-983034,Renters,2023-06-05,49.8,42000,0,1,0.107
POL-5360735,CUST-161169,Boat,2018-02-15,623.88,450000,1,1,0.126
POL-80111922,CUST-53325,Life,2020-12-24,58.02,946000,0,1,0.159
POL-65840632,CUST-828278,Health,2020-08-13,320.46,260000,0,1,0.248
POL-73841249,CUST-375479,Life,2025-03-27,99.6,696000,0,1,0.216
POL-94983411,CUST-333299,Motorcycle,2016-09-24,78.88,50000,2,1,0.107
POL-29522801,CUST-192800,Auto,2024-06-06,217.66,363000,1,1,0.067
POL-9150490,CUST-824451,Renters,2024-05-07,48.0,65000,0,1,0.224
POL-21390345,CUST-436135,Life,2024-02-01,32.16,105000,0,1,0.08
POL-72079745,CUST-423013,Renters,2024-09-24,31.52,89000,0,1,0.046
POL-46896070,CUST-231942,Boat,2017-01-21,418.15,185000,1,1,0.003
POL-89031246,CUST-348005,RV,2019-02-14,839.32,84000,2,1,0.203
POL-48425464,CUST-307835,Business,2021-02-15,1557.72,3217000,0,1,0.069
POL-82984217,CUST-556268,Business,2019-03-18,1268.1,992000,0,1,0.186
POL-75341065,CUST-863699,Home,2023-07-28,128.73,1954000,0,1,0.048
POL-15397719,CUST-701432,Boat,2015-08-23,755.3,64000,2,1,0.119
POL-59816445,CUST-252023,Health,2021-05-19,733.56,131000,0,1,0.048
POL-5352233,CUST-715706,RV,2019-08-23,798.12,284000,2,1,0.112
POL-51186964,CUST-960424,Home,2020-12-14,737.59,242000,0,1,0.131
POL-51791391,CUST-269054,RV,2017-06-03,853.62,94000,2,1,0.032
POL-97170361,CUST-296567,Auto,2024-09-06,338.07,57000,2,1,0.099
POL-69372824,CUST-862043,RV,2015-11-30,909.18,70000,1,1,0.127
POL-69029393,CUST-841814,RV,2021-11-14,845.56,155000,2,1,0.001
POL-59801634,CUST-510451,Business,2024-02-24,935.62,174000,0,1,0.198
POL-39786693,CUST-941916,Boat,2016-03-28,502.29,403000,2,1,0.055
POL-42991650,CUST-538857,Renters,2018-10-08,34.33,32000,0,1,0.133
POL-12879054,CUST-175526,Renters,2016-11-22,16.37,29000,0,0,0.069
POL-71565674,CUST-7686,Life,2024-08-23,72.33,879000,0,1,0.245
POL-28290610,CUST-702897,Health,2016-08-09,734.59,51000,0,1,0.158
POL-91993526,CUST-444815,Umbrella,2019-02-13,329.82,4970000,0,1,0.137
POL-27592422,CUST-563876,Life,2017-04-05,96.46,691000,0,1,0.246
POL-86779969,CUST-856429,Auto,2022-11-24,302.46,140000,3,1,0.243
POL-92079205,CUST-161223,RV,2016-09-20,760.12,278000,1,1,0.172
POL-61636167,CUST-751690,Renters,2015-11-24,45.45,93000,0,1,0.052
POL-5085015,CUST-91772,Boat,2021-02-19,332.38,166000,1,1,0.202
POL-7283737,CUST-186638,Motorcycle,2016-09-27,48.68,40000,4,1,0.226
POL-74904794,CUST-73863,Home,2019-10-12,447.17,1063000,0,1,0.216
POL-30554079,CUST-955238,Health,2025-04-10,769.66,432000,0,1,0.071
POL-54711545,CUST-406881,Renters,2019-11-23,20.7,33000,0,1,0.172
POL-84586329,CUST-424094,Health,2023-03-03,269.45,88000,0,1,0.114
POL-42467059,CUST-17711,Motorcycle,2022-11-10,42.03,79000,2,1,0.202
POL-90368626,CUST-124052,Business,2022-02-13,699.46,3321000,0,1,0.207
POL-791740,CUST-672580,Auto,2024-08-04,115.69,429000,1,1,0.235
POL-78598977,CUST-47727,Business,2016-07-26,526.99,179000,0,0,0.027
POL-48009699,CUST-973128,Umbrella,2016-09-23,541.09,1356000,0,1,0.12
POL-14245271,CUST-303915,Business,2024-01-18,2284.78,1469000,0,1,0.12
POL-81411889,CUST-90707,Health,2020-08-14,255.88,413000,0,1,0.136
POL-58743898,CUST-399941,Auto,2020-04-13,302.73,79000,3,1,0.222
POL-88680762,CUST-32316,Motorcycle,2022-03-20,47.02,39000,1,1,0.096
POL-20981381,CUST-559381,Umbrella,2023-07-23,462.15,1947000,0,0,0.171
POL-18304809,CUST-783028,Home,2019-03-27,444.27,331000,0,1,0.239
POL-73245898,CUST-309307,Renters,2022-02-22,27.51,91000,0,1,0.09
POL-40004466,CUST-710189,Home,2017-12-11,726.91,1368000,0,1,0.107
POL-1496555,CUST-580412,Umbrella,2021-11-03,439.84,3850000,0,1,0.223
POL-18974879,CUST-129221,Renters,2024-12-08,36.87,48000,0,1,0.026
POL-675093,CUST-600538,Boat,2016-03-15,597.04,164000,1,1,0.215
POL-72095327,CUST-574122,Life,2022-03-13,161.11,204000,0,1,0.098
POL-40894954,CUST-220256,Boat,2016-12-09,688.79,84000,2,0,0.07
POL-28418851,CUST-432699,Home,2021-05-05,326.14,367000,0,1,0.096
POL-19120002,CUST-168772,Umbrella,2024-03-18,397.68,3019000,0,1,0.103
POL-29633659,CUST-646850,Umbrella,2018-08-16,255.29,4960000,0,1,0.061
POL-26082023,CUST-120190,Motorcycle,2019-10-17,95.92,81000,4,1,0.205
POL-90057130,CUST-838504,Motorcycle,2018-07-30,40.03,65000,2,1,0.059
POL-7299874,CUST-892744,Auto,2025-02-22,134.89,471000,1,1,0.118
POL-61909967,CUST-675990,Life,2024-10-30,186.16,112000,0,0,0.09
POL-9817298,CUST-304771,Life,2024-11-04,76.57,201000,0,1,0.138
POL-33646722,CUST-102972,Motorcycle,2016-08-21,59.1,39000,1,1,0.029
POL-97386941,CUST-608798,Life,2018-11-07,91.06,78000,0,1,0.106
POL-44406060,CUST-374486,Auto,2023-10-13,269.38,372000,1,1,0.148
POL-90099765,CUST-687313,Life,2017-09-03,30.28,433000,0,1,0.061
POL-13427820,CUST-298987,Auto,2019-06-26,233.68,452000,4,1,0.046
POL-25970938,CUST-333222,Life,2016-09-05,155.92,782000,0,0,0.118
POL-60484679,CUST-344295,Umbrella,2023-10-05,377.59,3705000,0,1,0.072
POL-93074374,CUST-612546,Life,2020-09-10,35.5,724000,0,1,0.188
POL-75907105,CUST-594397,RV,2018-01-31,412.24,154000,2,1,0.219
POL-42457517,CUST-449112,RV,2021-09-10,797.98,118000,2,1,0.106
POL-648524,CUST-328429,Life,2018-05-12,72.57,146000,0,1,0.244
POL-29732676,CUST-746794,Life,2019-09-06,155.05,470000,0,1,0.055
POL-37135338,CUST-880919,Life,2022-11-29,168.94,636000,0,1,0.019
POL-18026223,CUST-712591,Boat,2021-08-10,486.45,367000,2,1,0.041
POL-64418331,CUST-485331,Umbrella,2021-02-18,458.66,1817000,0,1,0.026
POL-48149482,CUST-812402,Umbrella,2023-01-26,441.28,4551000,0,1,0.06
POL-65360192,CUST-578469,Life,2020-09-09,119.77,118000,0,1,0.003
POL-23591471,CUST-676909,Renters,2017-05-06,21.57,36000,0,1,0.008
POL-37663633,CUST-900426,Renters,2016-11-20,17.98,85000,0,1,0.141
POL-72292089,CUST-205973,Boat,2017-11-15,227.41,190000,1,0,0.002
POL-98454691,CUST-929390,Umbrella,2019-12-21,500.67,2670000,0,1,0.079
POL-97633380,CUST-79062,Motorcycle,2016-10-17,117.08,27000,1,1,0.224
POL-68072320,CUST-662308,RV,2015-10-23,370.7,262000,1,1,0.199
POL-78100019,CUST-607021,Boat,2016-01-09,551.81,472000,1,1,0.038
POL-79193333,CUST-223095,Boat,2022-05-21,247.25,353000,1,0,0.058
POL-74033693,CUST-273276,Health,2016-02-12,1007.48,393000,0,1,0.18
POL-72434236,CUST-495036,RV,2024-09-27,661.41,241000,2,1,0.033
POL-49099345,CUST-411564,Renters,2018-01-08,27.61,66000,0,1,0.178
POL-79134873,CUST-768844,Motorcycle,2019-04-17,58.69,90000,1,0,0.142
POL-17969238,CUST-487274,Boat,2020-06-11,258.44,33000,1,1,0.077
POL-68506338,CUST-94952,Home,2024-01-07,449.24,1054000,0,1,0.234
POL-48837208,CUST-526560,Life,2022-03-30,36.93,655000,0,1,0.022
POL-88943201,CUST-250484,Life,2015-09-03,149.36,533000,0,1,0.118
POL-69006257,CUST-147189,Renters,2018-04-25,41.71,68000,0,1,0.035
POL-21370471,CUST-187847,Home,2023-01-31,780.18,1124000,0,1,0.215
POL-75942072,CUST-691444,Motorcycle,2025-02-16,79.08,91000,2,1,0.128
POL-98773484,CUST-767562,Business,2017-12-24,2404.09,3235000,0,1,0.103
POL-48156722,CUST-42383,Boat,2023-09-20,357.7,484000,1,1,0.161
POL-65450221,CUST-243007,Health,2019-03-20,899.75,344000,0,1,0.213
POL-35481411,CUST-387380,Renters,2016-07-24,28.15,85000,0,1,0.018
POL-5745651,CUST-701062,Motorcycle,2019-06-23,134.9,98000,1,1,0.117
POL-69509378,CUST-951819,RV,2019-01-04,930.09,172000,1,1,0.183
POL-52088975,CUST-492489,Motorcycle,2021-08-21,122.19,36000,4,1,0.079
POL-6232730,CUST-41843,Business,2023-03-25,1472.59,4095000,0,1,0.114
POL-13854626,CUST-737920,RV,2021-01-02,409.02,173000,1,1,0.08
POL-85035920,CUST-869948,Auto,2024-05-12,346.71,431000,4,1,0.202
POL-99577435,CUST-276106,Motorcycle,2020-02-23,147.43,38000,1,1,0.006
POL-73061428,CUST-597856,Motorcycle,2025-05-03,62.38,93000,2,1,0.017
POL-50554391,CUST-685428,Motorcycle,2018-06-14,39.81,69000,4,1,0.167
POL-49029303,CUST-616225,Renters,2021-12-07,21.44,17000,0,1,0.225
POL-69345320,CUST-263807,Umbrella,2016-10-25,585.35,2245000,0,1,0.087
POL-29917031,CUST-541455,Motorcycle,2021-11-23,87.8,80000,2,0,0.109
POL-47365168,CUST-856934,Business,2022-05-25,1278.28,183000,0,1,0.223
POL-65345452,CUST-831161,Health,2021-05-12,277.81,400000,0,1,0.036
POL-81095825,CUST-6918,Umbrella,2023-09-11,205.67,4760000,0,1,0.037
POL-18652010,CUST-461267,Umbrella,2024-01-12,245.44,3827000,0,1,0.13
POL-30868838,CUST-80832,Auto,2018-04-24,346.82,461000,2,1,0.16
POL-86366021,CUST-294450,Business,2024-03-31,694.89,1934000,0,1,0.047
POL-20164926,CUST-195984,RV,2019-02-03,842.07,208000,2,1,0.052
POL-48616740,CUST-631264,Health,2018-03-03,1171.74,352000,0,0,0.093
POL-88732634,CUST-241535,Umbrella,2017-07-04,206.48,4761000,0,1,0.205
POL-44322017,CUST-755242,Home,2022-07-19,589.52,1461000,0,0,0.104
POL-64628070,CUST-708029,Umbrella,2017-06-03,340.88,3275000,0,1,0.244
POL-64293132,CUST-220939,Umbrella,2023-08-22,245.35,1737000,0,1,0.093
POL-86873663,CUST-873846,RV,2018-03-27,716.42,192000,2,1,0.211
POL-3012656,CUST-255506,Motorcycle,2022-06-26,106.09,91000,1,0,0.201
POL-17164449,CUST-601344,Home,2016-03-24,162.75,134000,0,1,0.103
POL-18082355,CUST-660120,Boat,2018-03-27,649.97,352000,1,1,0.126
POL-5260108,CUST-934069,Auto,2024-03-19,260.28,472000,4,1,0.194
POL-19711900,CUST-58627,RV,2025-03-24,566.76,101000,2,0,0.088
POL-34663022,CUST-967255,Boat,2018-04-28,447.76,455000,2,1,0.094
POL-69342339,CUST-425151,Health,2018-07-22,707.56,190000,0,1,0.066
POL-85580271,CUST-19524,Motorcycle,2025-01-30,110.8,11000,4,1,0.007
POL-11508969,CUST-227114,Umbrella,2020-04-25,536.31,3177000,0,1,0.15
POL-81406527,CUST-494312,Umbrella,2023-02-19,268.16,3400000,0,0,0.06
POL-22893086,CUST-230019,Motorcycle,2023-09-08,53.12,94000,4,1,0.2
POL-80643207,CUST-149644,Business,2022-06-25,1358.2,3375000,0,0,0.043
POL-24412077,CUST-653484,Umbrella,2025-05-28,406.91,2835000,0,1,0.178
POL-35503367,CUST-175868,Life,2024-03-08,113.24,712000,0,1,0.098
POL-60863732,CUST-625510,Renters,2021-04-28,44.31,31000,0,0,0.051
POL-30845084,CUST-396583,Home,2016-08-30,117.95,124000,0,1,0.148
POL-17745355,CUST-113844,Auto,2022-01-19,246.89,310000,1,1,0.006
POL-27158762,CUST-548102,Life,2015-10-10,197.1,715000,0,1,0.09
POL-91854295,CUST-440186,Health,2024-01-27,852.52,166000,0,1,0.134
POL-81270313,CUST-100976,Health,2018-01-14,926.31,473000,0,1,0.193
POL-63870080,CUST-945404,Auto,2018-07-06,154.24,100000,1,1,0.145
POL-71327320,CUST-527778,Home,2016-02-27,177.65,1350000,0,1,0.035
POL-12507745,CUST-505666,Renters,2017-06-29,46.31,22000,0,1,0.211
POL-80996996,CUST-565482,Health,2017-09-16,590.8,307000,0,1,0.103
POL-91074695,CUST-680768,Boat,2015-07-07,775.53,65000,1,1,0.094
POL-70067590,CUST-441119,Umbrella,2022-11-01,453.42,2891000,0,1,0.045
POL-5830187,CUST-731531,Auto,2021-10-17,323.98,371000,1,1,0.086
POL-57573535,CUST-240633,Umbrella,2024-07-04,393.56,3575000,0,1,0.001
POL-51168696,CUST-367544,RV,2023-09-11,819.19,293000,1,1,0.007
POL-13115341,CUST-446157,Auto,2025-04-17,219.86,424000,2,1,0.091
POL-34160831,CUST-500318,Health,2017-10-08,229.5,123000,0,1,0.182
POL-11249805,CUST-297026,Life,2019-06-13,71.83,555000,0,1,0.023
POL-54847632,CUST-270328,RV,2024-09-28,756.35,172000,2,1,0.237
POL-734097,CUST-743596,Health,2018-09-16,450.09,154000,0,1,0.222
POL-77576121,CUST-547923,Renters,2015-08-13,48.67,23000,0,1,0.192
POL-69761254,CUST-7543,Renters,2017-07-01,20.8,37000,0,0,0.122
POL-87851693,CUST-215397,Boat,2021-11-15,454.24,417000,2,1,0.156
POL-54874257,CUST-379867,Business,2020-11-12,1266.09,1775000,0,1,0.093
POL-20774029,CUST-446768,Home,2017-04-22,414.58,1965000,0,1,0.128
POL-34042008,CUST-273995,Business,2025-06-14,1319.62,4550000,0,1,0.007
POL-56849468,CUST-592099,Life,2024-08-12,166.58,500000,0,1,0.089
POL-82125234,CUST-288946,Home,2021-09-18,250.63,879000,0,1,0.195
POL-27339300,CUST-433301,Home,2022-04-03,106.74,1543000,0,1,0.082
POL-74834795,CUST-505904,Boat,2024-11-19,540.48,194000,1,1,0.096
POL-49689143,CUST-586252,Business,2018-07-14,924.35,1924000,0,1,0.07
POL-64929189,CUST-266105,Business,2024-12-07,2392.54,728000,0,1,0.162
POL-77531025,CUST-361083,Motorcycle,2020-09-16,68.13,52000,2,1,0.201
POL-98755046,CUST-144775,Boat,2022-04-07,228.08,169000,2,1,0.113
POL-30839382,CUST-468288,Business,2017-07-08,1153.75,3312000,0,1,0.005
POL-13459168,CUST-224875,Auto,2018-03-31,253.79,474000,1,0,0.071
POL-53762374,CUST-824265,Motorcycle,2024-02-21,34.44,80000,1,1,0.004
POL-73897088,CUST-643852,Boat,2021-04-01,257.07,446000,2,1,0.069
POL-21573890,CUST-408004,Umbrella,2016-05-18,360.14,3334000,0,1,0.123
POL-12225702,CUST-863245,Auto,2015-08-01,186.2,390000,4,1,0.16
POL-63306295,CUST-970836,Home,2017-12-19,690.15,1396000,0,1,0.056
POL-11830043,CUST-67193,Auto,2022-11-25,117.46,194000,4,1,0.022
POL-29765498,CUST-388848,Umbrella,2019-12-20,526.46,3255000,0,0,0.234
POL-81742470,CUST-39589,Auto,2016-11-08,150.12,437000,1,1,0.237
POL-53773642,CUST-643789,Home,2022-01-12,284.61,1543000,0,1,0.203
POL-38449249,CUST-746172,Renters,2024-05-10,39.45,28000,0,1,0.03
POL-23524492,CUST-671394,Umbrella,2016-06-21,544.76,4158000,0,1,0.213
POL-58917831,CUST-11230,Motorcycle,2023-11-26,106.43,98000,1,1,0.06
POL-88165507,CUST-975970,Boat,2018-12-04,596.76,172000,2,1,0.121
POL-38387144,CUST-204206,Home,2024-04-22,284.67,721000,0,1,0.088
POL-80465529,CUST-535348,Health,2016-01-24,859.48,435000,0,1,0.174
POL-93744336,CUST-242924,Home,2024-04-08,780.24,226000,0,1,0.168
POL-90466021,CUST-37812,Boat,2018-05-18,691.11,124000,2,1,0.052
POL-32112480,CUST-686837,Business,2021-08-12,2023.21,4411000,0,1,0.19
POL-21131878,CUST-91061,Renters,2015-07-01,39.8,96000,0,1,0.126
POL-53611082,CUST-370281,Life,2020-03-09,63.29,431000,0,1,0.113
POL-54418707,CUST-614549,Business,2022-03-20,1526.93,3457000,0,1,0.069
POL-69490249,CUST-16112,Life,2018-11-25,145.1,962000,0,1,0.026
POL-12101856,CUST-576289,Boat,2016-08-29,725.72,416000,1,1,0.224
POL-97460687,CUST-870071,Life,2020-05-01,71.68,549000,0,1,0.113
POL-78239864,CUST-365004,Renters,2025-01-02,19.14,82000,0,1,0.108
POL-37112255,CUST-237288,Life,2021-05-28,94.46,502000,0,1,0.013
POL-61036720,CUST-974875,Renters,2018-10-20,27.94,16000,0,1,0.183
POL-77162674,CUST-4877,Motorcycle,2022-05-14,53.27,35000,4,1,0.069
POL-23492771,CUST-426911,Business,2019-12-08,1487.23,3737000,0,1,0.012
POL-14289484,CUST-585766,Health,2024-02-08,1158.97,165000,0,1,0.224
POL-67534222,CUST-308545,Business,2016-09-21,1032.36,652000,0,1,0.069
POL-15704681,CUST-841945,Business,2021-04-11,1899.02,3494000,0,1,0.025
POL-34587020,CUST-918671,Renters,2024-03-23,32.33,32000,0,1,0.087
POL-77160950,CUST-262292,Renters,2024-08-23,39.7,48000,0,1,0.024
POL-50610858,CUST-590525,RV,2023-01-10,935.45,213000,2,1,0.213
POL-32651583,CUST-794268,Health,2023-09-21,370.23,407000,0,1,0.047
POL-61585593,CUST-714703,Boat,2021-04-09,285.1,32000,2,1,0.005
POL-78762521,CUST-903896,Renters,2023-05-01,45.84,32000,0,1,0.213
POL-64688940,CUST-121916,Business,2015-12-16,1204.29,4075000,0,1,0.122
POL-9066979,CUST-401261,Health,2019-11-18,672.57,74000,0,1,0.142
POL-90853721,CUST-735236,Renters,2019-03-30,44.24,79000,0,1,0.189
POL-42376656,CUST-432459,Home,2019-05-28,169.99,1786000,0,1,0.113
POL-69324022,CUST-561671,Umbrella,2021-07-02,595.92,2079000,0,1,0.063
POL-94062273,CUST-872600,Boat,2015-08-29,208.14,210000,2,1,0.223
POL-33320572,CUST-301244,Business,2019-12-22,1468.71,2364000,0,1,0.182
POL-53543563,CUST-706423,Auto,2017-01-27,119.93,240000,2,1,0.035
POL-10204415,CUST-581489,Boat,2021-04-24,218.54,328000,2,1,0.186
POL-63962190,CUST-329119,Health,2018-07-13,1120.65,248000,0,1,0.241
POL-29335449,CUST-937758,RV,2021-07-04,929.45,168000,1,1,0.17
POL-36114740,CUST-191663,Umbrella,2025-04-02,356.41,2750000,0,0,0.069
POL-66974557,CUST-772918,Health,2018-09-23,241.1,323000,0,1,0.209
POL-31522559,CUST-771153,Home,2018-11-21,403.42,1054000,0,1,0.198
POL-35622106,CUST-216823,Umbrella,2019-08-12,315.36,1035000,0,1,0.171
POL-27214866,CUST-875498,Boat,2019-05-24,608.55,299000,2,1,0.166
POL-83026670,CUST-373321,Renters,2019-09-28,32.04,18000,0,1,0.004
POL-14319594,CUST-125701,Auto,2018-02-23,138.68,458000,1,1,0.076
POL-90705967,CUST-695650,Motorcycle,2016-10-29,72.27,10000,1,1,0.088
POL-82386462,CUST-6945,Renters,2023-11-16,42.48,76000,0,1,0.192
POL-5672460,CUST-889203,Life,2024-09-14,191.89,798000,0,1,0.249
POL-49821155,CUST-650817,Health,2023-09-12,632.05,92000,0,1,0.008
POL-66080806,CUST-941748,Umbrella,2020-11-09,299.49,3846000,0,1,0.106
POL-36874043,CUST-514646,Home,2025-04-07,725.12,733000,0,1,0.043
POL-68603195,CUST-293880,Motorcycle,2018-08-09,111.47,52000,2,1,0.05
POL-29808788,CUST-786609,Life,2022-04-06,97.85,259000,0,1,0.021
POL-17212880,CUST-56778,Business,2025-04-21,2354.24,3968000,0,1,0.094
POL-56797703,CUST-501554,Motorcycle,2024-06-08,41.53,79000,4,1,0.126
POL-4370484,CUST-526883,Umbrella,2024-09-10,387.35,2794000,0,1,0.24
POL-52843790,CUST-902194,Boat,2021-05-26,216.6,318000,1,0,0.105
POL-61363812,CUST-126215,Life,2018-06-20,132.66,367000,0,1,0.145
POL-61749629,CUST-330984,Umbrella,2024-04-23,250.91,3279000,0,1,0.219
POL-1586450,CUST-706848,Auto,2015-08-21,283.94,231000,2,1,0.001
POL-50925964,CUST-609231,RV,2019-01-29,622.15,64000,1,1,0.207
POL-43679307,CUST-379167,Home,2017-03-17,333.44,304000,0,1,0.141
POL-25119175,CUST-575210,Umbrella,2019-11-29,545.73,1509000,0,1,0.169
POL-31828278,CUST-282495,Auto,2019-12-19,269.42,296000,2,1,0.242
POL-82286747,CUST-359762,Life,2023-07-06,64.12,759000,0,1,0.039
POL-24684475,CUST-522998,Renters,2021-09-19,40.17,11000,0,1,0.156
POL-28257191,CUST-439450,Health,2022-09-15,314.71,50000,0,1,0.22
POL-48999937,CUST-895825,RV,2021-10-29,367.8,104000,1,1,0.208
POL-37531240,CUST-472623,Boat,2022-04-23,434.43,89000,2,1,0.246
POL-76693314,CUST-137509,Health,2018-07-21,1041.72,337000,0,1,0.153
POL-92074960,CUST-239669,Boat,2025-04-16,715.59,349000,1,1,0.159
POL-96746213,CUST-283062,Life,2017-03-11,49.8,831000,0,1,0.043
POL-74536479,CUST-453214,RV,2019-07-04,440.25,176000,2,1,0.025
POL-26315159,CUST-152928,Business,2021-12-21,1485.93,2408000,0,1,0.174
POL-63483243,CUST-844804,Home,2018-01-14,424.77,1806000,0,1,0.007
POL-23703827,CUST-441996,Boat,2015-08-29,272.08,229000,1,1,0.009
POL-18048483,CUST-936661,Business,2023-12-29,1388.96,3076000,0,0,0.117
POL-71669929,CUST-755562,Boat,2024-04-15,366.14,108000,2,1,0.215
POL-65313057,CUST-314608,Health,2020-11-11,548.83,420000,0,1,0.128
