order_id,customer_id,book_isbn,order_date,quantity,price
500,136,978-0-8008-1950-7,2020-02-30,4,94.65
501,236,978-1-56209-668-7,1979-11-26,3,16.53
502,448,978-0-654-17602-3,1978-06-27,3,31.1
503,143,978-0-234-47069-5,2002-09-15,3,41.13
504,354,978-0-09-101578-7,2020-02-30,3,45.27
505,289,978-1-67774-187-8,2022-03-15,3,19.94
506,498,INVALID,2020-12-20,5,21.3
507,28,978-0-15-924809-6,2020-02-30,4,81.62
508,441,978-1-07-448748-5,2020-02-30,2,21.51
509,379,978-0-412-71350-7,1992-04-22,1,19.64
510,249,978-1-58572-358-4,2020-02-30,5,87.07
511,417,978-0-7298-7698-8,1985-05-24,2,82.5
512,136,978-1-5179-6852-6,2019-03-15,4,21.99
513,248,978-1-01-640016-9,1984-12-21,2,62.55
514,332,978-1-76442-639-8,1970-11-24,5,61.98
515,225,978-1-949437-99-7,1992-07-30,4,61.39
516,213,978-1-08-765205-4,1970-06-30,5,75.11
517,34,978-1-5294-1843-9,1982-11-13,4,67.17
518,231,978-0-7678-3102-4,2001-12-22,3,81.73
519,50,978-1-07-787734-4,2002-03-24,2,45.77
520,221,978-1-4231-8251-1,1990-03-11,-1,
521,35,978-1-889243-89-4,1981-04-15,1,78.12
522,228,978-0-558-53188-1,2015-09-21,4,37.1
523,17,978-0-85005-270-1,1971-11-07,2,83.9
524,500,978-1-86220-808-7,1984-09-10,1,34.1
525,8,978-1-364-15648-0,1976-01-11,1,62.73
526,257,978-0-8378-7451-7,2019-01-22,3,93.76
527,161,978-1-61177-853-3,2017-12-18,4,10.61
528,27,978-0-298-27064-4,2020-02-30,3,82.96
529,371,978-0-12-522308-9,1970-10-19,3,31.68
530,132,978-1-4366-2721-4,1978-09-11,5,8.49
531,152,978-0-691-63147-9,1982-11-04,4,53.23
532,477,978-0-307-97531-7,1980-09-28,3,97.38
533,199,978-1-09-244905-2,2014-02-20,5,27.02
534,194,978-0-7902-1366-8,1972-01-22,2,76.72
535,462,978-0-9839369-6-1,1975-05-11,2,18.83
536,292,978-0-8243-6967-5,1985-11-16,-1,86.71
537,64,978-0-8076-3602-2,2020-02-30,3,63.7
538,80,978-1-02-054282-4,1984-12-15,2,83.51
539,82,978-1-64573-498-7,1992-05-12,1,
540,471,978-0-679-67028-5,2013-07-03,4,16.28
541,229,978-0-900480-15-7,1983-11-27,1,39.32
542,259,978-0-85205-378-2,1970-01-24,4,
543,432,978-1-70305-247-3,1985-08-27,4,23.05
544,78,978-0-908308-10-1,2003-07-31,4,10.24
545,196,978-0-87387-300-0,2011-06-23,1,
546,23,978-1-62346-669-5,2002-07-20,2,13.2
547,234,978-0-8495-0370-2,2000-11-06,4,50.44
548,321,978-1-264-72850-3,2008-06-21,3,81.67
549,473,978-1-62896-510-0,1991-05-12,1,50.79
550,376,978-1-870991-91-9,2009-06-04,1,70.92
551,361,978-1-4425-0709-8,2000-05-18,-1,24.8
552,365,978-1-08-931778-4,2022-12-04,2,17.97
553,218,978-0-7823-4582-7,2005-08-08,2,75.14
554,48,978-0-16-093848-1,2018-02-12,4,29.05
555,139,978-0-515-93768-8,2012-02-06,3,49.18
556,386,978-1-75044-992-9,2014-05-22,5,23.09
557,121,978-0-8189-1923-7,1982-11-20,4,11.86
558,65,978-0-10-352576-1,2020-02-30,4,95.69
559,475,978-1-67716-890-3,2003-01-14,4,32.13
560,409,978-0-225-07003-3,2000-09-14,-1,
561,344,978-0-599-66038-0,1988-09-23,5,91.07
562,256,978-0-9969715-8-4,1973-05-02,3,33.57
563,417,978-0-88011-164-5,1986-09-22,5,65.61
564,129,978-0-405-25617-2,2004-11-28,5,89.06
565,403,978-1-76827-272-4,2017-07-27,5,81.72
566,3,978-0-636-23412-3,1992-07-14,2,76.47
567,242,978-0-291-94476-4,2012-02-01,5,50.45
568,235,INVALID,2009-02-06,1,57.08
569,232,978-1-69204-207-3,2007-03-19,4,8.11
570,157,978-0-428-57819-0,1984-03-22,4,88.85
571,370,978-0-325-05242-7,1986-04-16,5,17.23
572,129,978-0-17-628584-5,2010-04-13,4,38.7
573,107,978-0-11-990806-0,2020-02-30,3,36.46
574,153,978-1-4501-8935-4,1970-05-25,-1,
575,475,978-1-258-23118-7,2016-03-25,2,78.09
576,150,978-1-03-079352-0,2007-06-09,1,57.42
577,180,978-0-7257-3533-3,1975-02-28,4,43.48
578,247,978-1-195-49281-8,1991-10-01,2,57.44
579,175,978-0-322-89355-9,2022-12-05,2,91.61
580,316,978-0-08-495032-3,1981-07-01,5,45.4
581,242,978-0-8080-0125-6,1994-02-05,1,54.83
582,81,978-1-383-42882-7,1974-09-02,1,90.02
583,98,978-0-265-18636-7,1999-01-31,-1,58.36
584,60,978-1-371-68371-9,1973-04-04,2,56.15
585,415,978-0-289-58369-2,2005-09-11,1,40.69
586,473,978-0-7941-2308-6,1988-05-07,4,5.74
587,218,978-1-4650-3957-6,1972-05-20,4,5.2
588,105,978-0-569-06109-4,1998-07-28,2,14.37
589,359,978-0-643-12467-7,1997-10-19,3,87.12
590,227,978-0-07-857466-5,1987-04-17,3,65.87
591,300,978-0-8067-9628-4,2020-02-30,5,86.72
592,425,978-0-11-681543-9,2017-08-19,1,80.01
593,216,978-0-223-97621-4,2019-11-28,-1,95.36
594,124,978-0-690-81001-1,2004-07-09,1,42.5
595,275,978-1-936021-55-0,2003-08-18,4,48.67
596,357,978-0-374-71734-6,1994-04-28,4,25.44
597,482,978-0-448-16807-4,2007-05-09,1,25.47
598,366,978-0-668-77227-3,2017-08-05,3,
599,453,978-1-252-33296-5,2020-02-30,4,35.97
600,437,978-0-13-776362-7,1970-07-01,2,62.48
601,402,978-0-17-661918-3,1981-11-02,-1,74.42
602,435,978-1-64473-932-7,2020-02-30,3,98.55
603,232,978-0-09-285833-8,1998-03-15,4,36.91
604,2,978-1-02-918130-7,2000-08-23,3,66.8
605,332,978-1-9732-6901-4,2002-11-27,2,
606,305,978-0-392-88382-5,2016-10-10,2,39.91
607,100,978-1-161-50829-1,2015-06-20,2,
608,500,978-0-16-439350-7,2023-09-18,1,8.85
609,150,INVALID,2002-03-17,5,
610,92,978-1-221-15679-0,2012-09-17,5,66.36
611,247,978-0-04-090876-4,1995-10-22,4,43.38
612,448,978-0-933044-85-2,2022-04-18,2,73.79
613,73,978-0-513-51243-6,1980-02-02,2,70.84
614,78,978-0-562-56704-3,1994-07-07,3,31.8
615,479,978-1-06-328668-6,2019-01-05,2,67.0
616,191,978-0-7978-1200-0,2004-01-23,5,77.31
617,327,978-1-06-360717-7,2002-02-18,2,83.2
618,95,978-0-12-967400-9,1999-10-17,1,8.52
619,335,978-1-4463-6647-9,1977-02-16,1,45.85
620,292,978-0-7210-0516-4,2001-07-06,3,24.08
621,373,978-0-10-701832-0,2020-02-30,3,27.92
622,60,INVALID,2024-05-09,4,19.24
623,266,978-0-7528-9529-1,2020-02-30,5,25.22
624,240,978-1-886304-18-5,1983-06-25,3,88.47
625,122,978-0-667-08678-4,2020-02-30,5,44.81
626,363,978-1-77003-284-2,2016-02-16,3,32.82
627,387,978-1-350-22521-3,1983-06-02,-1,47.72
628,482,INVALID,2016-10-23,3,64.57
629,97,978-1-163-48447-0,2017-04-18,3,15.18
630,47,978-0-85637-105-9,1973-02-07,4,89.92
631,311,INVALID,2013-07-30,1,41.81
632,130,978-0-06-386230-2,1979-07-16,1,
633,1,978-1-05-846037-4,1998-07-23,4,85.08
634,372,978-1-372-51080-9,2007-06-24,5,25.35
635,32,978-0-9992263-1-5,2010-12-01,5,26.27
636,353,978-0-244-86464-4,1991-10-04,2,12.86
637,153,978-1-72273-056-7,1995-08-13,3,15.93
638,375,978-1-923159-47-1,1973-06-21,2,88.95
639,485,978-1-5326-9505-6,2022-12-29,4,21.72
640,446,978-1-59783-777-4,2006-08-02,2,8.13
641,375,978-1-01-432094-0,2014-01-09,2,28.17
642,219,978-1-56019-720-1,2001-12-04,3,48.25
643,242,978-0-639-74587-9,1992-08-11,3,39.87
644,310,978-0-420-27760-2,2020-02-30,5,60.04
645,422,978-0-7795-9975-2,1982-08-15,4,54.39
646,351,978-0-201-37659-3,1990-08-21,1,44.87
647,341,978-1-76670-090-8,1977-11-18,2,32.95
648,428,978-0-642-34380-2,2008-05-28,4,68.22
649,405,978-1-60747-302-2,2016-03-17,1,31.19
650,13,978-1-4646-0331-0,2023-05-16,1,72.26
651,437,978-0-08-496935-6,2025-01-10,3,70.55
652,200,978-0-00-121198-8,1972-08-28,2,46.73
653,175,978-1-64880-103-7,2020-02-30,5,63.19
654,10,978-0-563-61308-4,1977-10-24,5,
655,63,978-0-306-42615-5,1978-09-03,1,16.88
656,309,978-0-9745965-7-0,1976-08-07,2,13.65
657,89,978-0-7018-3418-0,2007-03-02,3,5.45
658,109,978-0-492-84855-7,1970-12-03,2,8.27
659,389,978-1-935489-97-9,1988-06-09,1,18.71
660,186,INVALID,1972-12-27,2,39.43
661,408,978-0-7129-2771-0,1996-05-22,5,93.26
662,365,978-1-396-96889-1,1980-12-06,1,80.58
663,429,978-1-04-831581-3,2020-02-30,1,44.46
664,331,978-1-69706-393-6,1975-11-18,2,28.26
665,417,978-1-297-62882-5,1995-11-03,2,38.07
666,114,978-1-00-536748-0,1980-11-18,2,60.28
667,272,978-1-299-21471-2,2024-08-27,1,75.95
668,482,978-1-4542-4283-3,2008-09-09,4,
669,270,978-0-398-98599-8,1995-08-20,5,8.76
670,320,978-0-650-73840-9,2003-04-02,4,90.27
671,297,978-1-00-883948-9,1971-03-25,1,59.0
672,436,978-0-10-688112-3,1980-08-18,4,62.05
673,107,978-0-219-24558-4,2020-02-30,5,82.55
674,4,978-0-8199-1827-7,1989-10-11,1,
675,333,978-1-4745-0743-1,2017-12-08,5,77.21
676,178,978-0-7026-4274-6,1981-09-26,5,6.58
677,3,978-1-346-50547-3,1975-05-15,-1,41.32
678,60,978-0-626-79614-3,2020-02-30,5,53.43
679,68,978-1-01-700181-5,2007-12-25,4,62.28
680,48,978-0-928225-23-5,1981-07-24,1,5.14
681,358,978-1-4264-5583-4,1975-04-05,2,8.62
682,131,978-0-9995510-3-5,2023-12-01,4,61.78
683,418,978-1-82693-090-0,2016-05-20,2,65.21
684,184,978-0-504-09177-3,1980-10-28,1,7.96
685,265,978-1-399-49485-4,1982-09-04,4,58.82
686,210,978-1-319-01684-5,2022-04-11,2,67.46
687,472,978-0-432-80432-2,1998-08-30,5,5.64
688,295,978-1-260-60570-9,2023-09-08,3,40.68
689,224,978-1-250-29887-4,1976-07-31,5,77.83
690,225,978-0-266-22259-0,2020-02-30,1,66.2
691,138,978-1-58869-636-6,1997-03-01,5,72.15
692,340,978-0-257-14320-0,2020-02-30,5,94.54
693,5,978-0-9928312-9-5,1970-09-09,2,66.44
694,268,978-1-65545-525-4,2003-02-05,4,11.3
695,437,978-0-941699-59-4,1978-08-23,-1,73.77
696,448,978-1-288-97161-9,1976-05-11,2,40.32
697,223,978-1-77360-630-9,2002-06-06,3,24.58
698,453,978-0-325-52414-6,2023-03-09,3,47.92
699,343,978-1-74338-074-1,2002-10-31,2,28.84
700,355,978-1-57028-615-5,1990-06-29,1,91.54
701,358,978-1-224-90650-7,2014-10-04,3,20.05
702,97,978-1-4731-4172-8,1988-05-13,2,95.73
703,399,978-0-11-177171-6,2011-04-30,1,58.71
704,100,978-0-03-611524-4,2018-03-17,1,58.83
705,417,INVALID,1980-04-07,5,75.31
706,246,978-1-915661-95-1,1990-09-23,2,36.5
707,214,978-0-7253-8379-4,2009-12-29,5,19.22
708,217,978-1-155-60532-6,1971-05-17,5,13.54
709,49,978-0-01-003523-0,2011-01-31,2,23.59
710,171,978-0-9656790-3-9,2013-08-11,5,45.74
711,149,978-0-359-78989-4,1984-05-14,1,15.05
712,148,978-1-953099-25-9,2001-09-26,4,6.19
713,339,978-1-69075-517-3,2012-10-12,1,36.74
714,43,978-0-505-44887-3,1977-10-04,5,18.67
715,423,978-0-7674-4979-3,1972-12-18,3,16.4
716,385,INVALID,2020-02-30,3,65.28
717,399,978-0-09-292232-9,2018-04-14,5,16.37
718,153,978-0-86956-480-6,1996-06-16,3,89.47
719,279,978-0-88590-968-1,2015-04-02,3,68.59
720,132,978-0-395-12219-8,2002-06-17,4,34.83
721,339,978-0-85867-681-7,2002-01-09,1,68.35
722,34,978-1-63076-941-3,1978-07-09,4,
723,483,978-1-245-82858-1,2001-02-06,4,46.39
724,408,978-0-916072-43-8,2002-06-21,3,46.57
725,252,978-0-637-03533-0,2020-11-03,2,17.55
726,457,978-1-196-05507-4,2020-01-04,5,9.14
727,247,978-1-352-99193-2,2022-05-15,3,59.02
728,147,978-0-915109-04-3,2002-08-22,1,18.29
729,279,978-1-935351-61-0,2006-04-15,4,24.45
730,125,978-0-7026-9237-6,2013-03-08,2,14.06
731,439,978-0-215-19383-4,2001-04-20,2,9.59
732,26,978-1-194-21619-4,1971-03-12,4,83.16
733,22,978-0-02-591179-6,2021-04-27,3,76.34
734,216,978-0-299-22630-5,1989-08-02,5,68.42
735,214,978-0-9888579-6-4,2000-12-23,1,84.07
736,424,978-0-85165-458-4,1973-06-14,4,52.74
737,283,978-0-548-20373-6,1995-12-11,5,39.58
738,173,978-0-369-82163-8,2015-04-20,3,
739,242,978-0-282-21448-7,1986-02-26,4,74.77
740,33,978-1-247-95213-0,1996-06-15,1,67.51
741,59,978-0-287-83441-3,2021-05-01,2,27.79
742,175,978-0-680-96973-6,1995-08-20,1,41.33
743,313,978-1-80440-622-9,1977-08-24,-1,15.46
744,35,978-0-17-782107-3,2017-12-16,3,14.03
745,423,978-1-128-25062-1,2023-12-05,4,26.01
746,151,978-0-448-60432-9,2002-07-14,3,50.27
747,40,978-0-88207-398-9,1984-07-03,4,64.52
748,63,978-1-329-01857-0,1979-11-17,4,33.04
749,160,978-1-388-00326-5,2019-05-24,2,41.13
750,181,978-1-85926-317-4,1970-05-10,2,53.54
751,269,978-0-04-675858-5,2019-10-26,2,
752,407,978-1-04-980536-8,1994-12-18,1,92.45
753,134,978-0-226-95721-0,1995-09-04,3,87.3
754,108,978-1-62673-439-5,2009-03-26,4,94.27
755,200,978-1-124-21965-3,2020-02-30,-1,37.57
756,492,978-1-59253-983-3,1996-08-22,1,92.73
757,237,978-1-62467-119-7,1979-01-24,4,50.19
758,183,978-1-58335-920-4,1973-08-06,1,76.24
759,38,978-0-338-89798-5,1988-02-16,2,24.96
760,266,978-0-206-07146-2,2023-12-04,5,91.93
761,113,978-0-9809920-1-4,1993-12-23,4,33.47
762,90,978-0-05-880256-6,2002-02-27,4,70.62
763,322,978-0-599-30563-2,1992-08-10,-1,40.54
764,500,978-1-75112-295-1,2006-08-13,4,71.88
765,358,978-0-302-29471-0,1986-12-16,5,58.07
766,421,978-0-06-970779-9,1974-12-14,1,79.55
767,400,978-1-56718-931-5,2010-12-20,3,32.55
768,309,978-0-407-10338-2,1997-12-31,3,37.0
769,355,978-1-230-97645-7,2019-05-27,2,8.78
770,116,978-1-07-263259-7,2018-08-12,5,49.44
771,355,978-1-273-81310-8,2020-02-30,2,62.2
772,437,978-0-7075-9763-8,1977-07-30,3,40.64
773,268,978-1-338-08963-9,2011-01-30,3,47.94
774,201,978-1-84114-338-5,2018-11-29,2,10.64
775,280,978-0-239-82707-4,2013-11-19,5,70.55
776,172,978-1-03-366163-5,2001-11-16,3,80.34
777,380,978-1-75570-825-0,2018-11-09,2,32.61
778,291,978-1-67872-799-4,1996-09-10,4,38.88
779,428,978-1-82782-224-2,1990-02-22,2,6.24
780,455,978-1-60212-874-3,2005-06-25,3,28.99
781,281,978-0-621-46938-7,1998-02-24,5,40.03
782,382,978-1-171-54084-7,1972-04-09,5,36.17
783,385,978-1-4028-7577-9,1982-08-22,1,37.17
784,341,978-1-71271-969-5,1998-12-25,4,69.14
785,220,978-0-9692922-3-4,1985-09-08,4,60.61
786,179,978-1-916869-03-5,1990-07-02,5,67.38
787,437,978-0-12-457016-0,1998-05-24,3,88.75
788,27,978-1-04-749645-2,1970-08-30,2,8.65
789,276,978-1-5162-6012-6,2002-10-25,1,90.67
790,121,978-1-04-915985-0,1999-09-07,3,80.96
791,220,978-1-934584-85-9,2023-12-28,-1,14.27
792,229,978-0-10-343936-5,2020-02-30,4,75.77
793,352,978-1-201-80004-0,2008-08-27,2,37.6
794,133,978-1-75863-260-6,2006-10-16,2,30.57
795,406,978-0-8104-2093-9,2015-12-18,5,96.91
796,210,978-0-00-450476-6,2021-02-08,3,17.62
797,44,978-1-59450-300-9,2020-02-30,1,8.46
798,402,978-0-421-91397-4,2000-06-05,1,34.14
799,151,978-0-16-268914-5,1971-04-14,1,19.26
800,249,978-0-634-42537-0,2021-01-09,4,17.24
697,223,978-1-77360-630-9,2002-06-06,3,24.58
668,482,978-1-4542-4283-3,2008-09-09,4,
64,252,978-0-338-69393-8,1995-11-09,4,18.18
534,194,978-0-7902-1366-8,1972-01-22,2,76.72
67,23,978-0-7176-9929-2,1972-10-15,2,62.45
622,60,INVALID,2024-05-09,4,19.24
347,310,978-1-84420-303-1,1982-12-27,2,66.67
491,232,978-0-587-92622-1,1983-03-24,4,64.13
761,113,978-0-9809920-1-4,1993-12-23,4,33.47
457,195,978-1-4822-2196-1,2020-02-30,-1,91.34
66,432,978-1-86247-440-6,1988-07-09,2,11.23
287,39,INVALID,1970-09-09,1,41.71
636,353,978-0-244-86464-4,1991-10-04,2,12.86
68,140,978-0-635-90768-4,2006-02-01,3,48.62
328,481,978-0-935275-16-2,2020-02-30,4,92.52
396,229,978-1-362-68370-4,2016-12-22,3,29.15
245,416,978-1-967863-14-3,1998-02-27,-1,12.64
378,386,978-1-83657-042-4,1975-12-21,3,99.55
611,247,978-0-04-090876-4,1995-10-22,4,43.38
527,161,978-1-61177-853-3,2017-12-18,4,10.61
659,389,978-1-935489-97-9,1988-06-09,1,18.71
530,132,978-1-4366-2721-4,1978-09-11,5,8.49
623,266,978-0-7528-9529-1,2020-02-30,5,25.22
722,34,978-1-63076-941-3,1978-07-09,4,
361,48,978-1-75438-160-7,1983-10-22,4,25.48
31,488,978-1-73127-877-7,1977-09-21,2,16.04
261,455,978-0-202-74845-0,2021-12-09,4,75.47
638,375,978-1-923159-47-1,1973-06-21,2,88.95
747,40,978-0-88207-398-9,1984-07-03,4,64.52
571,370,978-0-325-05242-7,1986-04-16,5,17.23
216,243,978-1-4870-4724-5,1971-06-23,5,86.1
79,338,978-0-641-25049-1,2018-04-23,3,71.87
579,175,978-0-322-89355-9,2022-12-05,2,91.61
384,456,978-0-234-82396-5,2020-02-30,5,46.97
40,249,978-1-07-138951-5,2015-12-17,-1,71.65
24,71,978-0-8377-7250-9,2017-04-01,4,16.16
693,5,978-0-9928312-9-5,1970-09-09,2,66.44
399,224,INVALID,1972-09-08,1,45.08
797,44,978-1-59450-300-9,2020-02-30,1,8.46
742,175,978-0-680-96973-6,1995-08-20,1,41.33
