policy_id,customer_id,policy_type,coverage_amount,premium_amount,deductible,start_date,end_date,renewal_date,policy_status,agent_id,acquisition_channel
POL0023056,CUST002203,Life,269824,1349.12,0,2021-06-07,2022-06-07,2022-06-07,Cancelled,AGT143,Agent
POL0023057,CUST002108,Health,100000,8000.0,500,2025-02-28,2026-02-28,2026-02-28,Active,AGT163,Phone
POL0023058,CUST010057,Life,772086,3088.34,0,2023-04-20,2024-04-19,2024-04-19,Active,AGT044,Referral
POL0023059,CUST005048,Health,500000,32000.0,500,2022-04-21,2023-04-21,2023-04-21,Lapsed,AGT116,Referral
POL0023060,CUST001314,Home,96118,999.63,1000,2020-07-14,2021-07-14,2021-07-14,Active,AGT003,Phone
POL0023061,CUST004959,Business,59563,774.32,10000,2024-06-18,2025-06-18,2025-06-18,Active,AGT177,Online
POL0023062,CUST004724,Auto,100000,2000.0,1000,2025-04-02,2026-04-02,2026-04-02,Active,AGT115,Online
POL0023063,CUST012123,Home,125711,1005.69,500,2022-12-24,2023-12-24,2023-12-24,Active,AGT137,Agent
POL0023064,CUST013120,Life,902286,3609.14,0,2021-06-07,2022-06-07,2022-06-07,Active,AGT143,Referral
POL0023065,CUST007926,Auto,100000,2600.0,1000,2020-08-02,2021-08-02,2021-08-02,Active,AGT094,Online
POL0023066,CUST014305,Life,330266,1651.33,0,2025-10-20,2026-10-20,2026-10-20,Active,AGT124,Online
POL0023067,CUST012112,Auto,250000,6500.0,500,2023-12-29,2024-12-28,2024-12-28,Active,AGT170,Agent
POL0023068,CUST004528,Auto,25000,400.0,1000,2022-11-24,2023-11-24,2023-11-24,Active,AGT057,Online
POL0023069,CUST003499,Health,250000,16000.0,500,2025-10-28,2026-10-28,2026-10-28,Active,AGT045,Online
POL0023070,CUST006770,Auto,250000,4000.0,250,2023-07-21,2024-07-20,2024-07-20,Active,AGT019,Online
POL0023071,CUST010177,Home,228383,1827.06,500,2022-11-16,2023-11-16,2023-11-16,Active,AGT052,Online
POL0023072,CUST003009,Life,1374742,6873.71,0,2023-04-23,2024-04-22,2024-04-22,Lapsed,AGT036,Agent
POL0023073,CUST009675,Health,250000,26000.0,1000,2023-08-02,2024-08-01,2024-08-01,Active,AGT077,Agent
POL0023074,CUST012013,Health,100000,8000.0,1000,2025-09-08,2026-09-08,2026-09-08,Active,AGT096,Referral
POL0023075,CUST009933,Auto,50000,1000.0,1000,2023-11-04,2024-11-03,2024-11-03,Active,AGT060,Agent
POL0023076,CUST006183,Home,167053,1069.14,1000,2020-04-15,2021-04-15,2021-04-15,Lapsed,AGT101,Referral
POL0023077,CUST005704,Health,100000,10400.0,500,2024-01-12,2025-01-11,2025-01-11,Active,AGT124,Online
POL0023078,CUST008161,Auto,100000,1600.0,250,2025-09-25,2026-09-25,2026-09-25,Active,AGT065,Phone
POL0023079,CUST006380,Business,70397,915.16,10000,2023-04-02,2024-04-01,2024-04-01,Active,AGT096,Phone
POL0023080,CUST008211,Auto,25000,650.0,2000,2025-01-20,2026-01-20,2026-01-20,Active,AGT065,Walk-in
POL0023081,CUST007071,Health,50000,3200.0,5000,2025-11-06,2026-11-06,2026-11-06,Active,AGT139,Agent
POL0023082,CUST007552,Auto,250000,4000.0,500,2023-11-19,2024-11-18,2024-11-18,Active,AGT045,Online
POL0023083,CUST000335,Health,250000,16000.0,2500,2023-02-26,2024-02-26,2024-02-26,Lapsed,AGT176,Referral
POL0023084,CUST006758,Auto,250000,5000.0,500,2021-09-28,2022-09-28,2022-09-28,Lapsed,AGT096,Phone
POL0023085,CUST010436,Health,500000,32000.0,5000,2022-04-21,2023-04-21,2023-04-21,Active,AGT153,Agent
POL0023086,CUST002633,Health,500000,52000.0,2500,2020-11-16,2021-11-16,2021-11-16,Active,AGT058,Phone
POL0023087,CUST010313,Auto,50000,800.0,1000,2021-07-16,2022-07-16,2022-07-16,Active,AGT147,Online
POL0023088,CUST009314,Home,192578,1540.62,2500,2020-06-23,2021-06-23,2021-06-23,Active,AGT035,Online
POL0023089,CUST011402,Home,205478,1315.06,1000,2025-03-23,2026-03-23,2026-03-23,Active,AGT103,Agent
POL0023090,CUST003354,Health,100000,8000.0,500,2025-03-06,2026-03-06,2026-03-06,Active,AGT117,Online
POL0023091,CUST004176,Travel,50000,9750.0,250,2023-03-15,2024-03-14,2024-03-14,Active,AGT063,Online
POL0023092,CUST001319,Auto,100000,2000.0,500,2023-04-23,2024-04-22,2024-04-22,Lapsed,AGT081,Online
POL0023093,CUST009150,Auto,50000,1000.0,1000,2024-03-25,2025-03-25,2025-03-25,Active,AGT029,Phone
POL0023094,CUST004427,Auto,50000,1300.0,2000,2023-10-06,2024-10-05,2024-10-05,Active,AGT199,Phone
POL0023095,CUST008279,Life,1196260,4785.04,0,2024-07-18,2025-07-18,2025-07-18,Active,AGT026,Referral
POL0023096,CUST010594,Home,141855,907.87,2500,2022-04-26,2023-04-26,2023-04-26,Active,AGT086,Phone
POL0023097,CUST001197,Auto,250000,4000.0,2000,2022-05-28,2023-05-28,2023-05-28,Active,AGT182,Agent
POL0023098,CUST007087,Life,518915,3372.95,0,2024-06-25,2025-06-25,2025-06-25,Lapsed,AGT189,Agent
POL0023099,CUST001912,Auto,25000,400.0,500,2020-09-11,2021-09-11,2021-09-11,Lapsed,AGT031,Online
POL0023100,CUST008367,Auto,100000,2000.0,2000,2025-03-03,2026-03-03,2026-03-03,Active,AGT008,Referral
POL0023101,CUST013424,Life,408219,1632.88,0,2025-04-28,2026-04-28,2026-04-28,Active,AGT026,Agent
POL0023102,CUST014789,Auto,100000,1600.0,1000,2025-02-24,2026-02-24,2026-02-24,Active,AGT044,Phone
POL0023103,CUST004067,Health,250000,16000.0,5000,2025-06-15,2026-06-15,2026-06-15,Active,AGT041,Walk-in
POL0023104,CUST003271,Home,118125,1228.5,5000,2022-01-29,2023-01-29,2023-01-29,Active,AGT151,Phone
POL0023105,CUST005187,Health,50000,5200.0,5000,2021-02-04,2022-02-04,2022-02-04,Lapsed,AGT102,Agent
POL0023106,CUST000564,Home,182466,1167.78,1000,2024-07-22,2025-07-22,2025-07-22,Active,AGT035,Phone
POL0023107,CUST012903,Life,294948,1179.79,0,2023-01-17,2024-01-17,2024-01-17,Active,AGT178,Phone
POL0023108,CUST007048,Auto,250000,4000.0,1000,2023-11-15,2024-11-14,2024-11-14,Cancelled,AGT165,Phone
POL0023109,CUST014207,Home,174786,1118.63,5000,2025-09-16,2026-09-16,2026-09-16,Active,AGT123,Online
POL0023110,CUST001569,Health,500000,32000.0,1000,2020-11-09,2021-11-09,2021-11-09,Active,AGT083,Walk-in
POL0023111,CUST002375,Life,479559,2397.8,0,2022-05-21,2023-05-21,2023-05-21,Active,AGT199,Online
POL0023112,CUST014670,Life,147453,958.44,0,2023-04-18,2024-04-17,2024-04-17,Active,AGT005,Phone
POL0023113,CUST013999,Home,149672,1556.59,2500,2024-03-15,2025-03-15,2025-03-15,Lapsed,AGT134,Agent
POL0023114,CUST011578,Health,100000,10400.0,5000,2024-11-23,2025-11-23,2025-11-23,Active,AGT141,Phone
POL0023115,CUST004616,Home,331487,2121.52,2500,2024-06-25,2025-06-25,2025-06-25,Active,AGT026,Online
POL0023116,CUST009364,Health,500000,32000.0,500,2025-06-27,2026-06-27,2026-06-27,Active,AGT023,Agent
POL0023117,CUST001264,Life,209431,837.72,0,2020-06-21,2021-06-21,2021-06-21,Active,AGT006,Phone
POL0023118,CUST007058,Business,53627,429.02,5000,2024-11-26,2025-11-26,2025-11-26,Active,AGT046,Phone
POL0023119,CUST000940,Life,384169,1536.68,0,2021-02-02,2022-02-02,2022-02-02,Active,AGT108,Agent
POL0023120,CUST003548,Home,95243,609.56,5000,2025-06-08,2026-06-08,2026-06-08,Active,AGT142,Online
POL0023121,CUST014697,Home,58971,377.41,5000,2020-06-25,2021-06-25,2021-06-25,Active,AGT020,Online
POL0023122,CUST013650,Health,100000,8000.0,5000,2021-03-17,2022-03-17,2022-03-17,Lapsed,AGT169,Online
POL0023123,CUST002004,Life,489766,1959.06,0,2024-04-26,2025-04-26,2025-04-26,Lapsed,AGT165,Online
POL0023124,CUST007066,Auto,50000,1000.0,500,2022-11-07,2023-11-07,2023-11-07,Lapsed,AGT134,Phone
POL0023125,CUST014189,Auto,25000,400.0,500,2024-05-13,2025-05-13,2025-05-13,Active,AGT125,Referral
POL0023126,CUST012425,Auto,100000,2600.0,250,2024-05-07,2025-05-07,2025-05-07,Active,AGT017,Online
POL0023127,CUST000868,Auto,250000,4000.0,250,2021-05-17,2022-05-17,2022-05-17,Active,AGT023,Agent
POL0023128,CUST003153,Life,319485,2076.65,0,2023-02-02,2024-02-02,2024-02-02,Active,AGT045,Agent
POL0023129,CUST004687,Health,500000,32000.0,2500,2024-04-06,2025-04-06,2025-04-06,Cancelled,AGT093,Phone
POL0023130,CUST011774,Life,548718,2743.59,0,2025-04-11,2026-04-11,2026-04-11,Active,AGT145,Online
POL0023131,CUST003534,Life,661805,2647.22,0,2022-07-05,2023-07-05,2023-07-05,Lapsed,AGT199,Online
POL0023132,CUST006294,Life,712192,2848.77,0,2020-05-04,2021-05-04,2021-05-04,Active,AGT007,Phone
POL0023133,CUST001245,Life,1378388,5513.55,0,2026-01-13,2027-01-13,2027-01-13,Active,AGT078,Agent
POL0023134,CUST009615,Life,181186,905.93,0,2024-08-12,2025-08-12,2025-08-12,Active,AGT086,Agent
POL0023135,CUST005998,Health,1000000,64000.0,1000,2021-08-15,2022-08-15,2022-08-15,Active,AGT180,Agent
POL0023136,CUST007531,Health,500000,32000.0,5000,2025-05-01,2026-05-01,2026-05-01,Active,AGT007,Agent
POL0023137,CUST004822,Auto,250000,5000.0,1000,2021-05-07,2022-05-07,2022-05-07,Active,AGT144,Referral
POL0023138,CUST004975,Auto,50000,1000.0,250,2021-07-08,2022-07-08,2022-07-08,Cancelled,AGT149,Online
POL0023139,CUST001375,Health,500000,52000.0,5000,2021-10-17,2022-10-17,2022-10-17,Active,AGT078,Referral
POL0023140,CUST000767,Home,344362,2754.9,500,2022-12-19,2023-12-19,2023-12-19,Cancelled,AGT137,Agent
POL0023141,CUST010924,Travel,10000,1500.0,250,2020-12-15,2021-12-15,2021-12-15,Active,AGT166,Online
POL0023142,CUST002011,Health,250000,20000.0,1000,2024-06-12,2025-06-12,2025-06-12,Active,AGT072,Phone
POL0023143,CUST010473,Auto,50000,800.0,2000,2021-09-10,2022-09-10,2022-09-10,Active,AGT141,Online
POL0023144,CUST002822,Travel,100000,19500.0,500,2021-08-16,2022-08-16,2022-08-16,Lapsed,AGT045,Agent
POL0023145,CUST005643,Life,1234714,6173.57,0,2024-12-01,2025-12-01,2025-12-01,Active,AGT061,Online
POL0023146,CUST001418,Life,439834,2199.17,0,2021-02-09,2022-02-09,2022-02-09,Active,AGT174,Agent
POL0023147,CUST009848,Auto,100000,1600.0,500,2021-03-29,2022-03-29,2022-03-29,Cancelled,AGT109,Online
POL0023148,CUST000039,Home,107794,862.35,500,2024-03-27,2025-03-27,2025-03-27,Active,AGT142,Agent
POL0023149,CUST004405,Home,465714,2980.57,1000,2025-01-28,2026-01-28,2026-01-28,Active,AGT043,Agent
POL0023150,CUST007630,Life,298527,1940.43,0,2022-01-18,2023-01-18,2023-01-18,Lapsed,AGT038,Agent
POL0023151,CUST001254,Life,315342,1576.71,0,2023-06-18,2024-06-17,2024-06-17,Active,AGT033,Walk-in
POL0023152,CUST011914,Auto,100000,1600.0,1000,2023-08-06,2024-08-05,2024-08-05,Active,AGT139,Agent
POL0023153,CUST014607,Life,472214,2361.07,0,2022-11-24,2023-11-24,2023-11-24,Active,AGT035,Referral
POL0023154,CUST001852,Home,148280,948.99,1000,2020-10-15,2021-10-15,2021-10-15,Lapsed,AGT050,Online
POL0023155,CUST014116,Home,319403,2044.18,500,2025-03-13,2026-03-13,2026-03-13,Active,AGT164,Referral
POL0023156,CUST010936,Life,472762,2363.81,0,2022-03-19,2023-03-19,2023-03-19,Lapsed,AGT151,Agent
POL0023157,CUST007254,Auto,50000,800.0,1000,2020-08-12,2021-08-12,2021-08-12,Lapsed,AGT189,Agent
POL0023158,CUST001803,Life,1014968,5074.84,0,2025-04-27,2026-04-27,2026-04-27,Active,AGT023,Phone
POL0023159,CUST001630,Home,184761,1478.09,5000,2021-12-10,2022-12-10,2022-12-10,Cancelled,AGT135,Agent
POL0023160,CUST003955,Auto,100000,2600.0,250,2024-11-11,2025-11-11,2025-11-11,Active,AGT091,Referral
POL0023161,CUST013089,Health,250000,20000.0,1000,2025-01-24,2026-01-24,2026-01-24,Active,AGT169,Agent
POL0023162,CUST013976,Home,150507,1565.27,500,2024-01-10,2025-01-09,2025-01-09,Cancelled,AGT126,Agent
POL0023163,CUST006821,Life,459932,2989.56,0,2021-02-28,2022-02-28,2022-02-28,Active,AGT070,Agent
POL0023164,CUST002561,Home,96617,772.94,2500,2021-01-06,2022-01-06,2022-01-06,Active,AGT009,Online
POL0023165,CUST000302,Auto,100000,1600.0,500,2022-09-04,2023-09-04,2023-09-04,Cancelled,AGT198,Referral
POL0023166,CUST012558,Home,104639,669.69,2500,2023-03-06,2024-03-05,2024-03-05,Active,AGT108,Referral
POL0023167,CUST003316,Health,1000000,64000.0,2500,2025-03-24,2026-03-24,2026-03-24,Active,AGT008,Online
POL0023168,CUST014473,Life,315388,1261.55,0,2021-09-05,2022-09-05,2022-09-05,Active,AGT109,Phone
POL0023169,CUST000424,Auto,25000,400.0,1000,2024-09-30,2025-09-30,2025-09-30,Active,AGT100,Agent
POL0023170,CUST008739,Health,100000,6400.0,5000,2021-11-22,2022-11-22,2022-11-22,Active,AGT166,Online
POL0023171,CUST005770,Auto,50000,1300.0,250,2025-07-15,2026-07-15,2026-07-15,Active,AGT149,Online
POL0023172,CUST003453,Health,500000,32000.0,2500,2020-07-08,2021-07-08,2021-07-08,Active,AGT065,Walk-in
POL0023173,CUST006843,Auto,50000,1300.0,2000,2023-10-10,2024-10-09,2024-10-09,Lapsed,AGT085,Online
POL0023174,CUST008002,Life,1039040,5195.2,0,2023-10-17,2024-10-16,2024-10-16,Active,AGT125,Referral
POL0023175,CUST001269,Auto,100000,1600.0,500,2023-07-19,2024-07-18,2024-07-18,Active,AGT132,Referral
POL0023176,CUST000779,Auto,50000,800.0,500,2024-06-16,2025-06-16,2025-06-16,Active,AGT091,Agent
POL0023177,CUST000929,Life,316163,2055.06,0,2020-12-14,2021-12-14,2021-12-14,Active,AGT024,Online
POL0023178,CUST011585,Health,250000,26000.0,1000,2024-01-14,2025-01-13,2025-01-13,Cancelled,AGT021,Agent
POL0023179,CUST002102,Home,88750,568.0,500,2024-07-13,2025-07-13,2025-07-13,Active,AGT146,Agent
POL0023180,CUST003958,Auto,250000,6500.0,2000,2022-12-01,2023-12-01,2023-12-01,Active,AGT032,Agent
POL0023181,CUST002480,Auto,100000,2000.0,1000,2023-08-24,2024-08-23,2024-08-23,Active,AGT110,Online
POL0023182,CUST014764,Home,82944,862.62,5000,2024-02-04,2025-02-03,2025-02-03,Active,AGT156,Online
POL0023183,CUST002243,Home,109621,701.57,1000,2025-05-23,2026-05-23,2026-05-23,Active,AGT160,Agent
POL0023184,CUST012252,Auto,25000,400.0,250,2022-11-15,2023-11-15,2023-11-15,Cancelled,AGT006,Phone
POL0023185,CUST007714,Health,250000,20000.0,2500,2022-12-19,2023-12-19,2023-12-19,Lapsed,AGT128,Phone
POL0023186,CUST000099,Home,239668,1917.34,5000,2025-05-14,2026-05-14,2026-05-14,Active,AGT032,Referral
POL0023187,CUST011558,Home,461751,2955.21,2500,2025-11-04,2026-11-04,2026-11-04,Active,AGT042,Agent
POL0023188,CUST005694,Auto,100000,2000.0,2000,2020-10-02,2021-10-02,2021-10-02,Active,AGT080,Agent
POL0023189,CUST011553,Health,100000,8000.0,2500,2024-04-25,2025-04-25,2025-04-25,Active,AGT119,Phone
POL0023190,CUST008099,Health,250000,26000.0,2500,2021-09-14,2022-09-14,2022-09-14,Lapsed,AGT100,Online
POL0023191,CUST002162,Auto,25000,500.0,250,2023-09-29,2024-09-28,2024-09-28,Active,AGT110,Walk-in
POL0023192,CUST004759,Life,346418,1732.09,0,2023-12-23,2024-12-22,2024-12-22,Active,AGT194,Agent
POL0023193,CUST007363,Auto,100000,1600.0,2000,2021-10-25,2022-10-25,2022-10-25,Cancelled,AGT080,Agent
POL0023194,CUST007877,Life,191514,1244.84,0,2025-07-31,2026-07-31,2026-07-31,Active,AGT088,Agent
POL0023195,CUST006732,Home,83696,535.65,500,2021-01-04,2022-01-04,2022-01-04,Active,AGT063,Agent
POL0023196,CUST011199,Home,99181,793.45,500,2025-07-15,2026-07-15,2026-07-15,Active,AGT035,Agent
POL0023197,CUST010409,Home,190969,1986.08,2500,2023-09-03,2024-09-02,2024-09-02,Active,AGT003,Online
POL0023198,CUST002326,Health,50000,4000.0,1000,2024-02-11,2025-02-10,2025-02-10,Active,AGT121,Agent
POL0023199,CUST012818,Business,80743,645.94,10000,2022-01-23,2023-01-23,2023-01-23,Active,AGT187,Phone
POL0023200,CUST001754,Home,157356,1258.85,5000,2023-09-12,2024-09-11,2024-09-11,Cancelled,AGT041,Agent
POL0023201,CUST014037,Home,300939,2407.51,5000,2025-06-16,2026-06-16,2026-06-16,Active,AGT166,Phone
POL0023202,CUST007385,Auto,100000,1600.0,1000,2021-02-02,2022-02-02,2022-02-02,Active,AGT038,Phone
POL0023203,CUST008850,Life,270297,1756.93,0,2022-07-16,2023-07-16,2023-07-16,Lapsed,AGT059,Referral
POL0023204,CUST001471,Home,158587,1649.3,5000,2023-11-25,2024-11-24,2024-11-24,Active,AGT196,Agent
POL0023205,CUST006127,Life,511894,2559.47,0,2020-06-27,2021-06-27,2021-06-27,Lapsed,AGT151,Referral
POL0023206,CUST002891,Auto,250000,4000.0,500,2021-08-06,2022-08-06,2022-08-06,Active,AGT114,Online
POL0023207,CUST002302,Health,250000,20000.0,5000,2023-10-26,2024-10-25,2024-10-25,Active,AGT191,Agent
POL0023208,CUST005155,Home,62838,402.16,500,2021-07-17,2022-07-17,2022-07-17,Active,AGT126,Online
POL0023209,CUST002977,Auto,100000,1600.0,2000,2025-04-20,2026-04-20,2026-04-20,Active,AGT085,Phone
POL0023210,CUST010249,Auto,50000,1300.0,2000,2025-01-05,2026-01-05,2026-01-05,Active,AGT072,Agent
POL0023211,CUST002081,Health,100000,6400.0,2500,2021-10-17,2022-10-17,2022-10-17,Active,AGT065,Phone
POL0023212,CUST006068,Health,500000,52000.0,500,2024-02-24,2025-02-23,2025-02-23,Lapsed,AGT168,Online
POL0023213,CUST000506,Home,217650,2263.56,2500,2024-10-13,2025-10-13,2025-10-13,Active,AGT146,Agent
POL0023214,CUST004514,Home,97322,1012.15,1000,2024-06-24,2025-06-24,2025-06-24,Cancelled,AGT075,Referral
POL0023215,CUST004741,Home,73749,589.99,5000,2023-07-23,2024-07-22,2024-07-22,Active,AGT070,Agent
POL0023216,CUST000682,Health,1000000,104000.0,1000,2023-10-13,2024-10-12,2024-10-12,Active,AGT156,Phone
POL0023217,CUST012531,Health,250000,20000.0,1000,2025-12-28,2026-12-28,2026-12-28,Active,AGT002,Walk-in
POL0023218,CUST010390,Auto,25000,650.0,1000,2021-05-23,2022-05-23,2022-05-23,Active,AGT167,Phone
POL0023219,CUST011761,Home,110035,704.22,5000,2023-01-03,2024-01-03,2024-01-03,Active,AGT178,Online
POL0023220,CUST013565,Home,151480,969.47,1000,2025-04-23,2026-04-23,2026-04-23,Active,AGT058,Online
POL0023221,CUST001551,Home,153870,984.77,500,2021-04-25,2022-04-25,2022-04-25,Active,AGT127,Referral
POL0023222,CUST002359,Health,50000,3200.0,500,2023-01-06,2024-01-06,2024-01-06,Active,AGT122,Online
POL0023223,CUST010466,Life,534128,2136.51,0,2023-11-29,2024-11-28,2024-11-28,Active,AGT057,Walk-in
POL0023224,CUST009552,Home,125503,1305.23,2500,2022-02-12,2023-02-12,2023-02-12,Lapsed,AGT162,Referral
POL0023225,CUST004075,Health,250000,16000.0,2500,2021-06-25,2022-06-25,2022-06-25,Active,AGT104,Online
POL0023226,CUST011483,Home,143796,1150.37,500,2021-10-31,2022-10-31,2022-10-31,Active,AGT100,Online
POL0023227,CUST006482,Auto,100000,1600.0,250,2024-05-31,2025-05-31,2025-05-31,Active,AGT041,Agent
POL0023228,CUST013730,Life,798467,5190.04,0,2023-04-02,2024-04-01,2024-04-01,Lapsed,AGT158,Online
POL0023229,CUST007665,Life,375750,1878.75,0,2026-01-22,2027-01-22,2027-01-22,Active,AGT151,Online
POL0023230,CUST000247,Home,208456,2167.94,2500,2023-06-28,2024-06-27,2024-06-27,Active,AGT145,Agent
POL0023231,CUST001228,Home,189904,1975.0,2500,2024-06-03,2025-06-03,2025-06-03,Lapsed,AGT107,Phone
POL0023232,CUST001744,Business,145766,1894.96,10000,2023-09-27,2024-09-26,2024-09-26,Lapsed,AGT050,Online
POL0023233,CUST010325,Auto,250000,4000.0,500,2022-12-24,2023-12-24,2023-12-24,Active,AGT195,Online
POL0023234,CUST000723,Life,404777,2023.88,0,2024-06-30,2025-06-30,2025-06-30,Active,AGT085,Phone
POL0023235,CUST011239,Auto,25000,650.0,1000,2024-04-04,2025-04-04,2025-04-04,Active,AGT170,Referral
POL0023236,CUST013987,Home,80532,644.26,500,2022-01-28,2023-01-28,2023-01-28,Lapsed,AGT096,Online
POL0023237,CUST004269,Life,246066,1230.33,0,2024-11-21,2025-11-21,2025-11-21,Active,AGT178,Online
POL0023238,CUST004035,Health,100000,8000.0,1000,2022-10-03,2023-10-03,2023-10-03,Active,AGT133,Agent
POL0023239,CUST009241,Auto,50000,1000.0,500,2024-04-02,2025-04-02,2025-04-02,Lapsed,AGT066,Agent
POL0023240,CUST014461,Life,741843,2967.37,0,2022-11-22,2023-11-22,2023-11-22,Active,AGT183,Phone
POL0023241,CUST003881,Life,220246,880.98,0,2025-07-07,2026-07-07,2026-07-07,Active,AGT098,Walk-in
POL0023242,CUST011092,Home,92823,742.58,1000,2023-11-27,2024-11-26,2024-11-26,Active,AGT106,Online
POL0023243,CUST003480,Home,79791,638.33,2500,2023-05-29,2024-05-28,2024-05-28,Active,AGT167,Referral
POL0023244,CUST014024,Auto,100000,2000.0,250,2025-08-18,2026-08-18,2026-08-18,Active,AGT013,Referral
POL0023245,CUST004907,Auto,100000,2600.0,1000,2022-12-07,2023-12-07,2023-12-07,Active,AGT021,Referral
POL0023246,CUST003475,Auto,50000,800.0,500,2021-06-11,2022-06-11,2022-06-11,Active,AGT087,Agent
POL0023247,CUST008795,Home,118580,948.64,2500,2021-10-28,2022-10-28,2022-10-28,Cancelled,AGT134,Online
POL0023248,CUST008650,Business,73073,584.58,2500,2022-10-30,2023-10-30,2023-10-30,Active,AGT008,Phone
POL0023249,CUST010261,Life,387409,1937.05,0,2022-10-14,2023-10-14,2023-10-14,Lapsed,AGT161,Agent
POL0023250,CUST011094,Auto,100000,2600.0,2000,2022-01-13,2023-01-13,2023-01-13,Cancelled,AGT199,Referral
POL0023251,CUST012733,Auto,100000,1600.0,500,2020-08-15,2021-08-15,2021-08-15,Cancelled,AGT039,Online
POL0023252,CUST002095,Health,100000,8000.0,2500,2024-12-31,2025-12-31,2025-12-31,Active,AGT157,Agent
POL0023253,CUST002301,Life,272197,1360.99,0,2025-07-03,2026-07-03,2026-07-03,Active,AGT198,Referral
POL0023254,CUST007200,Home,221910,2307.86,500,2020-07-09,2021-07-09,2021-07-09,Active,AGT138,Agent
POL0023255,CUST010314,Auto,50000,800.0,250,2024-01-07,2025-01-06,2025-01-06,Active,AGT156,Agent
POL0023256,CUST005291,Auto,500000,8000.0,2000,2021-10-15,2022-10-15,2022-10-15,Active,AGT123,Phone
POL0023257,CUST006177,Life,281997,1409.99,0,2025-01-16,2026-01-16,2026-01-16,Active,AGT171,Online
POL0023258,CUST001999,Home,183667,1175.47,5000,2022-01-15,2023-01-15,2023-01-15,Active,AGT087,Agent
POL0023259,CUST000055,Auto,250000,4000.0,500,2025-11-23,2026-11-23,2026-11-23,Active,AGT018,Agent
POL0023260,CUST001291,Home,286357,1832.68,2500,2025-03-11,2026-03-11,2026-03-11,Active,AGT143,Phone
POL0023261,CUST003082,Life,1054967,4219.87,0,2023-07-13,2024-07-12,2024-07-12,Active,AGT053,Phone
POL0023262,CUST008911,Health,500000,52000.0,2500,2025-04-05,2026-04-05,2026-04-05,Active,AGT023,Phone
POL0023263,CUST011324,Auto,25000,400.0,250,2024-06-23,2025-06-23,2025-06-23,Active,AGT135,Phone
POL0023264,CUST013654,Auto,25000,400.0,2000,2022-10-03,2023-10-03,2023-10-03,Cancelled,AGT092,Referral
POL0023265,CUST005985,Auto,250000,4000.0,250,2022-03-28,2023-03-28,2023-03-28,Lapsed,AGT100,Online
POL0023266,CUST011075,Health,250000,26000.0,5000,2020-08-07,2021-08-07,2021-08-07,Active,AGT020,Referral
POL0023267,CUST002400,Auto,100000,1600.0,2000,2025-04-21,2026-04-21,2026-04-21,Active,AGT011,Online
POL0023268,CUST011010,Life,759098,3795.49,0,2023-05-23,2024-05-22,2024-05-22,Active,AGT171,Phone
POL0023269,CUST011377,Health,500000,32000.0,1000,2023-03-02,2024-03-01,2024-03-01,Active,AGT165,Referral
POL0023270,CUST001241,Home,163117,1043.95,500,2024-08-14,2025-08-14,2025-08-14,Active,AGT135,Online
POL0023271,CUST002879,Auto,50000,800.0,1000,2022-02-22,2023-02-22,2023-02-22,Active,AGT199,Agent
POL0023272,CUST001902,Health,100000,6400.0,1000,2023-07-09,2024-07-08,2024-07-08,Active,AGT052,Phone
POL0023273,CUST001466,Life,342173,2224.12,0,2023-11-23,2024-11-22,2024-11-22,Active,AGT036,Online
POL0023274,CUST009742,Home,154009,985.66,1000,2024-06-19,2025-06-19,2025-06-19,Active,AGT076,Online
POL0023275,CUST002402,Home,99717,638.19,500,2023-09-12,2024-09-11,2024-09-11,Active,AGT024,Agent
POL0023276,CUST009503,Home,112971,903.77,2500,2025-04-20,2026-04-20,2026-04-20,Active,AGT183,Phone
POL0023277,CUST000069,Life,1007176,4028.7,0,2021-04-20,2022-04-20,2022-04-20,Active,AGT109,Phone
POL0023278,CUST005833,Life,239766,959.06,0,2024-06-06,2025-06-06,2025-06-06,Active,AGT177,Agent
POL0023279,CUST000475,Life,229575,918.3,0,2021-08-15,2022-08-15,2022-08-15,Lapsed,AGT137,Online
POL0023280,CUST003041,Auto,100000,1600.0,250,2025-03-17,2026-03-17,2026-03-17,Active,AGT040,Agent
POL0023281,CUST010986,Life,511338,2556.69,0,2021-12-04,2022-12-04,2022-12-04,Active,AGT120,Online
POL0023282,CUST001988,Home,83095,864.19,5000,2023-11-25,2024-11-24,2024-11-24,Cancelled,AGT014,Phone
POL0023283,CUST002204,Life,410308,2051.54,0,2023-04-06,2024-04-05,2024-04-05,Active,AGT097,Agent
POL0023284,CUST002394,Auto,250000,4000.0,2000,2023-12-05,2024-12-04,2024-12-04,Active,AGT162,Agent
POL0023285,CUST007556,Health,500000,52000.0,2500,2020-07-05,2021-07-05,2021-07-05,Active,AGT097,Online
POL0023286,CUST007098,Home,317737,2541.9,5000,2021-12-02,2022-12-02,2022-12-02,Active,AGT169,Agent
POL0023287,CUST014199,Home,94024,977.85,2500,2022-11-12,2023-11-12,2023-11-12,Active,AGT028,Walk-in
POL0023288,CUST006987,Life,312311,1561.56,0,2021-07-26,2022-07-26,2022-07-26,Active,AGT106,Agent
POL0023289,CUST009128,Life,421642,1686.57,0,2022-02-28,2023-02-28,2023-02-28,Active,AGT179,Phone
POL0023290,CUST012474,Auto,250000,5000.0,2000,2021-04-05,2022-04-05,2022-04-05,Active,AGT011,Online
