payment_id,policy_id,customer_id,payment_date,payment_amount,payment_method,payment_status,late_payment_flag
PAY00031763,POL0049754,CUST003243,2025-05-11,28.58,Credit Card,Completed,1
PAY00031764,POL0028427,CUST008485,2022-05-18,222.15,Bank Transfer,Completed,1
PAY00031765,POL0033165,CUST006485,2025-07-03,666.67,Bank Transfer,Completed,0
PAY00031766,POL0017601,CUST009629,2020-11-04,1666.67,Cash,Completed,1
PAY00031767,POL0069191,CUST012046,2024-05-11,179.51,Auto Pay,Completed,1
PAY00031768,POL0069650,CUST000448,2022-03-16,299.15,Credit Card,Completed,0
PAY00031769,POL0055484,CUST002039,2021-12-18,730.35,Bank Transfer,Completed,0
PAY00031770,POL0024281,CUST005440,2023-12-16,10008.4,Auto Pay,Failed,0
PAY00031771,POL0034899,CUST005637,2024-12-10,541.67,Credit Card,Completed,1
PAY00031772,POL0037548,CUST008296,2022-02-27,3333.33,Credit Card,Failed,0
PAY00031773,POL0039828,CUST006991,2025-07-03,133.33,Credit Card,Completed,0
PAY00031774,POL0058150,CUST008571,2021-03-17,275.57,Cash,Completed,1
PAY00031775,POL0003237,CUST013810,2022-07-12,833.33,Check,Completed,0
PAY00031776,POL0014764,CUST012428,2023-04-19,180.55,Check,Completed,1
PAY00031777,POL0029463,CUST012752,2025-06-17,215.37,Check,Completed,1
PAY00031778,POL0044516,CUST013271,2023-07-06,2166.67,Auto Pay,Completed,0
PAY00031779,POL0027639,CUST011868,2021-11-04,84.2,Credit Card,Failed,1
PAY00031780,POL0048543,CUST011936,2023-03-18,250.0,Bank Transfer,Completed,1
PAY00031781,POL0065764,CUST013287,2022-07-26,1250.0,Check,Completed,0
PAY00031782,POL0006035,CUST006953,2024-09-08,804.01,Credit Card,Completed,0
PAY00031783,POL0015057,CUST007358,2021-03-26,312.5,Credit Card,Completed,0
PAY00031784,POL0010705,CUST014432,2025-03-18,1000.0,Auto Pay,Completed,0
PAY00031785,POL0011274,CUST006924,2024-01-02,500.0,Credit Card,Completed,1
PAY00031786,POL0060076,CUST012905,2022-07-21,400.0,Auto Pay,Completed,0
PAY00031787,POL0029856,CUST000942,2025-06-24,1904.39,Credit Card,Completed,1
PAY00031788,POL0001547,CUST010246,2025-07-03,1000.0,Auto Pay,Completed,0
PAY00031789,POL0045596,CUST013363,2025-07-03,541.67,Credit Card,Completed,0
PAY00031790,POL0013158,CUST003349,2024-04-26,181.09,Bank Transfer,Failed,0
PAY00031791,POL0067463,CUST003400,2022-05-11,533.33,Bank Transfer,Completed,1
PAY00031792,POL0025311,CUST002958,2022-10-12,2231.83,Credit Card,Completed,1
PAY00031793,POL0059114,CUST006548,2023-11-20,50.81,Check,Failed,1
PAY00031794,POL0035914,CUST005238,2023-02-23,461.55,Credit Card,Completed,1
PAY00031795,POL0064792,CUST012494,2023-02-28,104000.0,Bank Transfer,Completed,0
PAY00031796,POL0042936,CUST007141,2025-07-03,344.36,Bank Transfer,Completed,0
PAY00031797,POL0030041,CUST011033,2022-05-11,20000.0,Bank Transfer,Completed,1
PAY00031799,POL0004948,CUST008002,2023-11-03,937.5,Credit Card,Completed,0
PAY00031800,POL0056558,CUST006086,2024-04-22,750.0,Bank Transfer,Completed,0
PAY00031801,POL0022634,CUST003009,2023-10-31,83.33,Check,Completed,0
PAY00031802,POL0044202,CUST008837,2025-02-05,650.0,Credit Card,Completed,0
PAY00031803,POL0023758,CUST001092,2025-07-03,167.63,Auto Pay,Refunded,0
PAY00031804,POL0001944,CUST014908,2022-01-09,333.33,Credit Card,Completed,0
PAY00031805,POL0048163,CUST010748,2022-03-07,107.24,Credit Card,Completed,1
PAY00031806,POL0030813,CUST009981,2023-02-03,309.75,Cash,Failed,0
PAY00031807,POL0028508,CUST014217,2023-04-12,164.56,Check,Completed,1
PAY00031808,POL0045395,CUST000673,2022-04-12,46.27,Credit Card,Completed,0
PAY00031809,POL0003295,CUST005653,2022-10-20,293.06,Credit Card,Completed,1
PAY00031810,POL0019693,CUST005746,2023-11-28,115.36,Cash,Refunded,1
PAY00031811,POL0035529,CUST007595,2022-12-29,147.4,Bank Transfer,Completed,0
PAY00031813,POL0002865,CUST008139,2025-01-11,147.58,Credit Card,Completed,1
PAY00031814,POL0069791,CUST010878,2024-12-09,1926.46,Credit Card,Completed,0
PAY00031815,POL0029479,CUST002687,2021-05-03,233.47,Credit Card,Completed,1
PAY00031816,POL0009603,CUST012630,2025-06-26,507.01,Cash,Failed,1
PAY00031817,POL0073325,CUST007447,2024-07-23,166.67,Credit Card,Completed,0
PAY00031818,POL0032859,CUST008525,2022-08-21,216.67,Bank Transfer,Completed,0
PAY00031819,POL0011058,CUST002518,2023-09-08,1666.67,Bank Transfer,Completed,0
PAY00031820,POL0052510,CUST004810,2023-12-13,216.67,Credit Card,Completed,1
PAY00031821,POL0052993,CUST013512,2024-12-08,5333.33,Check,Completed,0
PAY00031822,POL0040573,CUST012062,2025-07-03,66.67,Check,Completed,0
PAY00031823,POL0038629,CUST008896,2022-05-27,30.11,Check,Completed,0
PAY00031824,POL0022450,CUST013899,2025-01-17,130.01,Bank Transfer,Completed,0
PAY00031825,POL0020208,CUST008071,2021-02-24,1000.0,Credit Card,Completed,1
PAY00031826,POL0069186,CUST009288,2025-02-19,248.57,Credit Card,Completed,1
PAY00031827,POL0015730,CUST004847,2022-09-25,64.41,Auto Pay,Completed,0
PAY00031829,POL0060099,CUST001499,2021-02-27,80000.0,Auto Pay,Completed,0
PAY00031830,POL0047034,CUST011362,2021-12-23,980.6,Bank Transfer,Completed,1
PAY00031831,POL0041373,CUST003754,2024-10-17,170.47,Check,Completed,1
PAY00031832,POL0026037,CUST009994,2021-06-17,508.92,Credit Card,Failed,1
PAY00031833,POL0062260,CUST003977,2021-10-14,216.67,Credit Card,Completed,0
PAY00031834,POL0017296,CUST005067,2020-12-17,80.52,Auto Pay,Completed,1
PAY00031835,POL0070019,CUST008504,2022-02-15,1300.0,Credit Card,Completed,0
PAY00031836,POL0006802,CUST010857,2021-10-22,5000.0,Bank Transfer,Completed,0
PAY00031837,POL0060135,CUST013763,2023-10-28,1333.33,Check,Completed,0
PAY00031838,POL0008828,CUST001429,2023-09-07,13000.0,Bank Transfer,Completed,0
PAY00031839,POL0059264,CUST014044,2023-07-13,112.88,Auto Pay,Completed,1
PAY00031840,POL0044232,CUST011874,2025-01-22,1600.0,Check,Completed,0
PAY00031841,POL0041452,CUST003649,2022-03-22,5000.0,Credit Card,Completed,0
PAY00031842,POL0048079,CUST007576,2023-03-07,133.33,Credit Card,Failed,1
PAY00031843,POL0008938,CUST011633,2020-10-12,506.94,Cash,Completed,1
PAY00031844,POL0009318,CUST009985,2023-03-20,2166.67,Check,Completed,0
PAY00031845,POL0063648,CUST009628,2025-06-18,144.48,Credit Card,Completed,0
PAY00031846,POL0020565,CUST000290,2021-01-06,115.2,Bank Transfer,Completed,1
PAY00031847,POL0057155,CUST004617,2021-10-13,3000.0,Bank Transfer,Completed,0
PAY00031848,POL0030344,CUST011570,2023-08-16,417.82,Credit Card,Refunded,1
PAY00031849,POL0067096,CUST011919,2023-02-24,2666.67,Credit Card,Completed,1
PAY00031850,POL0038013,CUST012233,2022-12-05,83.33,Credit Card,Completed,0
PAY00031851,POL0018238,CUST014271,2023-02-28,105.42,Cash,Completed,0
PAY00031852,POL0050290,CUST003960,2022-09-19,127.31,Credit Card,Completed,0
PAY00031853,POL0036972,CUST000044,2024-02-15,68.89,Check,Completed,0
PAY00031854,POL0019724,CUST001372,2025-03-08,1666.67,Check,Completed,1
PAY00031855,POL0059466,CUST001942,2024-04-26,666.67,Auto Pay,Completed,1
PAY00031856,POL0071146,CUST008527,2023-01-11,1000.0,Bank Transfer,Completed,0
PAY00031857,POL0063703,CUST010115,2023-01-07,250.0,Bank Transfer,Completed,1
PAY00031858,POL0047347,CUST010494,2024-05-01,1030.8,Bank Transfer,Completed,1
PAY00031859,POL0003471,CUST003402,2022-12-04,125.0,Credit Card,Completed,0
PAY00031860,POL0027081,CUST007489,2022-12-01,1480.88,Bank Transfer,Completed,0
PAY00031861,POL0005705,CUST000864,2024-07-07,415.21,Bank Transfer,Completed,1
PAY00031862,POL0034916,CUST001168,2022-07-28,343.09,Bank Transfer,Completed,0
PAY00031863,POL0021082,CUST006099,2023-12-12,1600.0,Credit Card,Completed,1
PAY00031864,POL0006429,CUST009720,2023-07-29,162.5,Credit Card,Failed,1
PAY00031865,POL0033530,CUST012638,2023-01-14,240.78,Auto Pay,Completed,1
PAY00031866,POL0010021,CUST009689,2023-07-06,252.7,Credit Card,Failed,1
PAY00031867,POL0015706,CUST013211,2025-07-03,250.0,Bank Transfer,Completed,0
PAY00031868,POL0071854,CUST011087,2025-02-01,491.91,Bank Transfer,Completed,1
PAY00031869,POL0042335,CUST009542,2024-05-29,57.99,Check,Completed,1
PAY00031870,POL0021064,CUST001379,2023-10-15,2666.67,Credit Card,Completed,0
PAY00031871,POL0047809,CUST005450,2023-02-07,116.21,Credit Card,Completed,0
PAY00031872,POL0072893,CUST011747,2024-12-29,81.43,Check,Pending,1
PAY00031873,POL0036464,CUST004405,2025-07-03,684.39,Bank Transfer,Completed,0
PAY00031874,POL0011748,CUST009911,2023-11-09,61.53,Credit Card,Completed,0
PAY00031875,POL0022228,CUST009192,2025-04-14,1333.33,Bank Transfer,Completed,1
PAY00031876,POL0005433,CUST003224,2025-06-22,228.9,Credit Card,Completed,0
PAY00031877,POL0009517,CUST005761,2022-01-01,133.33,Bank Transfer,Completed,0
PAY00031878,POL0020700,CUST010128,2023-08-24,333.33,Bank Transfer,Completed,0
PAY00031879,POL0036109,CUST010419,2025-07-03,166.67,Check,Completed,0
PAY00031880,POL0053333,CUST001069,2021-08-02,2166.67,Check,Completed,1
PAY00031881,POL0055214,CUST014487,2021-10-05,800.0,Auto Pay,Completed,1
PAY00031882,POL0008217,CUST008662,2025-02-12,184.74,Check,Completed,0
PAY00031883,POL0028541,CUST001946,2021-08-25,166.67,Bank Transfer,Completed,1
PAY00031884,POL0019428,CUST009798,2022-10-10,1838.57,Credit Card,Completed,1
PAY00031885,POL0033084,CUST013214,2024-05-08,1000.0,Credit Card,Completed,1
PAY00031886,POL0007451,CUST006537,2023-09-30,46.78,Credit Card,Completed,1
PAY00031887,POL0013098,CUST002590,2023-02-23,105.21,Credit Card,Completed,0
PAY00031888,POL0022983,CUST000253,2025-06-30,13000.0,Credit Card,Completed,1
PAY00031889,POL0043306,CUST002169,2024-04-12,160.46,Credit Card,Completed,0
PAY00031890,POL0024092,CUST006237,2025-01-18,140.74,Check,Completed,0
PAY00031891,POL0017495,CUST011121,2025-04-12,4000.0,Check,Completed,1
PAY00031892,POL0023802,CUST005273,2025-07-03,3333.33,Bank Transfer,Pending,0
PAY00031893,POL0025945,CUST001549,2024-12-27,117.31,Check,Completed,1
PAY00031895,POL0016265,CUST005946,2023-09-14,800.0,Credit Card,Completed,0
PAY00031896,POL0043852,CUST004298,2025-01-23,5000.0,Bank Transfer,Completed,0
PAY00031897,POL0072151,CUST006256,2025-01-07,666.67,Check,Failed,1
PAY00031898,POL0048979,CUST011432,2021-10-20,549.54,Auto Pay,Completed,1
PAY00031900,POL0065732,CUST013931,2024-09-19,1300.0,Credit Card,Failed,0
PAY00031901,POL0038456,CUST008264,2021-01-05,102.0,Credit Card,Refunded,0
PAY00031902,POL0037547,CUST001900,2024-07-18,78.92,Bank Transfer,Completed,1
PAY00031903,POL0027847,CUST004240,2024-04-11,5636.27,Check,Completed,0
PAY00031904,POL0054630,CUST007611,2023-02-25,325.2,Bank Transfer,Completed,0
PAY00031906,POL0067363,CUST002586,2024-07-24,70.49,Bank Transfer,Completed,0
PAY00031907,POL0030148,CUST003430,2022-12-17,151.48,Auto Pay,Failed,1
PAY00031908,POL0040317,CUST000718,2022-05-03,30.26,Credit Card,Completed,0
PAY00031909,POL0052458,CUST007087,2024-10-30,2437.5,Check,Completed,1
PAY00031911,POL0052524,CUST001572,2022-06-02,58.67,Credit Card,Completed,0
PAY00031912,POL0056222,CUST009897,2025-07-03,1625.0,Cash,Completed,0
PAY00031913,POL0050952,CUST002046,2024-10-29,2166.67,Auto Pay,Failed,1
PAY00031914,POL0049612,CUST005839,2025-07-03,325.0,Credit Card,Completed,0
PAY00031916,POL0040165,CUST012100,2023-09-27,169.68,Credit Card,Completed,0
PAY00031918,POL0046597,CUST000114,2024-10-23,84.73,Credit Card,Completed,0
PAY00031919,POL0027866,CUST008037,2024-04-09,100.0,Check,Completed,0
PAY00031920,POL0026089,CUST014425,2022-09-28,1237.06,Bank Transfer,Completed,0
PAY00031921,POL0000522,CUST000095,2023-10-25,6400.0,Auto Pay,Completed,1
PAY00031922,POL0010393,CUST007196,2022-06-19,40000.0,Bank Transfer,Completed,0
PAY00031923,POL0010384,CUST005411,2023-01-14,346.1,Credit Card,Completed,1
PAY00031924,POL0041858,CUST006497,2024-09-09,2666.67,Bank Transfer,Completed,0
PAY00031925,POL0041363,CUST005771,2022-10-02,500.0,Bank Transfer,Completed,0
PAY00031926,POL0063331,CUST003187,2023-12-07,1000.0,Credit Card,Refunded,1
PAY00031927,POL0070105,CUST014239,2024-04-10,183.01,Bank Transfer,Completed,0
PAY00031928,POL0007090,CUST006957,2021-08-24,109.92,Check,Completed,0
PAY00031929,POL0062526,CUST007036,2021-08-26,333.33,Bank Transfer,Pending,0
PAY00031930,POL0063172,CUST012554,2023-10-12,255.93,Bank Transfer,Completed,0
PAY00031932,POL0054898,CUST013420,2023-01-11,32000.0,Auto Pay,Completed,1
PAY00031933,POL0034850,CUST010992,2021-08-29,100.0,Cash,Completed,0
PAY00031935,POL0023107,CUST012903,2023-04-18,98.32,Auto Pay,Completed,0
PAY00031936,POL0029827,CUST002443,2022-08-13,416.67,Credit Card,Completed,1
PAY00031937,POL0040032,CUST013277,2020-09-24,66.3,Credit Card,Completed,0
PAY00031938,POL0002501,CUST000924,2023-10-25,216.67,Bank Transfer,Failed,1
PAY00031939,POL0014508,CUST011023,2023-11-21,346.85,Credit Card,Completed,0
PAY00031940,POL0061324,CUST007176,2022-09-13,541.67,Check,Completed,1
PAY00031942,POL0003160,CUST002675,2023-09-21,354.72,Check,Completed,0
PAY00031943,POL0039123,CUST012432,2022-11-05,1625.0,Credit Card,Completed,0
PAY00031945,POL0033784,CUST003425,2025-07-03,8666.67,Credit Card,Completed,0
PAY00031946,POL0004490,CUST002358,2020-11-26,280.95,Bank Transfer,Completed,0
PAY00031947,POL0063111,CUST006127,2020-12-12,3333.33,Auto Pay,Completed,0
PAY00031948,POL0025860,CUST002335,2022-05-25,41.67,Credit Card,Completed,0
PAY00031949,POL0002066,CUST000683,2024-05-31,4000.0,Credit Card,Completed,0
PAY00031951,POL0073215,CUST009814,2022-09-11,333.33,Check,Failed,1
PAY00031952,POL0041694,CUST013260,2024-09-15,400.0,Auto Pay,Completed,0
PAY00031953,POL0044059,CUST000111,2022-01-22,69.73,Credit Card,Completed,0
PAY00031955,POL0008113,CUST012040,2024-07-19,125.23,Bank Transfer,Completed,1
PAY00031956,POL0018899,CUST007133,2024-08-07,10000.0,Credit Card,Completed,1
PAY00031957,POL0068892,CUST004867,2025-07-03,167.13,Auto Pay,Completed,0
PAY00031958,POL0036534,CUST011122,2023-10-09,84.6,Auto Pay,Completed,0
PAY00031959,POL0055052,CUST002518,2023-05-26,336.5,Bank Transfer,Completed,0
PAY00031961,POL0020145,CUST014568,2023-02-15,2166.67,Check,Failed,0
PAY00031962,POL0029945,CUST004097,2025-01-27,1000.0,Credit Card,Completed,0
PAY00031963,POL0066946,CUST005306,2022-08-14,2126.54,Credit Card,Completed,0
PAY00031964,POL0046341,CUST008708,2024-06-02,44.34,Check,Failed,1
PAY00031965,POL0048039,CUST003936,2023-12-05,4000.0,Credit Card,Completed,0
PAY00031966,POL0029445,CUST011618,2025-07-03,216.67,Credit Card,Completed,0
PAY00031967,POL0063311,CUST013734,2023-05-31,312.5,Bank Transfer,Completed,0
PAY00031968,POL0068639,CUST004420,2022-09-12,35.26,Check,Failed,1
PAY00031969,POL0029053,CUST007309,2025-07-03,236.34,Bank Transfer,Completed,0
PAY00031970,POL0047628,CUST007715,2021-09-20,172.09,Credit Card,Failed,0
PAY00031971,POL0039124,CUST011712,2025-04-06,1333.33,Bank Transfer,Completed,0
PAY00031972,POL0021468,CUST014817,2024-10-02,2980.89,Auto Pay,Completed,0
PAY00031973,POL0041897,CUST007400,2022-09-17,5000.0,Credit Card,Completed,0
PAY00031974,POL0026513,CUST000733,2021-05-26,1600.0,Bank Transfer,Completed,0
PAY00031975,POL0010773,CUST000303,2025-03-17,400.0,Credit Card,Completed,0
PAY00031976,POL0023125,CUST014189,2024-11-08,33.33,Check,Completed,0
PAY00031977,POL0000532,CUST002195,2024-07-23,1950.0,Check,Completed,0
PAY00031978,POL0064024,CUST007777,2023-01-15,1333.33,Bank Transfer,Completed,1
PAY00031979,POL0047069,CUST000726,2024-09-01,333.33,Auto Pay,Completed,1
PAY00031980,POL0068898,CUST008464,2025-04-17,500.0,Credit Card,Completed,1
PAY00031982,POL0009027,CUST011336,2024-08-23,241.16,Auto Pay,Completed,1
PAY00031983,POL0064691,CUST014797,2022-08-24,109.45,Credit Card,Completed,0
PAY00031984,POL0008069,CUST012225,2023-10-02,416.67,Credit Card,Completed,1
PAY00031985,POL0030940,CUST001948,2022-04-05,32000.0,Check,Completed,1
PAY00031986,POL0009053,CUST003818,2023-11-12,549.93,Cash,Completed,0
PAY00031987,POL0061714,CUST005660,2024-07-16,1892.31,Auto Pay,Completed,0
PAY00031988,POL0032181,CUST009695,2023-05-12,333.33,Bank Transfer,Failed,0
PAY00031989,POL0053446,CUST000281,2025-03-18,1000.0,Credit Card,Completed,0
PAY00031990,POL0010381,CUST014275,2023-10-05,166.67,Auto Pay,Completed,0
PAY00031991,POL0043392,CUST008101,2025-04-01,100.14,Credit Card,Completed,0
PAY00031992,POL0028214,CUST002726,2025-05-20,400.0,Credit Card,Completed,0
PAY00031993,POL0062665,CUST008662,2024-08-07,46.63,Check,Completed,0
PAY00031994,POL0059366,CUST003388,2023-10-13,440.5,Check,Completed,0
PAY00031995,POL0003226,CUST000279,2022-07-27,4000.0,Cash,Completed,1
PAY00031996,POL0047790,CUST013927,2025-03-24,166.67,Bank Transfer,Completed,0
PAY00031998,POL0043997,CUST013522,2024-03-30,2708.75,Bank Transfer,Completed,1
PAY00031999,POL0011671,CUST003305,2025-07-03,166.67,Auto Pay,Completed,0
PAY00032000,POL0023261,CUST003082,2023-10-18,1054.97,Bank Transfer,Completed,1
PAY00032001,POL0000936,CUST005035,2020-09-22,166.67,Bank Transfer,Completed,1
PAY00032002,POL0045136,CUST007819,2020-11-02,199.54,Auto Pay,Completed,1
PAY00032003,POL0037301,CUST010398,2022-06-01,400.0,Cash,Completed,0
PAY00032004,POL0067211,CUST005386,2022-11-14,1538.71,Credit Card,Completed,0
PAY00032005,POL0004977,CUST003251,2021-12-13,295.99,Credit Card,Failed,0
PAY00032006,POL0013450,CUST007476,2022-07-29,272.65,Check,Completed,1
PAY00032008,POL0034160,CUST003651,2022-08-09,110.93,Bank Transfer,Completed,0
PAY00032009,POL0033487,CUST000232,2020-08-18,1000.0,Check,Completed,1
PAY00032010,POL0069232,CUST000558,2025-05-09,217.1,Credit Card,Completed,0
PAY00032011,POL0010259,CUST013441,2024-02-23,3728.91,Credit Card,Completed,0
PAY00032012,POL0071039,CUST005713,2024-02-15,1666.67,Credit Card,Completed,0
PAY00032014,POL0006324,CUST009949,2020-12-12,1666.7,Credit Card,Completed,0
PAY00032015,POL0032907,CUST004144,2023-12-07,13000.0,Bank Transfer,Completed,0
PAY00032016,POL0070205,CUST013047,2024-10-06,666.67,Check,Completed,0
PAY00032017,POL0030400,CUST001030,2025-07-03,2166.67,Credit Card,Completed,0
PAY00032018,POL0005811,CUST000382,2023-07-12,162.58,Bank Transfer,Completed,1
PAY00032020,POL0031590,CUST010332,2024-05-21,76.99,Check,Completed,0
PAY00032021,POL0009364,CUST006645,2022-07-04,216.99,Credit Card,Completed,1
PAY00032022,POL0033910,CUST005025,2023-09-23,1333.33,Bank Transfer,Completed,0
PAY00032023,POL0016845,CUST014024,2024-12-27,5000.0,Credit Card,Completed,0
PAY00032024,POL0029846,CUST008579,2025-02-19,60.45,Bank Transfer,Failed,1
PAY00032025,POL0040311,CUST006366,2023-12-09,2666.67,Bank Transfer,Completed,1
PAY00032026,POL0049689,CUST012552,2025-07-03,2000.0,Auto Pay,Completed,0
PAY00032027,POL0006223,CUST003649,2021-05-08,793.98,Auto Pay,Completed,0
PAY00032028,POL0033362,CUST006590,2024-11-08,41.67,Check,Completed,0
PAY00032029,POL0016943,CUST007642,2023-12-08,59.19,Credit Card,Completed,1
PAY00032030,POL0018484,CUST002046,2024-10-21,2600.0,Credit Card,Completed,1
PAY00032031,POL0012658,CUST003193,2020-09-16,333.33,Credit Card,Completed,0
PAY00032032,POL0045071,CUST014500,2021-11-25,227.36,Bank Transfer,Completed,1
PAY00032033,POL0004219,CUST004372,2025-05-27,1098.51,Check,Completed,0
PAY00032036,POL0029324,CUST001095,2023-09-20,194.3,Credit Card,Failed,1
PAY00032037,POL0024605,CUST014732,2021-12-17,330.89,Credit Card,Completed,0
PAY00032038,POL0045795,CUST001446,2024-01-12,1333.33,Cash,Completed,0
PAY00032039,POL0054765,CUST011918,2023-09-02,67.48,Credit Card,Completed,1
PAY00032040,POL0000471,CUST005360,2024-07-09,75.21,Credit Card,Completed,0
PAY00032041,POL0061328,CUST011288,2023-06-18,133.33,Auto Pay,Completed,0
PAY00032042,POL0040236,CUST012347,2025-07-03,1333.33,Auto Pay,Completed,0
PAY00032043,POL0055636,CUST002115,2025-06-09,505.95,Bank Transfer,Failed,1
PAY00032044,POL0070083,CUST008157,2025-02-19,216.67,Auto Pay,Completed,0
PAY00032045,POL0067051,CUST003512,2024-05-05,68.99,Credit Card,Completed,1
PAY00032046,POL0035716,CUST011793,2021-07-29,100.0,Bank Transfer,Completed,1
PAY00032047,POL0004939,CUST010774,2023-12-24,1333.33,Credit Card,Completed,1
PAY00032049,POL0026773,CUST005007,2025-02-17,64000.0,Bank Transfer,Completed,1
PAY00032050,POL0036353,CUST004690,2025-06-03,266.67,Check,Completed,0
PAY00032051,POL0013990,CUST012012,2023-03-06,100.64,Credit Card,Completed,0
PAY00032052,POL0000731,CUST012469,2025-02-05,102.99,Check,Pending,0
PAY00032053,POL0013040,CUST000650,2024-06-21,369.62,Auto Pay,Completed,1
PAY00032054,POL0049628,CUST007850,2025-01-28,254.14,Credit Card,Failed,1
PAY00032056,POL0010313,CUST012513,2022-06-21,133.39,Credit Card,Completed,1
PAY00032057,POL0062316,CUST004422,2025-07-03,374.9,Credit Card,Completed,0
PAY00032058,POL0021006,CUST006771,2025-07-03,551.52,Credit Card,Failed,0
PAY00032059,POL0013564,CUST002683,2024-01-01,1666.67,Credit Card,Completed,1
PAY00032060,POL0005799,CUST008243,2021-01-14,27.42,Credit Card,Completed,1
PAY00032061,POL0053423,CUST002996,2021-08-17,103.95,Auto Pay,Completed,0
PAY00032062,POL0021582,CUST001458,2024-08-12,135.84,Credit Card,Completed,1
PAY00032063,POL0015914,CUST005645,2020-10-18,333.33,Credit Card,Completed,0
PAY00032064,POL0049023,CUST005713,2024-12-13,100.26,Credit Card,Completed,1
PAY00032065,POL0025792,CUST002586,2024-10-29,66.67,Bank Transfer,Completed,0
PAY00032066,POL0062871,CUST013137,2024-10-25,166.67,Auto Pay,Completed,0
PAY00032068,POL0019657,CUST005419,2021-11-03,294.38,Check,Refunded,0
PAY00032069,POL0024558,CUST002553,2024-12-18,800.0,Cash,Completed,0
PAY00032070,POL0026552,CUST014016,2023-04-03,166.67,Credit Card,Completed,1
PAY00032072,POL0015079,CUST004491,2021-12-31,108.33,Bank Transfer,Failed,1
PAY00032073,POL0047047,CUST014482,2024-05-29,250.0,Check,Completed,0
PAY00032074,POL0042124,CUST003622,2023-10-31,54.24,Check,Completed,0
PAY00032075,POL0071271,CUST010417,2020-06-28,1155.3,Credit Card,Failed,1
PAY00032077,POL0039386,CUST011385,2021-11-24,250.0,Check,Completed,0
PAY00032078,POL0044161,CUST012421,2023-02-23,5333.33,Bank Transfer,Completed,1
PAY00032079,POL0016002,CUST006403,2021-11-29,666.67,Credit Card,Completed,1
PAY00032080,POL0066873,CUST004238,2023-01-16,166.67,Credit Card,Completed,0
PAY00032081,POL0035507,CUST003196,2023-09-16,500.0,Credit Card,Completed,1
PAY00032083,POL0066309,CUST010483,2023-07-03,55.23,Credit Card,Completed,0
PAY00032084,POL0068998,CUST010682,2021-03-06,982.4,Bank Transfer,Completed,1
PAY00032086,POL0072567,CUST004421,2024-12-24,1000.0,Credit Card,Completed,0
PAY00032087,POL0018696,CUST014762,2025-04-05,723.82,Auto Pay,Completed,1
PAY00032088,POL0069089,CUST012926,2022-11-11,127.32,Credit Card,Completed,0
PAY00032089,POL0059288,CUST002503,2024-08-30,1666.67,Credit Card,Completed,0
PAY00032090,POL0006347,CUST000454,2025-03-23,416.67,Auto Pay,Completed,1
PAY00032091,POL0032122,CUST007082,2025-01-08,162.5,Credit Card,Failed,1
PAY00032092,POL0020801,CUST002089,2022-10-02,8000.0,Credit Card,Completed,1
PAY00032094,POL0017889,CUST008257,2025-02-26,245.4,Bank Transfer,Completed,1
PAY00032095,POL0002338,CUST005461,2024-02-02,101.97,Check,Completed,1
PAY00032096,POL0066270,CUST006356,2021-09-09,49.02,Credit Card,Completed,0
PAY00032097,POL0060917,CUST011774,2025-05-22,92.55,Credit Card,Completed,1
PAY00032098,POL0068932,CUST007719,2020-11-28,2666.67,Credit Card,Completed,0
PAY00032099,POL0049786,CUST009720,2023-08-08,267.65,Bank Transfer,Failed,1
PAY00032100,POL0006577,CUST007686,2021-04-11,211.86,Bank Transfer,Failed,1
PAY00032102,POL0055704,CUST011875,2023-02-08,811.26,Credit Card,Completed,1
PAY00032103,POL0026350,CUST001279,2023-09-22,359.75,Auto Pay,Completed,0
PAY00032104,POL0001322,CUST013361,2023-08-04,191.12,Credit Card,Completed,0
PAY00032105,POL0068491,CUST011729,2023-04-23,133.33,Auto Pay,Completed,0
PAY00032106,POL0047486,CUST006819,2021-09-10,121.98,Credit Card,Completed,1
PAY00032107,POL0062548,CUST003830,2021-04-30,270.21,Check,Completed,1
PAY00032108,POL0059319,CUST008235,2023-07-23,241.94,Auto Pay,Completed,0
PAY00032109,POL0014706,CUST003040,2023-04-08,666.67,Bank Transfer,Completed,1
PAY00032111,POL0048492,CUST009998,2021-01-02,1000.0,Credit Card,Completed,0
PAY00032112,POL0013271,CUST009357,2023-04-05,4000.0,Bank Transfer,Failed,1
PAY00032113,POL0018342,CUST003383,2021-01-02,650.0,Credit Card,Completed,0
PAY00032114,POL0025355,CUST008387,2025-07-03,1666.67,Cash,Completed,0
PAY00032115,POL0023444,CUST011940,2020-11-26,250.92,Check,Completed,1
PAY00032116,POL0030327,CUST010790,2025-07-03,166.67,Credit Card,Completed,0
PAY00032117,POL0066995,CUST012725,2023-08-10,2666.67,Bank Transfer,Completed,1
PAY00032118,POL0002415,CUST002129,2025-07-03,333.33,Credit Card,Completed,0
PAY00032119,POL0069428,CUST007423,2023-07-26,1821.07,Bank Transfer,Completed,1
PAY00032120,POL0054179,CUST001636,2021-12-04,855.98,Credit Card,Completed,0
PAY00032121,POL0010758,CUST013762,2021-08-25,500.0,Auto Pay,Completed,0
PAY00032122,POL0012397,CUST000381,2022-07-21,137.77,Bank Transfer,Completed,0
PAY00032123,POL0009260,CUST004767,2023-12-02,143.9,Bank Transfer,Completed,0
PAY00032124,POL0061248,CUST010739,2025-07-03,108.33,Credit Card,Failed,0
