item_id,order_id,product_id,quantity,unit_price,line_total
5610,2943,189,1,259.83,259.83
5611,2944,496,2,198.58,397.16
5612,2945,28,2,490.18,980.36
5613,2945,397,1,486.14,486.14
5614,2946,328,1,101.11,101.11
5615,2946,922,2,26.83,53.66
5616,2947,428,1,399.64,399.64
5617,2948,458,1,362.21,362.21
5618,2949,926,1,361.05,361.05
5619,2949,581,1,466.02,466.02
5620,2949,941,1,18.89,18.89
5621,2950,148,1,38.04,38.04
5622,2951,76,1,290.64,290.64
5623,2952,232,1,200.28,200.28
5624,2952,861,1,334.03,334.03
5625,2953,723,1,190.61,190.61
5626,2954,278,1,403.25,403.25
5627,2954,787,3,448.97,1346.91
5628,2954,982,1,81.99,81.99
5629,2954,887,1,192.17,192.17
5630,2955,522,2,179.78,359.56
5631,2955,994,1,239.09,239.09
5632,2955,250,1,326.54,326.54
5633,2955,388,1,18.28,18.28
5634,2956,509,1,149.11,149.11
5635,2956,858,2,19.99,39.98
5636,2957,533,1,54.12,54.12
5637,2958,258,1,310.83,310.83
5638,2959,398,1,26.13,26.13
5639,2959,236,2,289.17,578.34
5640,2959,889,2,120.42,240.84
5641,2961,293,3,476.01,1428.03
5642,2961,592,1,490.22,490.22
5643,2961,770,2,138.91,277.82
5644,2962,845,1,37.82,37.82
5645,2962,131,1,86.03,86.03
5646,2962,54,1,293.19,293.19
5647,2964,981,1,432.13,432.13
5648,2964,915,1,268.2,268.2
5649,2964,639,1,96.38,96.38
5650,2965,857,2,146.5,293.0
5651,2966,346,1,379.7,379.7
5652,2966,599,1,236.08,236.08
5653,2967,522,2,135.42,270.84
5654,2967,106,1,136.75,136.75
5655,2967,193,1,154.88,154.88
5656,2968,195,1,307.11,307.11
5657,2969,872,1,260.95,260.95
5658,2969,470,3,358.73,1076.19
5659,2969,173,1,399.14,399.14
5660,2969,229,1,56.09,56.09
5661,2970,455,2,455.33,910.66
5662,2970,171,1,120.75,120.75
5663,2971,146,1,377.52,377.52
5664,2971,185,1,407.16,407.16
5665,2971,849,1,161.61,161.61
5666,2972,537,2,373.73,747.46
5667,2972,401,1,138.53,138.53
5668,2973,215,1,22.64,22.64
5669,2973,232,3,158.81,476.43
5670,2973,531,2,30.67,61.34
5671,2974,127,1,55.26,55.26
5672,2974,536,1,268.18,268.18
5673,2975,46,2,156.82,313.64
5674,2975,264,1,367.95,367.95
5675,2976,918,3,395.74,1187.22
5676,2977,341,1,374.35,374.35
5677,2977,375,1,157.02,157.02
5678,2977,992,3,165.81,497.43
5679,2977,309,1,211.8,211.8
5680,2978,638,1,107.03,107.03
5681,2979,6,1,154.26,154.26
5682,2979,848,1,24.88,24.88
5683,2980,451,2,286.31,572.62
5684,2981,513,1,489.16,489.16
5685,2982,137,3,66.04,198.12
5686,2982,357,1,275.41,275.41
5687,2982,414,2,54.37,108.74
5688,2983,300,2,220.82,441.64
5689,2983,21,1,106.8,106.8
5690,2984,420,1,353.34,353.34
5691,2984,560,2,474.67,949.34
5692,2985,922,1,421.66,421.66
5693,2986,616,1,357.44,357.44
5694,2986,580,1,129.14,129.14
5695,2986,902,1,53.61,53.61
5696,2987,743,1,476.93,476.93
5697,2987,409,1,43.91,43.91
5698,2987,77,1,177.24,177.24
5699,2987,879,3,451.58,1354.74
5700,2988,547,3,94.04,282.12
5701,2989,915,2,328.76,657.52
5702,2990,616,1,397.55,397.55
5703,2990,706,3,133.14,399.42
5704,2990,393,1,146.65,146.65
5705,2990,486,1,15.31,15.31
5706,2991,232,1,340.81,340.81
5707,2991,271,2,314.84,629.68
5708,2992,165,2,289.58,579.16
5709,2992,69,2,146.09,292.18
5710,2993,334,1,175.24,175.24
5711,2994,278,2,363.55,727.1
5712,2994,231,2,171.47,342.94
5713,2995,644,1,11.04,11.04
5714,2995,834,1,158.54,158.54
5715,2996,194,1,105.17,105.17
5716,2997,879,1,386.37,386.37
5717,2998,945,1,312.17,312.17
5718,2999,120,1,118.81,118.81
5719,3000,897,1,393.27,393.27
5720,3000,336,1,22.65,22.65
5721,3002,537,1,58.72,58.72
5722,3003,196,2,312.51,625.02
5723,3003,366,1,151.06,151.06
5724,3004,347,1,256.15,256.15
5725,3004,188,2,122.7,245.4
5726,3004,106,1,122.96,122.96
5727,3004,391,3,164.49,493.47
5728,3005,945,3,243.0,729.0
5729,3005,1,2,17.42,34.84
5730,3006,687,4,120.88,483.52
5731,3006,299,1,426.45,426.45
5732,3007,724,1,112.09,112.09
5733,3008,548,1,333.32,333.32
5734,3008,906,1,93.11,93.11
5735,3008,3,1,68.68,68.68
5736,3009,966,2,16.75,33.5
5737,3009,914,2,40.35,80.7
5738,3009,93,1,133.06,133.06
5739,3010,53,1,299.28,299.28
5740,3011,424,1,305.66,305.66
5741,3012,978,1,175.42,175.42
5742,3012,933,1,496.7,496.7
5743,3013,577,2,48.66,97.32
5744,3013,884,1,80.81,80.81
5745,3014,971,1,38.42,38.42
5746,3015,750,1,490.48,490.48
5747,3015,381,1,38.99,38.99
5748,3016,6,1,254.26,254.26
5749,3016,556,3,351.75,1055.25
5750,3016,297,1,221.95,221.95
5751,3017,335,1,398.26,398.26
5752,3017,925,1,400.84,400.84
5753,3018,622,1,100.39,100.39
5754,3019,99,1,262.53,262.53
5755,3020,874,3,22.88,68.64
5756,3021,330,1,387.37,387.37
5757,3021,699,1,16.2,16.2
5758,3022,686,1,190.51,190.51
5759,3022,823,1,468.22,468.22
5760,3023,106,1,326.3,326.3
5761,3023,364,1,357.2,357.2
5762,3024,15,1,289.69,289.69
5763,3024,680,1,343.05,343.05
5764,3024,733,1,455.7,455.7
5765,3025,59,1,350.12,350.12
5766,3025,348,3,47.29,141.87
5767,3025,97,1,65.36,65.36
5768,3026,668,2,307.08,614.16
5769,3026,329,1,293.42,293.42
5770,3027,759,1,155.87,155.87
5771,3028,287,1,195.12,195.12
5772,3029,437,1,379.52,379.52
5773,3029,671,2,27.67,55.34
5774,3029,378,1,407.67,407.67
5775,3030,531,1,176.69,176.69
5776,3031,585,1,269.66,269.66
5777,3031,279,2,361.38,722.76
5778,3032,227,1,405.14,405.14
5779,3032,640,3,291.33,873.99
5780,3033,122,1,222.74,222.74
5781,3033,713,1,492.48,492.48
5782,3034,72,1,289.16,289.16
5783,3035,160,1,301.65,301.65
5784,3036,391,1,277.84,277.84
5785,3036,781,3,359.96,1079.88
5786,3037,807,1,203.88,203.88
5787,3038,929,1,57.53,57.53
5788,3038,522,1,341.1,341.1
5789,3039,71,3,302.42,907.26
5790,3039,449,1,193.97,193.97
5791,3039,677,1,47.04,47.04
5792,3041,767,3,458.25,1374.75
5793,3042,929,2,426.16,852.32
5794,3043,818,1,124.97,124.97
5795,3043,551,1,218.36,218.36
5796,3044,485,1,118.21,118.21
5797,3045,674,3,128.07,384.21
5798,3046,488,1,95.58,95.58
5799,3046,170,3,410.91,1232.73
5800,3047,99,1,338.21,338.21
5801,3048,778,1,175.47,175.47
5802,3049,359,2,291.16,582.32
5803,3049,755,2,448.46,896.92
5804,3049,620,1,19.77,19.77
5805,3050,220,1,357.26,357.26
5806,3051,466,1,419.43,419.43
5807,3052,86,1,177.38,177.38
5808,3053,446,2,348.53,697.06
5809,3053,277,1,493.0,493.0
5810,3053,476,1,478.06,478.06
5811,3054,127,1,330.32,330.32
5812,3054,378,1,239.94,239.94
5813,3055,6,1,304.11,304.11
5814,3055,697,2,385.67,771.34
5815,3056,898,1,437.04,437.04
5816,3056,599,2,54.45,108.9
5817,3056,217,1,459.47,459.47
5818,3056,107,1,421.96,421.96
5819,3057,632,1,141.7,141.7
5820,3058,320,1,20.17,20.17
5821,3058,33,3,316.6,949.8
5822,3058,427,1,195.88,195.88
5823,3059,298,1,213.57,213.57
5824,3059,586,1,170.69,170.69
5825,3060,181,4,173.56,694.24
5826,3060,161,1,376.96,376.96
5827,3060,447,1,119.14,119.14
5828,3061,902,2,197.03,394.06
5829,3061,762,1,380.66,380.66
5830,3062,703,2,359.96,719.92
5831,3063,437,1,318.85,318.85
5832,3064,625,1,59.21,59.21
5833,3065,156,1,462.25,462.25
5834,3065,852,1,104.38,104.38
5835,3065,191,1,49.64,49.64
5836,3065,970,1,463.59,463.59
5837,3066,145,1,134.98,134.98
5838,3067,568,1,452.76,452.76
5839,3067,907,2,405.9,811.8
5840,3067,402,1,393.31,393.31
5841,3068,442,1,280.57,280.57
5842,3068,7,1,400.25,400.25
5843,3068,945,1,439.18,439.18
5844,3068,634,1,312.03,312.03
5845,3068,928,1,407.73,407.73
5846,3069,13,1,456.92,456.92
5847,3069,809,2,296.03,592.06
5848,3070,716,1,238.01,238.01
5849,3071,652,1,490.13,490.13
5850,3072,179,1,149.09,149.09
5851,3072,755,1,483.8,483.8
5852,3073,649,1,449.23,449.23
5853,3073,146,1,180.22,180.22
5854,3074,200,2,279.26,558.52
5855,3076,208,1,33.9,33.9
5856,3076,247,1,264.39,264.39
5857,3076,81,1,368.04,368.04
5858,3076,763,1,400.47,400.47
5859,3077,788,1,229.53,229.53
5860,3077,94,4,113.3,453.2
5861,3077,982,1,385.31,385.31
5862,3078,622,1,369.26,369.26
5863,3079,497,2,390.73,781.46
5864,3079,52,3,242.94,728.82
5865,3079,601,1,124.04,124.04
5866,3080,176,1,93.37,93.37
5867,3080,961,1,103.58,103.58
5868,3081,493,1,201.39,201.39
5869,3082,272,1,170.48,170.48
5870,3082,822,1,441.41,441.41
5871,3082,791,1,488.75,488.75
5872,3083,120,1,177.35,177.35
5873,3084,648,1,49.21,49.21
5874,3084,830,1,323.75,323.75
5875,3085,780,1,263.13,263.13
5876,3086,796,1,347.14,347.14
5877,3088,257,1,487.94,487.94
5878,3089,727,2,128.03,256.06
5879,3090,719,3,415.98,1247.94
5880,3091,20,2,103.28,206.56
5881,3091,128,1,315.35,315.35
5882,3092,26,1,342.8,342.8
5883,3093,1000,1,442.02,442.02
5884,3094,30,1,91.05,91.05
5885,3094,613,1,59.78,59.78
5886,3094,325,1,425.78,425.78
5887,3095,880,4,184.28,737.12
5888,3095,130,1,416.62,416.62
5889,3095,631,1,412.45,412.45
5890,3096,888,1,177.46,177.46
5891,3096,13,1,257.77,257.77
5892,3096,577,4,242.04,968.16
5893,3097,628,1,465.36,465.36
5894,3097,759,1,440.33,440.33
5895,3097,933,1,438.47,438.47
5896,3098,751,2,348.61,697.22
5897,3098,668,2,449.81,899.62
5898,3098,835,1,314.31,314.31
5899,3099,92,2,115.07,230.14
5900,3099,930,2,442.14,884.28
5901,3099,823,2,166.82,333.64
5902,3100,527,2,394.87,789.74
5903,3100,889,1,83.98,83.98
5904,3101,741,1,64.62,64.62
5905,3101,638,1,299.95,299.95
5906,3102,49,2,457.17,914.34
5907,3102,398,1,483.89,483.89
5908,3102,197,3,36.81,110.43
5909,3103,761,1,435.57,435.57
5910,3103,750,1,451.04,451.04
5911,3104,862,1,474.4,474.4
5912,3104,888,1,187.04,187.04
5913,3105,325,1,262.35,262.35
5914,3106,422,1,439.19,439.19
5915,3106,551,1,307.6,307.6
5916,3107,562,1,376.88,376.88
5917,3107,887,1,200.76,200.76
5918,3108,935,1,86.2,86.2
5919,3108,396,1,30.52,30.52
5920,3109,581,1,498.94,498.94
5921,3109,444,1,463.8,463.8
5922,3110,31,1,343.57,343.57
5923,3111,302,2,329.41,658.82
5924,3111,96,1,335.12,335.12
5925,3112,209,3,272.97,818.91
5926,3112,30,1,482.4,482.4
5927,3112,299,1,153.45,153.45
5928,3112,854,1,387.93,387.93
5929,3113,278,2,40.18,80.36
5930,3113,492,1,415.85,415.85
5931,3114,147,1,362.57,362.57
5932,3115,301,1,353.04,353.04
5933,3115,527,1,455.35,455.35
5934,3115,834,4,10.41,41.64
5935,3116,674,1,363.19,363.19
5936,3116,920,1,352.57,352.57
5937,3116,740,1,307.6,307.6
5938,3116,712,3,310.55,931.65
5939,3117,566,1,44.76,44.76
5940,3117,368,2,298.22,596.44
5941,3117,983,1,424.26,424.26
5942,3117,943,1,351.18,351.18
5943,3118,7,1,336.68,336.68
5944,3119,235,1,98.11,98.11
5945,3119,532,1,461.84,461.84
5946,3119,527,1,118.34,118.34
5947,3119,533,1,260.98,260.98
5948,3120,666,1,374.61,374.61
5949,3120,435,1,405.03,405.03
5950,3120,280,1,379.68,379.68
5951,3121,929,2,23.93,47.86
5952,3121,190,1,54.79,54.79
5953,3122,539,2,491.25,982.5
5954,3122,103,2,301.73,603.46
5955,3122,828,3,121.23,363.69
5956,3123,466,1,112.76,112.76
5957,3123,103,1,55.52,55.52
5958,3123,762,3,311.3,933.9
5959,3124,72,2,311.42,622.84
5960,3124,73,1,474.18,474.18
5961,3124,898,1,209.57,209.57
5962,3124,453,3,281.19,843.57
5963,3124,838,1,416.76,416.76
5964,3126,709,2,186.49,372.98
5965,3126,637,1,236.14,236.14
5966,3127,40,1,391.33,391.33
5967,3127,147,1,372.54,372.54
5968,3127,757,1,329.18,329.18
5969,3128,72,2,221.51,443.02
5970,3128,128,1,489.22,489.22
5971,3128,981,1,364.42,364.42
5972,3129,574,1,382.14,382.14
5973,3130,17,1,424.97,424.97
5974,3130,802,1,87.96,87.96
5975,3131,258,1,58.34,58.34
5976,3131,81,1,19.19,19.19
5977,3132,400,2,178.07,356.14
5978,3132,541,4,204.47,817.88
5979,3132,358,2,273.95,547.9
5980,3133,774,1,137.32,137.32
5981,3134,369,2,339.42,678.84
5982,3134,351,1,117.07,117.07
5983,3134,550,2,54.01,108.02
5984,3134,975,1,374.73,374.73
5985,3134,475,2,401.78,803.56
5986,3135,454,1,394.86,394.86
5987,3135,363,2,33.79,67.58
5988,3135,696,1,158.95,158.95
5989,3136,966,1,166.43,166.43
5990,3137,690,1,84.44,84.44
5991,3137,54,4,338.95,1355.8
5992,3138,192,1,249.02,249.02
5993,3138,528,3,64.26,192.78
5994,3138,556,2,293.81,587.62
5995,3138,831,2,332.91,665.82
5996,3140,580,1,123.6,123.6
5997,3141,74,1,333.11,333.11
5998,3142,624,1,438.53,438.53
5999,3142,221,2,38.7,77.4
6000,3142,820,1,118.74,118.74
6001,3143,418,1,81.06,81.06
6002,3143,151,4,141.17,564.68
6003,3143,833,1,150.74,150.74
6004,3143,813,1,61.4,61.4
6005,3144,539,1,403.76,403.76
6006,3144,935,1,488.28,488.28
6007,3145,175,1,29.28,29.28
6008,3146,47,1,221.78,221.78
6009,3147,693,1,456.93,456.93
6010,3147,490,1,160.3,160.3
6011,3147,993,2,11.17,22.34
6012,3148,389,1,274.58,274.58
6013,3149,700,1,259.43,259.43
6014,3149,176,1,178.66,178.66
6015,3149,251,1,205.06,205.06
6016,3150,376,1,499.8,499.8
6017,3151,401,1,307.48,307.48
6018,3151,226,1,432.17,432.17
6019,3151,838,1,254.62,254.62
6020,3152,720,1,269.99,269.99
6021,3152,724,1,185.42,185.42
6022,3152,418,3,241.89,725.67
6023,3153,640,1,323.74,323.74
6024,3154,559,1,103.25,103.25
6025,3154,770,1,147.33,147.33
6026,3154,106,1,41.51,41.51
6027,3155,733,1,367.55,367.55
6028,3156,749,1,334.61,334.61
6029,3156,556,1,271.71,271.71
6030,3156,575,1,185.21,185.21
6031,3157,128,1,270.76,270.76
6032,3157,355,1,457.75,457.75
6033,3157,712,1,410.83,410.83
6034,3159,487,1,197.89,197.89
6035,3159,66,1,109.02,109.02
6036,3159,47,2,482.67,965.34
6037,3162,208,1,223.62,223.62
6038,3163,647,2,144.85,289.7
6039,3163,657,4,305.56,1222.24
6040,3163,25,1,51.1,51.1
6041,3163,449,1,396.32,396.32
6042,3164,748,1,452.58,452.58
6043,3164,577,1,305.55,305.55
6044,3164,797,1,255.14,255.14
6045,3165,638,1,217.22,217.22
6046,3166,874,1,143.28,143.28
6047,3166,349,1,69.99,69.99
6048,3166,295,3,154.82,464.46
6049,3167,540,2,200.72,401.44
6050,3167,919,1,392.93,392.93
6051,3168,448,1,45.26,45.26
6052,3168,958,1,353.42,353.42
6053,3169,799,1,169.07,169.07
6054,3169,114,1,123.54,123.54
6055,3169,149,1,39.22,39.22
6056,3169,418,1,85.67,85.67
6057,3169,414,2,468.78,937.56
6058,3170,4,1,342.99,342.99
6059,3171,895,1,453.66,453.66
6060,3171,322,1,343.48,343.48
6061,3172,804,2,384.63,769.26
6062,3172,115,2,289.11,578.22
6063,3173,969,1,66.04,66.04
6064,3174,460,4,422.23,1688.92
6065,3175,92,1,77.01,77.01
6066,3175,452,1,164.78,164.78
6067,3176,917,3,262.1,786.3
6068,3177,284,2,81.21,162.42
6069,3178,270,1,453.13,453.13
6070,3178,462,2,167.98,335.96
6071,3179,914,1,449.27,449.27
6072,3179,6,1,60.94,60.94
6073,3179,934,1,265.27,265.27
6074,3180,640,4,193.9,775.6
6075,3180,523,1,320.55,320.55
6076,3180,682,1,27.54,27.54
6077,3181,799,1,333.15,333.15
6078,3182,321,2,310.84,621.68
6079,3183,227,2,147.01,294.02
6080,3183,692,2,59.7,119.4
6081,3184,707,1,252.76,252.76
6082,3184,853,1,216.32,216.32
6083,3184,535,2,426.86,853.72
6084,3185,297,1,55.52,55.52
6085,3185,895,1,198.22,198.22
6086,3185,352,1,245.45,245.45
6087,3185,1,1,240.85,240.85
6088,3186,589,2,18.22,36.44
6089,3186,220,1,96.99,96.99
6090,3187,594,1,457.11,457.11
6091,3187,201,2,174.11,348.22
6092,3187,377,1,483.68,483.68
6093,3188,53,1,139.62,139.62
6094,3188,58,1,446.17,446.17
6095,3189,839,2,203.55,407.1
6096,3189,857,1,158.42,158.42
6097,3190,801,1,149.03,149.03
6098,3190,659,3,495.83,1487.49
6099,3190,274,1,250.13,250.13
6100,3191,122,1,409.62,409.62
6101,3193,644,1,357.87,357.87
6102,3194,803,1,308.89,308.89
6103,3194,72,2,115.85,231.7
6104,3194,15,1,462.38,462.38
6105,3195,708,1,193.74,193.74
6106,3195,364,1,120.89,120.89
6107,3195,257,1,363.9,363.9
6108,3196,207,1,426.43,426.43
6109,3196,540,1,357.2,357.2
6110,3197,434,3,417.89,1253.67
6111,3197,368,1,265.74,265.74
6112,3197,243,1,308.02,308.02
6113,3198,566,1,227.49,227.49
6114,3198,958,1,82.19,82.19
6115,3199,252,1,240.82,240.82
6116,3199,445,1,278.55,278.55
6117,3200,920,2,236.52,473.04
6118,3200,758,1,68.86,68.86
6119,3201,962,1,200.82,200.82
6120,3201,671,4,268.9,1075.6
6121,3201,809,1,470.74,470.74
6122,3202,828,1,58.4,58.4
6123,3202,490,1,437.01,437.01
6124,3202,908,3,387.58,1162.74
6125,3203,704,1,368.04,368.04
6126,3203,296,1,244.33,244.33
6127,3204,69,1,87.04,87.04
6128,3204,819,1,347.57,347.57
6129,3204,564,3,372.71,1118.13
6130,3205,175,1,92.78,92.78
6131,3206,814,2,454.82,909.64
6132,3206,173,2,116.33,232.66
6133,3207,380,2,342.05,684.1
6134,3208,736,2,499.96,999.92
6135,3208,237,1,414.03,414.03
6136,3208,958,3,322.27,966.81
6137,3209,178,1,306.37,306.37
6138,3209,92,1,264.93,264.93
6139,3210,142,1,148.58,148.58
6140,3211,524,1,186.12,186.12
6141,3211,984,2,209.03,418.06
6142,3211,296,1,175.25,175.25
6143,3213,546,1,432.97,432.97
6144,3213,588,1,177.7,177.7
6145,3214,203,2,490.77,981.54
6146,3215,441,1,61.28,61.28
6147,3216,415,1,493.74,493.74
6148,3217,623,2,273.48,546.96
6149,3219,339,1,347.83,347.83
6150,3219,800,1,44.27,44.27
6151,3220,780,2,370.05,740.1
6152,3222,183,1,387.51,387.51
6153,3222,57,1,34.12,34.12
6154,3223,5,2,374.1,748.2
6155,3223,543,1,309.36,309.36
6156,3224,723,1,165.42,165.42
6157,3224,937,1,498.94,498.94
6158,3224,265,1,182.22,182.22
6159,3224,160,2,208.19,416.38
6160,3225,545,2,328.09,656.18
6161,3225,371,2,213.55,427.1
6162,3225,683,1,149.95,149.95
6163,3226,332,1,355.23,355.23
6164,3226,926,1,216.49,216.49
6165,3226,534,1,103.18,103.18
6166,3227,608,1,109.15,109.15
6167,3227,619,1,83.17,83.17
6168,3228,752,1,496.48,496.48
6169,3230,723,1,153.19,153.19
6170,3231,681,1,132.59,132.59
6171,3232,602,1,51.43,51.43
6172,3233,802,1,158.28,158.28
6173,3233,105,2,493.81,987.62
6174,3234,192,2,13.88,27.76
6175,3234,224,1,417.09,417.09
6176,3235,127,3,246.22,738.66
6177,3235,552,1,388.56,388.56
6178,3236,822,2,133.72,267.44
6179,3237,552,1,112.07,112.07
6180,3238,838,1,71.44,71.44
6181,3239,694,2,199.36,398.72
6182,3239,341,1,362.62,362.62
6183,3239,901,1,241.28,241.28
6184,3239,718,1,98.7,98.7
6185,3240,697,2,340.86,681.72
6186,3240,689,1,177.95,177.95
6187,3240,703,1,307.52,307.52
6188,3241,238,1,290.25,290.25
6189,3242,720,1,460.63,460.63
6190,3242,207,2,343.28,686.56
6191,3243,126,1,368.12,368.12
6192,3244,349,1,181.37,181.37
6193,3244,64,1,176.27,176.27
6194,3245,209,1,310.69,310.69
6195,3245,144,1,479.82,479.82
6196,3246,424,2,264.16,528.32
6197,3247,865,1,261.53,261.53
6198,3247,187,1,225.37,225.37
6199,3248,544,1,212.53,212.53
6200,3249,118,1,109.15,109.15
6201,3250,67,1,387.87,387.87
6202,3250,548,1,486.44,486.44
6203,3250,448,2,193.77,387.54
6204,3250,581,1,141.68,141.68
6205,3250,6,1,411.22,411.22
6206,3251,943,1,90.68,90.68
6207,3251,736,2,451.66,903.32
6208,3251,695,1,323.28,323.28
6209,3251,988,1,27.52,27.52
6210,3252,564,1,486.28,486.28
6211,3252,67,1,113.51,113.51
6212,3253,401,1,174.55,174.55
6213,3255,530,1,69.88,69.88
6214,3255,81,2,164.68,329.36
6215,3255,428,1,303.9,303.9
6216,3256,976,1,200.85,200.85
6217,3257,318,1,394.19,394.19
6218,3257,734,1,195.19,195.19
6219,3257,522,1,377.96,377.96
6220,3258,270,1,260.98,260.98
6221,3258,302,1,160.89,160.89
6222,3259,517,1,237.02,237.02
6223,3260,250,3,336.14,1008.42
6224,3261,919,1,244.32,244.32
6225,3262,208,1,86.83,86.83
6226,3262,168,3,118.25,354.75
6227,3262,210,1,207.68,207.68
6228,3262,671,1,57.15,57.15
6229,3263,369,3,155.25,465.75
6230,3263,99,1,59.66,59.66
6231,3264,526,1,260.64,260.64
6232,3265,47,1,85.41,85.41
6233,3265,428,1,390.43,390.43
6234,3266,775,2,454.78,909.56
6235,3266,253,1,79.27,79.27
6236,3267,597,4,11.49,45.96
6237,3268,280,2,214.11,428.22
6238,3269,875,2,212.32,424.64
6239,3270,971,1,41.83,41.83
6240,3270,671,1,178.56,178.56
6241,3271,374,1,432.57,432.57
6242,3271,43,2,430.0,860.0
6243,3272,302,1,76.24,76.24
6244,3273,436,1,11.15,11.15
6245,3273,723,1,445.11,445.11
6246,3274,734,1,182.39,182.39
6247,3275,768,1,43.32,43.32
6248,3276,837,2,20.12,40.24
6249,3276,434,1,51.95,51.95
6250,3276,782,2,461.65,923.3
6251,3279,672,1,135.42,135.42
6252,3280,822,2,349.59,699.18
6253,3281,30,1,249.18,249.18
6254,3282,728,3,411.64,1234.92
6255,3282,252,1,139.55,139.55
6256,3282,297,1,12.05,12.05
6257,3282,48,4,91.26,365.04
6258,3283,553,1,474.53,474.53
6259,3284,546,1,120.01,120.01
6260,3284,577,1,113.88,113.88
6261,3284,44,1,40.15,40.15
6262,3285,400,3,26.74,80.22
6263,3285,14,1,146.55,146.55
6264,3286,82,1,318.71,318.71
6265,3286,204,1,389.27,389.27
6266,3287,685,1,445.53,445.53
6267,3288,513,1,213.92,213.92
6268,3289,287,1,409.79,409.79
6269,3289,171,1,419.45,419.45
6270,3290,378,1,353.48,353.48
6271,3290,638,1,178.53,178.53
6272,3290,727,1,395.96,395.96
6273,3292,115,1,393.58,393.58
6274,3292,332,2,442.03,884.06
6275,3293,178,1,195.58,195.58
6276,3294,212,1,140.48,140.48
6277,3295,77,2,78.65,157.3
6278,3295,759,1,162.37,162.37
6279,3295,263,1,292.66,292.66
6280,3296,113,1,81.25,81.25
6281,3297,909,2,274.31,548.62
6282,3298,920,1,66.86,66.86
6283,3299,408,2,20.5,41.0
6284,3299,872,2,406.43,812.86
6285,3299,616,1,168.38,168.38
6286,3299,28,1,18.84,18.84
6287,3299,38,1,31.54,31.54
6288,3300,536,1,113.11,113.11
6289,3301,842,1,279.88,279.88
6290,3301,547,1,28.84,28.84
6291,3301,109,1,171.59,171.59
6292,3302,63,2,245.64,491.28
6293,3303,989,1,114.59,114.59
6294,3304,550,1,99.32,99.32
6295,3305,303,1,22.56,22.56
6296,3306,12,1,114.91,114.91
6297,3306,532,2,493.52,987.04
6298,3306,272,3,35.66,106.98
6299,3307,635,1,57.61,57.61
6300,3308,672,1,423.1,423.1
6301,3308,827,1,193.05,193.05
6302,3308,703,2,234.36,468.72
6303,3309,331,1,24.46,24.46
6304,3309,684,1,149.41,149.41
6305,3310,572,1,483.82,483.82
6306,3310,694,1,84.16,84.16
6307,3310,504,1,158.61,158.61
6308,3311,993,1,64.0,64.0
6309,3311,859,1,96.39,96.39
6310,3312,638,1,375.26,375.26
6311,3313,788,1,200.55,200.55
6312,3314,120,1,264.45,264.45
6313,3314,614,1,137.26,137.26
6314,3315,816,1,459.75,459.75
6315,3315,414,1,414.76,414.76
6316,3316,932,3,305.18,915.54
6317,3316,31,1,315.57,315.57
6318,3317,266,1,102.7,102.7
6319,3317,517,1,134.96,134.96
6320,3317,941,1,455.04,455.04
6321,3317,43,1,192.92,192.92
6322,3317,418,1,470.44,470.44
6323,3319,849,1,125.15,125.15
6324,3319,492,1,154.03,154.03
6325,3319,307,1,260.54,260.54
6326,3320,617,4,200.79,803.16
6327,3321,47,1,415.35,415.35
6328,3322,75,1,244.04,244.04
6329,3322,596,1,75.9,75.9
6330,3322,211,1,436.25,436.25
6331,3322,816,2,90.76,181.52
6332,3323,192,1,442.99,442.99
6333,3323,930,1,29.1,29.1
6334,3323,910,1,51.13,51.13
6335,3324,239,1,274.09,274.09
6336,3324,927,2,206.87,413.74
6337,3324,173,4,282.72,1130.88
6338,3325,4,2,172.77,345.54
6339,3326,650,1,37.06,37.06
6340,3326,72,1,110.75,110.75
6341,3326,105,1,123.99,123.99
6342,3327,426,3,175.03,525.09
6343,3327,809,1,477.85,477.85
6344,3328,414,1,395.83,395.83
6345,3328,479,1,336.27,336.27
6346,3328,655,1,478.08,478.08
6347,3329,831,1,302.87,302.87
6348,3330,986,1,302.99,302.99
6349,3330,91,1,284.9,284.9
6350,3331,57,1,480.56,480.56
6351,3331,518,1,350.53,350.53
6352,3331,67,1,85.51,85.51
6353,3331,12,1,467.28,467.28
6354,3332,122,1,107.0,107.0
6355,3332,955,1,286.5,286.5
6356,3333,851,1,214.64,214.64
6357,3333,643,1,318.55,318.55
6358,3333,63,1,432.46,432.46
6359,3334,124,4,212.56,850.24
6360,3335,308,2,304.78,609.56
6361,3335,802,1,455.93,455.93
6362,3335,87,1,285.41,285.41
6363,3336,590,3,234.4,703.2
6364,3336,800,1,413.89,413.89
6365,3336,820,1,208.98,208.98
6366,3337,795,3,364.27,1092.81
6367,3337,222,1,59.39,59.39
6368,3337,279,1,237.0,237.0
6369,3339,202,2,330.66,661.32
6370,3339,290,1,201.15,201.15
6371,3340,160,1,269.82,269.82
6372,3340,330,1,27.89,27.89
6373,3340,831,3,434.01,1302.03
6374,3340,658,1,227.93,227.93
6375,3341,855,1,150.02,150.02
6376,3341,233,1,265.69,265.69
6377,3341,278,1,85.58,85.58
6378,3341,651,1,450.48,450.48
6379,3342,608,1,212.37,212.37
6380,3343,837,1,158.54,158.54
6381,3343,458,2,315.54,631.08
6382,3343,611,2,217.46,434.92
6383,3344,316,1,55.42,55.42
6384,3344,421,1,22.38,22.38
