transaction_id,customer_id,product_id,product_category,purchase_amount,purchase_date,channel,discount_used
TXN_00003257,CUST_003554,PROD_0324,Beauty & Health,67.68,2024-09-03,In-Store,0
TXN_00003258,CUST_002822,PROD_0300,Automotive,661.91,2024-06-26,In-Store,0
TXN_00003259,CUST_001989,PROD_0195,Home & Garden,87.92,2024-09-29,Online,0
TXN_00003260,CUST_009910,PROD_0172,Home & Garden,121.96,2025-06-29,Mobile App,0
TXN_00003261,CUST_008023,PROD_0335,Beauty & Health,20.54,2025-03-14,Mobile App,0
TXN_00003262,CUST_002525,PROD_0431,Toys & Games,174.76,2025-03-19,Mobile App,0
TXN_00003263,CUST_003932,PROD_0119,Sports & Outdoors,140.59,2024-12-28,Online,1
TXN_00003264,CUST_006251,PROD_0484,Jewelry & Accessories,47.9,2024-04-10,In-Store,1
TXN_00003265,CUST_005392,PROD_0162,Beauty & Health,97.53,2025-05-11,Online,0
TXN_00003266,CUST_003325,PROD_0419,Books & Media,35.07,2025-03-09,Mobile App,1
TXN_00003267,CUST_005509,PROD_0274,Clothing,49.43,2025-04-05,In-Store,1
TXN_00003268,CUST_005749,PROD_0353,Books & Media,154.54,2024-03-12,In-Store,0
TXN_00003269,CUST_004324,PROD_0326,Toys & Games,89.77,2024-09-16,Online,0
TXN_00003270,CUST_000346,PROD_0053,Food & Beverages,205.03,2023-11-20,Mobile App,0
TXN_00003271,CUST_004168,PROD_0452,Home & Garden,133.13,2024-07-10,In-Store,0
TXN_00003272,CUST_000483,PROD_0216,Clothing,198.0,2024-05-01,Mobile App,0
TXN_00003273,CUST_009094,PROD_0365,Beauty & Health,139.9,2023-12-06,Online,0
TXN_00003274,CUST_001380,PROD_0240,Books & Media,-64.36,2025-06-29,Mobile App,0
TXN_00003275,CUST_007253,PROD_0290,Sports & Outdoors,277.92,2024-10-11,Mobile App,1
TXN_00003276,CUST_009318,PROD_0049,Sports & Outdoors,171.1,2023-07-19,Online,1
TXN_00003277,CUST_003545,PROD_0151,Beauty & Health,11.78,2025-03-06,Mobile App,1
TXN_00003278,CUST_001270,PROD_0380,Electronics,781.37,2025-06-22,In-Store,0
TXN_00003279,CUST_008610,PROD_0381,Electronics,521.32,2025-02-09,Mobile App,1
TXN_00003280,CUST_009348,PROD_0089,Home & Garden,25.84,2024-03-29,In-Store,0
TXN_00003281,CUST_005576,PROD_0243,Toys & Games,19.78,2024-02-04,In-Store,0
TXN_00003282,CUST_006215,PROD_0142,Food & Beverages,326.0,2025-03-08,Mobile App,0
TXN_00003283,CUST_006751,PROD_0099,Electronics,1037.18,2025-02-23,Mobile App,1
TXN_00003284,CUST_003962,PROD_0120,Books & Media,225.96,2023-12-13,Online,0
TXN_00003285,CUST_003587,PROD_0309,Jewelry & Accessories,297.48,2024-12-20,Mobile App,0
TXN_00003286,CUST_002891,PROD_0055,Sports & Outdoors,192.01,2025-03-06,In-Store,0
TXN_00003287,CUST_002423,PROD_0324,Beauty & Health,44.73,2024-03-18,Phone,1
TXN_00003288,CUST_002899,PROD_0261,Food & Beverages,172.95,2025-05-08,In-Store,0
TXN_00003289,CUST_002831,PROD_0441,Food & Beverages,89.96,2025-01-19,Mobile App,1
TXN_00003290,CUST_000738,PROD_0176,Food & Beverages,89.01,2023-10-19,Online,0
TXN_00003291,CUST_007145,PROD_0209,Food & Beverages,-219.76,2024-11-19,Online,0
TXN_00003292,CUST_004690,PROD_0044,Electronics,589.22,2025-03-09,In-Store,0
TXN_00003293,CUST_002845,PROD_0337,Home & Garden,55.52,2024-11-03,In-Store,0
TXN_00003294,CUST_007448,PROD_0346,Jewelry & Accessories,343.84,2025-05-01,Mobile App,0
TXN_00003295,CUST_002325,PROD_0388,Home & Garden,311.31,2023-12-05,Online,0
TXN_00003296,CUST_005042,PROD_0175,Automotive,694.26,2024-04-05,Mobile App,0
TXN_00003297,CUST_003498,PROD_0383,Jewelry & Accessories,351.29,2024-08-14,In-Store,0
TXN_00003298,CUST_002827,PROD_0375,Electronics,149.47,2025-01-25,Mobile App,1
TXN_00003299,CUST_001789,PROD_0166,Beauty & Health,92.41,2025-04-03,Online,1
TXN_00003300,CUST_003691,PROD_0393,Home & Garden,175.31,2025-05-05,In-Store,0
TXN_00003301,CUST_001305,PROD_0011,Clothing,83.97,2025-03-01,Online,0
TXN_00003302,CUST_004784,PROD_0257,Electronics,2240.39,2024-01-03,Mobile App,0
TXN_00003303,CUST_009052,PROD_0412,Beauty & Health,-107.98,2023-11-28,In-Store,1
TXN_00003304,CUST_005451,PROD_0113,Automotive,107.14,2024-09-16,Online,0
TXN_00003305,CUST_005936,PROD_0439,Beauty & Health,245.9,2024-07-16,Online,0
TXN_00003306,CUST_005275,PROD_0274,Clothing,78.6,2024-01-04,In-Store,1
TXN_00003307,CUST_000557,PROD_0359,Clothing,191.68,2023-08-18,Mobile App,0
TXN_00003308,CUST_003442,PROD_0441,Food & Beverages,77.24,2024-04-27,In-Store,0
TXN_00003309,CUST_003133,PROD_0094,Home & Garden,273.01,2024-10-13,In-Store,0
TXN_00003310,CUST_003622,PROD_0376,Books & Media,58.64,2025-01-31,Mobile App,0
TXN_00003311,CUST_007345,PROD_0266,Food & Beverages,89.42,2024-12-15,Mobile App,1
TXN_00003312,CUST_006978,PROD_0214,Beauty & Health,36.95,2023-08-31,Online,1
TXN_00003313,CUST_007838,PROD_0092,Home & Garden,-76.47,2025-03-30,Online,0
TXN_00003314,CUST_001133,PROD_0174,Beauty & Health,148.61,2023-08-29,Online,0
TXN_00003315,CUST_002389,PROD_0233,Electronics,281.76,2025-05-06,Mobile App,1
TXN_00003316,CUST_006404,PROD_0221,Toys & Games,-115.92,2025-05-29,Online,1
TXN_00003317,CUST_009955,PROD_0208,Jewelry & Accessories,460.72,2024-08-10,Phone,0
TXN_00003318,CUST_005131,PROD_0328,Toys & Games,37.39,2023-11-19,Online,0
TXN_00003319,CUST_002797,PROD_0160,Home & Garden,105.59,2024-10-04,Mobile App,0
TXN_00003320,CUST_008192,PROD_0424,Electronics,761.61,2024-01-30,Mobile App,1
TXN_00003321,CUST_004752,PROD_0403,Toys & Games,121.35,2023-12-31,Phone,0
TXN_00003322,CUST_003547,PROD_0036,Jewelry & Accessories,534.68,2025-04-10,In-Store,0
TXN_00003323,CUST_001006,PROD_0457,Automotive,1261.22,2025-02-10,Mobile App,0
TXN_00003324,CUST_002340,PROD_0040,Books & Media,72.17,2024-07-07,Online,1
TXN_00003325,CUST_007980,PROD_0042,Beauty & Health,-25.85,2023-10-12,Online,0
TXN_00003326,CUST_008393,PROD_0461,Jewelry & Accessories,179.37,2024-06-16,In-Store,1
TXN_00003327,CUST_007344,PROD_0486,Home & Garden,59.42,2024-03-11,In-Store,0
TXN_00003328,CUST_007400,PROD_0023,Clothing,57.72,2025-04-12,In-Store,0
TXN_00003329,CUST_005318,PROD_0230,Automotive,3094.55,2024-04-10,Online,0
TXN_00003330,CUST_009481,PROD_0117,Jewelry & Accessories,269.17,2024-11-21,Online,0
TXN_00003331,CUST_007346,PROD_0092,Home & Garden,82.23,2025-03-31,In-Store,0
TXN_00003332,CUST_009278,PROD_0294,Jewelry & Accessories,-255.21,2024-04-12,In-Store,0
TXN_00003333,CUST_006080,PROD_0294,Jewelry & Accessories,205.28,2025-03-12,Mobile App,1
TXN_00003334,CUST_005332,PROD_0392,Electronics,921.61,2025-02-12,Online,0
TXN_00003335,CUST_005065,PROD_0315,Books & Media,24.41,2025-03-02,Mobile App,0
TXN_00003336,CUST_007630,PROD_0270,Books & Media,-103.59,2024-12-30,Mobile App,0
TXN_00003337,CUST_002584,PROD_0132,Automotive,614.7,2025-05-25,In-Store,0
TXN_00003338,CUST_006307,PROD_0011,Clothing,122.9,2024-01-05,In-Store,0
TXN_00003339,CUST_005071,PROD_0457,Automotive,1571.92,2025-04-16,Online,0
TXN_00003340,CUST_007910,PROD_0483,Electronics,161.53,2024-06-08,Online,0
TXN_00003341,CUST_007218,PROD_0493,Jewelry & Accessories,294.0,2025-06-12,Online,0
TXN_00003342,CUST_000617,PROD_0485,Books & Media,73.72,2025-01-27,In-Store,0
TXN_00003343,CUST_005460,PROD_0155,Toys & Games,56.03,2024-07-11,Online,0
TXN_00003344,CUST_002722,PROD_0088,Home & Garden,25.12,2024-01-18,Online,0
TXN_00003345,CUST_004332,PROD_0310,Home & Garden,97.41,2025-06-20,Online,1
TXN_00003346,CUST_005070,PROD_0095,Toys & Games,119.05,2025-05-09,In-Store,0
TXN_00003347,CUST_008800,PROD_0163,Home & Garden,160.46,2024-05-04,Online,0
TXN_00003348,CUST_004797,PROD_0029,Clothing,256.23,2025-04-19,Online,0
TXN_00003349,CUST_001038,PROD_0355,Electronics,1387.51,2023-09-18,Online,1
TXN_00003350,CUST_003248,PROD_0347,Food & Beverages,224.01,2023-11-13,Online,1
TXN_00003351,CUST_009145,PROD_0362,Food & Beverages,71.05,2025-06-04,Online,0
TXN_00003352,CUST_000408,PROD_0062,Automotive,-116.57,2024-08-31,In-Store,0
TXN_00003353,CUST_007131,PROD_0237,Home & Garden,135.85,2025-06-19,Mobile App,0
TXN_00003354,CUST_004090,PROD_0038,Home & Garden,37.21,2025-02-23,Online,0
TXN_00003355,CUST_000508,PROD_0080,Sports & Outdoors,182.26,2025-05-22,In-Store,0
TXN_00003356,CUST_002550,PROD_0048,Food & Beverages,-28.15,2025-01-12,Online,0
TXN_00003357,CUST_002076,PROD_0250,Home & Garden,275.51,2025-01-13,Online,1
TXN_00003358,CUST_005226,PROD_0144,Food & Beverages,50.48,2025-04-22,Mobile App,1
TXN_00003359,CUST_006610,PROD_0467,Automotive,1032.94,2024-10-27,In-Store,0
TXN_00003360,CUST_003291,PROD_0280,Home & Garden,15.42,2023-12-01,Online,0
TXN_00003361,CUST_002766,PROD_0487,Clothing,227.79,2023-12-18,Mobile App,0
TXN_00003362,CUST_004777,PROD_0033,Toys & Games,28.21,2025-03-01,Online,0
TXN_00003363,CUST_007835,PROD_0257,Electronics,-1511.04,2025-04-22,Phone,0
TXN_00003364,CUST_007247,PROD_0261,Food & Beverages,111.11,2024-01-17,Phone,1
TXN_00003365,CUST_005862,PROD_0428,Books & Media,158.28,2024-04-04,Mobile App,0
TXN_00003366,CUST_006932,PROD_0274,Clothing,97.22,2025-05-15,Mobile App,0
TXN_00003367,CUST_005549,PROD_0050,Electronics,92.33,2025-06-15,In-Store,0
TXN_00003368,CUST_006873,PROD_0174,Beauty & Health,162.01,2025-02-13,Mobile App,1
TXN_00003369,CUST_003588,PROD_0371,Books & Media,92.81,2024-11-09,Online,0
TXN_00003370,CUST_008965,PROD_0079,Books & Media,-51.22,2025-06-09,Mobile App,0
TXN_00003371,CUST_002613,PROD_0383,Jewelry & Accessories,212.31,2025-05-17,Mobile App,0
TXN_00003372,CUST_004850,PROD_0308,Food & Beverages,25.9,2024-10-06,Mobile App,0
TXN_00003373,CUST_004910,PROD_0301,Electronics,517.65,2024-07-06,In-Store,0
TXN_00003374,CUST_008533,PROD_0228,Electronics,835.48,2024-03-23,Online,0
TXN_00003375,CUST_002631,PROD_0150,Toys & Games,38.63,2025-06-09,In-Store,0
TXN_00003376,CUST_006896,PROD_0044,Electronics,1234.21,2025-04-08,In-Store,0
TXN_00003377,CUST_001714,PROD_0329,Books & Media,83.08,2024-03-02,In-Store,0
TXN_00003378,CUST_005148,PROD_0015,Jewelry & Accessories,187.63,2024-07-25,Online,0
TXN_00003379,CUST_005365,PROD_0312,Jewelry & Accessories,156.84,2024-09-12,In-Store,0
TXN_00003380,CUST_003454,PROD_0383,Jewelry & Accessories,274.34,2024-11-18,Online,0
TXN_00003381,CUST_001240,PROD_0441,Food & Beverages,131.66,2025-03-11,In-Store,1
TXN_00003382,CUST_005016,PROD_0205,Toys & Games,51.26,2025-05-26,Online,1
TXN_00003383,CUST_004896,PROD_0203,Electronics,1186.16,2025-02-24,Mobile App,1
TXN_00003384,CUST_003528,PROD_0405,Automotive,-38.85,2025-04-05,Mobile App,0
TXN_00003385,CUST_009302,PROD_0249,Clothing,261.97,2025-04-06,Online,1
TXN_00003386,CUST_005106,PROD_0055,Sports & Outdoors,214.15,2024-06-15,Online,0
TXN_00003387,CUST_009431,PROD_0432,Beauty & Health,89.39,2023-09-18,Online,0
TXN_00003388,CUST_003773,PROD_0261,Food & Beverages,-185.92,2024-01-23,Mobile App,0
TXN_00003389,CUST_001122,PROD_0078,Home & Garden,108.96,2024-05-31,Mobile App,0
TXN_00003390,CUST_002903,PROD_0382,Clothing,-40.82,2024-09-21,Online,1
TXN_00003391,CUST_002043,PROD_0440,Beauty & Health,293.29,2024-03-05,Mobile App,0
TXN_00003392,CUST_009234,PROD_0187,Clothing,337.58,2024-04-12,Online,0
TXN_00003393,CUST_007441,PROD_0069,Home & Garden,68.79,2024-06-29,Mobile App,1
TXN_00003394,CUST_008690,PROD_0054,Home & Garden,53.39,2024-07-22,Online,1
TXN_00003395,CUST_009747,PROD_0119,Sports & Outdoors,101.53,2023-08-31,Online,0
TXN_00003396,CUST_002444,PROD_0308,Food & Beverages,10.58,2024-11-20,Mobile App,1
TXN_00003397,CUST_009566,PROD_0385,Books & Media,32.06,2025-02-27,Online,0
TXN_00003398,CUST_004193,PROD_0189,Sports & Outdoors,144.7,2023-10-06,Mobile App,0
TXN_00003399,CUST_008722,PROD_0241,Home & Garden,105.2,2025-06-17,Mobile App,0
TXN_00003400,CUST_006840,PROD_0036,Jewelry & Accessories,834.57,2023-12-20,Mobile App,1
TXN_00003401,CUST_008255,PROD_0292,Electronics,-490.13,2023-12-12,Mobile App,0
TXN_00003402,CUST_009766,PROD_0399,Electronics,515.6,2025-04-16,In-Store,0
TXN_00003403,CUST_003148,PROD_0194,Automotive,333.6,2025-06-10,Mobile App,1
TXN_00003404,CUST_007135,PROD_0490,Home & Garden,241.17,2023-08-21,Online,0
TXN_00003405,CUST_004831,PROD_0389,Toys & Games,58.34,2025-02-08,Online,0
TXN_00003406,CUST_003657,PROD_0036,Jewelry & Accessories,166.42,2025-04-28,In-Store,1
TXN_00003407,CUST_000616,PROD_0182,Beauty & Health,63.47,2025-05-25,Mobile App,1
TXN_00003408,CUST_004392,PROD_0474,Sports & Outdoors,-369.61,2024-02-09,Mobile App,0
TXN_00003409,CUST_004828,PROD_0060,Jewelry & Accessories,82.03,2025-04-06,In-Store,0
TXN_00003410,CUST_007585,PROD_0271,Books & Media,118.59,2024-08-10,Online,1
TXN_00003411,CUST_007158,PROD_0374,Sports & Outdoors,-164.59,2025-06-27,Mobile App,0
TXN_00003412,CUST_007329,PROD_0050,Electronics,202.82,2024-02-13,Online,1
TXN_00003413,CUST_002952,PROD_0452,Home & Garden,94.33,2025-06-19,Online,1
TXN_00003414,CUST_006103,PROD_0435,Food & Beverages,-100.85,2024-12-11,Mobile App,0
TXN_00003415,CUST_003947,PROD_0200,Toys & Games,42.12,2025-05-08,Online,0
TXN_00003416,CUST_003548,PROD_0273,Books & Media,120.45,2025-03-03,In-Store,0
TXN_00003417,CUST_009163,PROD_0439,Beauty & Health,312.35,2023-12-29,Online,1
TXN_00003418,CUST_004617,PROD_0275,Toys & Games,45.96,2025-05-22,Mobile App,0
TXN_00003419,CUST_009788,PROD_0448,Beauty & Health,92.72,2024-11-08,Mobile App,0
TXN_00003420,CUST_003064,PROD_0411,Clothing,-226.82,2025-06-07,In-Store,0
TXN_00003421,CUST_007638,PROD_0368,Clothing,183.75,2024-12-22,In-Store,1
TXN_00003422,CUST_002331,PROD_0267,Home & Garden,90.86,2025-05-18,Online,0
TXN_00003423,CUST_009619,PROD_0473,Jewelry & Accessories,438.51,2025-06-13,Online,0
TXN_00003424,CUST_001927,PROD_0210,Electronics,526.79,2024-09-10,Online,0
TXN_00003425,CUST_001643,PROD_0453,Home & Garden,118.04,2024-11-16,In-Store,1
TXN_00003426,CUST_006112,PROD_0117,Jewelry & Accessories,247.33,2023-08-25,Phone,0
TXN_00003427,CUST_007825,PROD_0377,Electronics,923.64,2024-03-05,In-Store,1
TXN_00003428,CUST_009440,PROD_0128,Electronics,1178.15,2023-07-05,Online,0
TXN_00003429,CUST_003916,PROD_0032,Beauty & Health,34.51,2024-08-13,Online,1
TXN_00003430,CUST_000226,PROD_0119,Sports & Outdoors,121.84,2025-04-24,Online,0
TXN_00003431,CUST_009712,PROD_0229,Automotive,720.67,2025-06-30,In-Store,0
TXN_00003432,CUST_003908,PROD_0090,Sports & Outdoors,-94.35,2024-03-15,Online,1
TXN_00003433,CUST_008564,PROD_0483,Electronics,233.35,2025-01-31,Online,0
TXN_00003434,CUST_003280,PROD_0285,Sports & Outdoors,268.07,2025-02-25,Mobile App,0
TXN_00003435,CUST_004714,PROD_0169,Toys & Games,84.63,2025-05-08,In-Store,1
TXN_00003436,CUST_001190,PROD_0049,Sports & Outdoors,145.1,2024-03-07,Mobile App,0
TXN_00003437,CUST_004112,PROD_0317,Sports & Outdoors,340.67,2024-07-12,Online,0
TXN_00003438,CUST_008417,PROD_0447,Food & Beverages,222.32,2023-12-30,Mobile App,1
TXN_00003439,CUST_005826,PROD_0289,Books & Media,111.61,2025-02-04,Phone,1
TXN_00003440,CUST_002469,PROD_0251,Electronics,1119.93,2025-05-14,In-Store,1
TXN_00003441,CUST_000651,PROD_0005,Jewelry & Accessories,103.25,2025-06-18,In-Store,0
TXN_00003442,CUST_008241,PROD_0383,Jewelry & Accessories,241.99,2024-03-05,Online,1
TXN_00003443,CUST_003258,PROD_0142,Food & Beverages,222.52,2024-04-24,Phone,0
TXN_00003444,CUST_003086,PROD_0011,Clothing,84.9,2024-02-14,In-Store,0
TXN_00003445,CUST_001468,PROD_0276,Jewelry & Accessories,668.09,2023-12-12,Online,0
TXN_00003446,CUST_006137,PROD_0234,Sports & Outdoors,66.83,2023-09-18,In-Store,1
TXN_00003447,CUST_006322,PROD_0489,Beauty & Health,79.61,2024-09-24,Mobile App,0
TXN_00003448,CUST_003729,PROD_0269,Automotive,223.66,2025-02-13,In-Store,0
TXN_00003449,CUST_001749,PROD_0093,Clothing,209.65,2025-04-19,In-Store,0
TXN_00003450,CUST_007950,PROD_0187,Clothing,78.96,2024-08-03,In-Store,1
TXN_00003451,CUST_000769,PROD_0088,Home & Garden,-33.99,2024-09-13,Online,0
TXN_00003452,CUST_008849,PROD_0367,Clothing,-217.37,2024-05-16,Online,1
TXN_00003453,CUST_006745,PROD_0221,Toys & Games,122.33,2023-11-02,Mobile App,1
TXN_00003454,CUST_002592,PROD_0316,Food & Beverages,30.43,2025-03-02,Mobile App,1
TXN_00003455,CUST_008885,PROD_0360,Sports & Outdoors,44.73,2025-01-29,Online,0
TXN_00003456,CUST_007938,PROD_0315,Books & Media,-18.32,2025-06-07,Online,1
TXN_00003457,CUST_000835,PROD_0464,Electronics,1155.26,2024-06-24,Online,0
TXN_00003458,CUST_003514,PROD_0117,Jewelry & Accessories,208.21,2024-09-29,Mobile App,1
TXN_00003459,CUST_000755,PROD_0415,Automotive,3287.36,2023-08-23,Mobile App,0
TXN_00003460,CUST_001233,PROD_0494,Toys & Games,108.19,2025-04-10,Online,1
TXN_00003461,CUST_006636,PROD_0453,Home & Garden,56.0,2025-06-03,Online,0
TXN_00003462,CUST_000529,PROD_0146,Sports & Outdoors,238.94,2024-07-25,In-Store,0
TXN_00003463,CUST_003640,PROD_0372,Home & Garden,287.68,2024-05-07,Mobile App,0
TXN_00003464,CUST_003778,PROD_0009,Toys & Games,30.38,2024-12-18,Online,0
TXN_00003465,CUST_001659,PROD_0430,Electronics,362.63,2023-11-19,In-Store,0
TXN_00003466,CUST_007881,PROD_0104,Clothing,149.72,2024-08-15,In-Store,1
TXN_00003467,CUST_000835,PROD_0170,Automotive,288.63,2025-02-14,Mobile App,0
TXN_00003468,CUST_002670,PROD_0364,Toys & Games,9.19,2024-12-04,Online,1
TXN_00003469,CUST_003354,PROD_0214,Beauty & Health,79.78,2023-08-22,Phone,0
TXN_00003470,CUST_004321,PROD_0082,Home & Garden,-118.03,2025-04-10,In-Store,0
TXN_00003471,CUST_000656,PROD_0225,Home & Garden,79.64,2025-03-12,Online,0
TXN_00003472,CUST_009219,PROD_0376,Books & Media,-71.55,2025-06-19,Online,0
TXN_00003473,CUST_005830,PROD_0416,Automotive,403.16,2023-11-05,Online,0
TXN_00003474,CUST_006920,PROD_0063,Toys & Games,61.19,2024-08-13,Mobile App,0
TXN_00003475,CUST_003768,PROD_0245,Books & Media,37.17,2025-04-22,Online,0
TXN_00003476,CUST_006194,PROD_0490,Home & Garden,-123.69,2024-10-10,Mobile App,0
TXN_00003477,CUST_000941,PROD_0144,Food & Beverages,62.65,2025-01-15,In-Store,0
TXN_00003478,CUST_006525,PROD_0008,Toys & Games,254.84,2024-08-01,Online,0
TXN_00003479,CUST_007774,PROD_0097,Beauty & Health,233.5,2025-02-13,Phone,0
TXN_00003480,CUST_003562,PROD_0409,Food & Beverages,48.66,2024-06-17,Mobile App,0
TXN_00003481,CUST_006530,PROD_0050,Electronics,216.81,2025-03-02,Online,0
TXN_00003482,CUST_002637,PROD_0029,Clothing,226.24,2023-10-20,Mobile App,0
TXN_00003483,CUST_008834,PROD_0203,Electronics,710.01,2025-02-04,In-Store,0
TXN_00003484,CUST_007560,PROD_0356,Jewelry & Accessories,282.56,2023-10-10,Online,0
TXN_00003485,CUST_008301,PROD_0197,Beauty & Health,162.04,2024-02-09,Online,0
TXN_00003486,CUST_006495,PROD_0387,Books & Media,79.22,2024-06-22,In-Store,0
TXN_00003487,CUST_004169,PROD_0464,Electronics,881.86,2024-04-03,Online,0
TXN_00003488,CUST_004878,PROD_0296,Food & Beverages,51.44,2024-02-23,Phone,1
TXN_00003489,CUST_004795,PROD_0292,Electronics,1163.51,2023-09-01,Online,0
TXN_00003490,CUST_009624,PROD_0483,Electronics,228.31,2025-06-26,Online,1
TXN_00003491,CUST_001938,PROD_0099,Electronics,566.82,2023-12-21,Online,1
TXN_00003492,CUST_007116,PROD_0106,Home & Garden,52.94,2024-02-23,Phone,0
TXN_00003493,CUST_003716,PROD_0288,Electronics,603.17,2025-05-26,Mobile App,0
TXN_00003494,CUST_007549,PROD_0258,Electronics,1138.55,2024-07-07,In-Store,1
TXN_00003495,CUST_004216,PROD_0368,Clothing,170.68,2024-05-13,In-Store,0
TXN_00003496,CUST_002931,PROD_0015,Jewelry & Accessories,255.13,2025-03-28,Mobile App,1
TXN_00003497,CUST_007938,PROD_0081,Beauty & Health,72.58,2025-06-11,Online,0
TXN_00003498,CUST_009490,PROD_0231,Electronics,621.02,2024-01-10,Online,1
TXN_00003499,CUST_009273,PROD_0315,Books & Media,17.89,2024-12-26,Online,0
TXN_00003500,CUST_000242,PROD_0455,Home & Garden,106.69,2025-05-03,Online,1
TXN_00003501,CUST_003766,PROD_0284,Beauty & Health,-131.09,2024-11-30,Online,0
TXN_00003502,CUST_005907,PROD_0015,Jewelry & Accessories,198.88,2025-02-13,Online,0
TXN_00003503,CUST_002076,PROD_0085,Books & Media,364.09,2023-10-08,Mobile App,0
TXN_00003504,CUST_001117,PROD_0103,Books & Media,51.76,2023-08-02,In-Store,0
TXN_00003505,CUST_009797,PROD_0061,Automotive,-1310.48,2025-03-15,Online,1
TXN_00003506,CUST_008590,PROD_0262,Sports & Outdoors,167.24,2024-04-06,Phone,0
TXN_00003507,CUST_008230,PROD_0168,Toys & Games,181.72,2025-05-26,Online,0
TXN_00003508,CUST_007746,PROD_0299,Toys & Games,192.98,2023-11-09,Online,0
TXN_00003509,CUST_004270,PROD_0249,Clothing,232.35,2025-01-06,Mobile App,0
TXN_00003510,CUST_000825,PROD_0101,Clothing,159.97,2025-05-03,In-Store,0
TXN_00003511,CUST_004780,PROD_0327,Jewelry & Accessories,285.71,2025-02-11,In-Store,0
TXN_00003512,CUST_005559,PROD_0450,Automotive,829.27,2025-05-01,In-Store,1
TXN_00003513,CUST_005986,PROD_0239,Beauty & Health,152.85,2025-01-29,Mobile App,0
TXN_00003514,CUST_008849,PROD_0395,Clothing,228.51,2025-05-27,Online,0
TXN_00003515,CUST_007184,PROD_0185,Beauty & Health,27.52,2025-04-06,Mobile App,0
TXN_00003516,CUST_001050,PROD_0421,Beauty & Health,289.22,2024-06-10,Mobile App,1
TXN_00003517,CUST_005557,PROD_0339,Home & Garden,184.36,2024-09-24,Online,0
TXN_00003518,CUST_001242,PROD_0462,Beauty & Health,62.53,2025-04-11,Online,0
TXN_00003519,CUST_006400,PROD_0246,Beauty & Health,41.9,2024-09-23,Online,1
TXN_00003520,CUST_000249,PROD_0035,Beauty & Health,52.47,2024-01-12,Online,0
TXN_00003521,CUST_005828,PROD_0182,Beauty & Health,145.68,2024-11-16,In-Store,0
TXN_00003522,CUST_007614,PROD_0326,Toys & Games,-123.15,2024-12-06,In-Store,0
TXN_00003523,CUST_009870,PROD_0473,Jewelry & Accessories,-233.31,2024-07-17,Online,0
TXN_00003524,CUST_002250,PROD_0045,Toys & Games,48.34,2024-11-17,Mobile App,0
TXN_00003525,CUST_001278,PROD_0306,Books & Media,172.54,2024-11-18,In-Store,0
TXN_00003526,CUST_000968,PROD_0279,Sports & Outdoors,28.34,2024-07-15,In-Store,1
TXN_00003527,CUST_001157,PROD_0203,Electronics,1183.24,2024-03-05,In-Store,1
TXN_00003528,CUST_009914,PROD_0446,Clothing,245.37,2023-07-31,Online,0
TXN_00003529,CUST_003971,PROD_0314,Home & Garden,71.03,2025-05-21,Online,0
TXN_00003530,CUST_002746,PROD_0450,Automotive,2312.61,2024-02-27,Online,0
TXN_00003531,CUST_008602,PROD_0425,Home & Garden,24.08,2025-03-09,Mobile App,0
TXN_00003532,CUST_007677,PROD_0201,Clothing,256.11,2025-05-16,Mobile App,0
TXN_00003533,CUST_008159,PROD_0332,Sports & Outdoors,-316.92,2024-06-07,In-Store,0
TXN_00003534,CUST_007375,PROD_0164,Beauty & Health,277.37,2023-10-29,In-Store,0
TXN_00003535,CUST_008147,PROD_0163,Home & Garden,88.09,2025-06-05,Online,0
TXN_00003536,CUST_006380,PROD_0415,Automotive,943.61,2025-01-22,Online,0
TXN_00003537,CUST_004519,PROD_0001,Food & Beverages,46.09,2024-04-02,Online,1
TXN_00003538,CUST_007688,PROD_0416,Automotive,231.83,2024-11-24,Online,1
TXN_00003539,CUST_008144,PROD_0151,Beauty & Health,23.73,2023-12-30,Phone,1
TXN_00003540,CUST_001991,PROD_0007,Automotive,909.78,2025-06-25,Online,0
TXN_00003541,CUST_000562,PROD_0396,Automotive,891.7,2025-04-25,In-Store,0
TXN_00003542,CUST_003076,PROD_0043,Sports & Outdoors,219.28,2024-08-23,Online,1
TXN_00003543,CUST_005204,PROD_0244,Toys & Games,169.4,2023-11-09,Online,0
TXN_00003544,CUST_004833,PROD_0163,Home & Garden,78.92,2024-11-10,Online,0
TXN_00003545,CUST_008270,PROD_0055,Sports & Outdoors,211.27,2024-08-07,Online,0
TXN_00003546,CUST_006120,PROD_0202,Sports & Outdoors,35.53,2024-10-16,In-Store,1
TXN_00003547,CUST_002742,PROD_0257,Electronics,1229.89,2025-06-26,In-Store,0
TXN_00003548,CUST_006925,PROD_0146,Sports & Outdoors,119.67,2024-04-17,Mobile App,0
TXN_00003549,CUST_008462,PROD_0370,Food & Beverages,232.23,2023-12-20,In-Store,0
TXN_00003550,CUST_003379,PROD_0479,Automotive,1751.29,2024-02-06,Mobile App,0
TXN_00003551,CUST_001871,PROD_0385,Books & Media,15.14,2024-11-14,Online,0
TXN_00003552,CUST_006943,PROD_0259,Beauty & Health,317.0,2023-09-27,Online,0
TXN_00003553,CUST_007449,PROD_0487,Clothing,207.76,2024-02-06,Online,0
TXN_00003554,CUST_001499,PROD_0436,Sports & Outdoors,54.64,2024-07-01,In-Store,0
