product_id,product_name,category,price,stock_quantity,stock_status
485,Product_Books_0485,Books,,166,In Stock
486,Product_Toys_0486,Toys,141.5,303,In Stock
487,Product_Clothing_0487,Clothing,274.71,104,In Stock
488,Product_Clothing_0488,Clothing,124.05,432,In Stock
489,Product_Electronics_0489,Electronics,1804.93,83,In Stock
490,Product_Clothing_0490,Clothing,92.5,377,In Stock
491,Product_Toys_0491,Toys,163.05,490,In Stock
492,Product_Electronics_0492,Electronics,1550.18,26,Medium Stock
493,Product_Toys_0493,Toys,24.92,374,In Stock
494,Product_Beauty_0494,Beauty,88.9,218,In Stock
495,Product_Sports_0495,Sports,209.82,74,In Stock
496,Product_Sports_0496,Sports,37.79,488,In Stock
497,Product_Sports_0497,Sports,37.5,158,In Stock
498,Product_Home & Garden_0498,Home & Garden,88.22,298,In Stock
499,Product_Beauty_0499,Beauty,57.34,315,In Stock
500,Product_Home & Garden_0500,Home & Garden,222.94,474,In Stock
501,Product_Beauty_0501,Beauty,79.95,237,In Stock
502,Product_Beauty_0502,Beauty,24.92,337,In Stock
503,Product_Electronics_0503,Electronics,1125.49,75,In Stock
504,Product_Toys_0504,Toys,24.2,383,In Stock
505,Product_Electronics_0505,Electronics,355.27,43,Medium Stock
506,Product_Books_0506,Books,25.96,344,In Stock
507,Product_Beauty_0507,Beauty,24.71,406,In Stock
508,Product_Electronics_0508,Electronics,,82,In Stock
509,Product_Books_0509,Books,37.41,52,In Stock
510,Product_Electronics_0510,Electronics,1890.42,73,In Stock
511,Product_Clothing_0511,Clothing,219.69,365,In Stock
512,Product_Home & Garden_0512,Home & Garden,123.04,363,In Stock
513,Product_Beauty_0513,Beauty,125.46,422,In Stock
514,Product_Home & Garden_0514,Home & Garden,300.47,202,In Stock
515,Product_Clothing_0515,Clothing,213.16,210,In Stock
516,Product_Clothing_0516,Clothing,256.34,378,In Stock
517,Product_Clothing_0517,Clothing,24.14,495,In Stock
518,Product_Clothing_0518,Clothing,73.49,191,In Stock
519,Product_Home & Garden_0519,Home & Garden,113.8,72,In Stock
520,Product_Sports_0520,Sports,115.51,347,In Stock
521,Product_Sports_0521,Sports,241.93,137,In Stock
522,Product_Toys_0522,Toys,199.98,119,In Stock
523,Product_Beauty_0523,Beauty,117.6,444,In Stock
524,Product_Home & Garden_0524,Home & Garden,380.34,195,In Stock
525,Product_Toys_0525,Toys,14.44,202,In Stock
526,Product_Books_0526,Books,18.72,475,In Stock
527,Product_Books_0527,Books,28.66,340,In Stock
528,Product_Books_0528,Books,32.04,250,In Stock
529,Product_Toys_0529,Toys,114.92,459,In Stock
530,Product_Beauty_0530,Beauty,58.18,177,In Stock
531,Product_Home & Garden_0531,Home & Garden,243.15,383,In Stock
532,Product_Clothing_0532,Clothing,126.34,157,In Stock
533,Product_Books_0533,Books,33.21,314,In Stock
534,Product_Books_0534,Books,24.07,370,In Stock
535,Product_Clothing_0535,Clothing,191.25,491,In Stock
536,Product_Electronics_0536,Electronics,543.41,16,Low Stock
537,Product_Electronics_0537,Electronics,191.59,87,In Stock
538,Product_Clothing_0538,Clothing,25.47,343,In Stock
539,Product_Clothing_0539,Clothing,203.39,236,In Stock
540,Product_Electronics_0540,Electronics,901.64,50,In Stock
541,Product_Toys_0541,Toys,160.34,437,In Stock
542,Product_Clothing_0542,Clothing,278.95,394,In Stock
543,Product_Clothing_0543,Clothing,40.3,263,In Stock
544,Product_Toys_0544,Toys,175.3,458,In Stock
545,Product_Home & Garden_0545,Home & Garden,338.19,243,In Stock
546,Product_Sports_0546,Sports,97.93,208,In Stock
547,Product_Clothing_0547,Clothing,151.48,161,In Stock
548,Product_Toys_0548,Toys,11.9,396,In Stock
549,Product_Beauty_0549,Beauty,22.77,480,In Stock
550,Product_Home & Garden_0550,Home & Garden,324.37,157,In Stock
551,Product_Sports_0551,Sports,46.93,276,In Stock
552,Product_Home & Garden_0552,Home & Garden,298.16,100,In Stock
553,Product_Electronics_0553,Electronics,313.43,69,In Stock
554,Product_Sports_0554,Sports,220.61,248,In Stock
555,Product_Electronics_0555,Electronics,1093.72,97,In Stock
556,Product_Toys_0556,Toys,12.96,148,In Stock
557,Product_Books_0557,Books,12.95,63,In Stock
558,Product_Electronics_0558,Electronics,343.78,10,Low Stock
559,Product_Home & Garden_0559,Home & Garden,404.14,323,In Stock
560,Product_Clothing_0560,Clothing,195.19,348,In Stock
561,Product_Home & Garden_0561,Home & Garden,128.65,147,In Stock
562,Product_Home & Garden_0562,Home & Garden,401.77,414,In Stock
563,Product_Beauty_0563,Beauty,129.28,194,In Stock
564,Product_Clothing_0564,Clothing,242.17,146,In Stock
565,Product_Clothing_0565,Clothing,226.76,350,In Stock
566,Product_Toys_0566,Toys,12.61,116,In Stock
567,Product_Home & Garden_0567,Home & Garden,329.17,220,In Stock
568,Product_Sports_0568,Sports,91.03,72,In Stock
569,Product_Toys_0569,Toys,126.9,164,In Stock
570,Product_Electronics_0570,Electronics,90.02,27,Medium Stock
571,Product_Beauty_0571,Beauty,25.76,399,In Stock
572,Product_Electronics_0572,Electronics,1170.92,50,In Stock
573,Product_Books_0573,Books,37.48,284,In Stock
574,Product_Home & Garden_0574,Home & Garden,390.34,405,In Stock
575,Product_Toys_0575,Toys,61.51,219,In Stock
576,Product_Sports_0576,Sports,373.18,195,In Stock
577,Product_Sports_0577,Sports,280.42,129,In Stock
578,Product_Clothing_0578,Clothing,169.84,403,In Stock
579,Product_Books_0579,Books,38.01,121,In Stock
580,Product_Toys_0580,Toys,16.39,175,In Stock
581,Product_Electronics_0581,Electronics,202.0,72,In Stock
582,Product_Sports_0582,Sports,76.13,267,In Stock
583,Product_Books_0583,Books,22.99,218,In Stock
584,Product_Home & Garden_0584,Home & Garden,119.6,349,In Stock
585,Product_Beauty_0585,Beauty,94.13,232,In Stock
586,Product_Toys_0586,Toys,119.17,226,In Stock
587,Product_Electronics_0587,Electronics,383.2,15,Low Stock
588,Product_Toys_0588,Toys,147.86,126,In Stock
589,Product_Electronics_0589,Electronics,1422.37,62,In Stock
590,Product_Home & Garden_0590,Home & Garden,164.0,178,In Stock
591,Product_Electronics_0591,Electronics,1687.81,63,In Stock
592,Product_Electronics_0592,Electronics,615.18,43,Medium Stock
593,Product_Clothing_0593,Clothing,65.05,455,In Stock
594,Product_Home & Garden_0594,Home & Garden,20.68,190,In Stock
595,Product_Clothing_0595,Clothing,281.42,459,In Stock
596,Product_Clothing_0596,Clothing,120.93,442,In Stock
597,Product_Home & Garden_0597,Home & Garden,287.42,332,In Stock
598,Product_Beauty_0598,Beauty,40.69,389,In Stock
599,Product_Beauty_0599,Beauty,117.27,375,In Stock
600,Product_Sports_0600,Sports,57.55,396,In Stock
601,Product_Electronics_0601,Electronics,1208.32,11,Low Stock
602,Product_Beauty_0602,Beauty,93.9,216,In Stock
603,Product_Clothing_0603,Clothing,45.35,426,In Stock
604,Product_Sports_0604,Sports,295.66,128,In Stock
605,Product_Electronics_0605,Electronics,104.97,29,Medium Stock
606,Product_Home & Garden_0606,Home & Garden,297.62,327,In Stock
607,Product_Sports_0607,Sports,328.73,385,In Stock
608,Product_Books_0608,Books,14.44,63,In Stock
609,Product_Sports_0609,Sports,394.07,201,In Stock
610,Product_Toys_0610,Toys,175.62,335,In Stock
611,Product_Clothing_0611,Clothing,230.22,177,In Stock
612,Product_Beauty_0612,Beauty,106.57,181,In Stock
613,Product_Clothing_0613,Clothing,287.07,215,In Stock
614,Product_Home & Garden_0614,Home & Garden,77.96,224,In Stock
615,Product_Electronics_0615,Electronics,1312.66,16,Low Stock
616,Product_Home & Garden_0616,Home & Garden,60.82,258,In Stock
617,Product_Sports_0617,Sports,324.75,220,In Stock
618,Product_Sports_0618,Sports,100.85,305,In Stock
619,Product_Sports_0619,Sports,29.02,443,In Stock
620,Product_Clothing_0620,Clothing,131.67,460,In Stock
621,Product_Beauty_0621,Beauty,67.7,456,In Stock
622,Product_Electronics_0622,Electronics,737.08,92,In Stock
623,Product_Home & Garden_0623,Home & Garden,475.27,259,In Stock
624,Product_Toys_0624,Toys,44.37,148,In Stock
625,Product_Electronics_0625,Electronics,368.59,86,In Stock
626,Product_Beauty_0626,Beauty,15.81,397,In Stock
627,Product_Electronics_0627,Electronics,1099.02,14,Low Stock
628,Product_Clothing_0628,Clothing,45.86,141,In Stock
629,Product_Clothing_0629,Clothing,96.78,472,In Stock
630,Product_Home & Garden_0630,Home & Garden,489.93,339,In Stock
631,Product_Electronics_0631,Electronics,776.82,94,In Stock
632,Product_Toys_0632,Toys,176.61,477,In Stock
633,Product_Home & Garden_0633,Home & Garden,353.99,267,In Stock
634,Product_Electronics_0634,Electronics,1439.46,82,In Stock
635,Product_Toys_0635,Toys,112.12,401,In Stock
636,Product_Home & Garden_0636,Home & Garden,105.85,81,In Stock
637,Product_Books_0637,Books,33.62,241,In Stock
638,Product_Sports_0638,Sports,34.78,396,In Stock
639,Product_Books_0639,Books,33.8,103,In Stock
640,Product_Clothing_0640,Clothing,78.33,360,In Stock
641,Product_Clothing_0641,Clothing,219.28,379,In Stock
642,Product_Books_0642,Books,43.83,286,In Stock
643,Product_Clothing_0643,Clothing,275.38,419,In Stock
644,Product_Sports_0644,Sports,173.13,224,In Stock
645,Product_Electronics_0645,Electronics,551.12,32,Medium Stock
646,Product_Toys_0646,Toys,68.97,156,In Stock
647,Product_Clothing_0647,Clothing,73.08,156,In Stock
648,Product_Beauty_0648,Beauty,52.21,363,In Stock
649,Product_Clothing_0649,Clothing,136.02,273,In Stock
650,Product_Home & Garden_0650,Home & Garden,214.5,133,In Stock
651,Product_Home & Garden_0651,Home & Garden,410.04,245,In Stock
652,Product_Beauty_0652,Beauty,122.77,87,In Stock
653,Product_Electronics_0653,Electronics,1609.37,34,Medium Stock
654,Product_Electronics_0654,Electronics,293.21,97,In Stock
655,Product_Toys_0655,Toys,165.69,351,In Stock
656,Product_Books_0656,Books,45.0,487,In Stock
657,Product_Toys_0657,Toys,126.02,429,In Stock
658,Product_Books_0658,Books,40.18,345,In Stock
659,Product_Clothing_0659,Clothing,66.79,450,In Stock
660,Product_Sports_0660,Sports,154.34,125,In Stock
661,Product_Electronics_0661,Electronics,664.01,53,In Stock
662,Product_Clothing_0662,Clothing,290.26,295,In Stock
663,Product_Sports_0663,Sports,224.07,138,In Stock
664,Product_Toys_0664,Toys,181.6,71,In Stock
665,Product_Home & Garden_0665,Home & Garden,454.25,336,In Stock
666,Product_Home & Garden_0666,Home & Garden,126.75,124,In Stock
667,Product_Clothing_0667,Clothing,205.45,384,In Stock
668,Product_Home & Garden_0668,Home & Garden,334.59,433,In Stock
669,Product_Sports_0669,Sports,33.37,282,In Stock
670,Product_Electronics_0670,Electronics,1088.72,50,In Stock
671,Product_Electronics_0671,Electronics,1283.44,81,In Stock
672,Product_Books_0672,Books,33.43,426,In Stock
673,Product_Clothing_0673,Clothing,199.16,277,In Stock
674,Product_Beauty_0674,Beauty,149.74,330,In Stock
675,Product_Beauty_0675,Beauty,90.26,81,In Stock
676,Product_Electronics_0676,Electronics,1378.82,29,Medium Stock
677,Product_Toys_0677,Toys,50.25,388,In Stock
678,Product_Clothing_0678,Clothing,61.72,405,In Stock
679,Product_Sports_0679,Sports,177.46,63,In Stock
680,Product_Electronics_0680,Electronics,1756.15,31,Medium Stock
681,Product_Books_0681,Books,23.24,345,In Stock
682,Product_Clothing_0682,Clothing,101.27,199,In Stock
683,Product_Home & Garden_0683,Home & Garden,178.47,410,In Stock
684,Product_Books_0684,Books,40.94,307,In Stock
685,Product_Sports_0685,Sports,135.42,120,In Stock
686,Product_Home & Garden_0686,Home & Garden,422.46,188,In Stock
687,Product_Electronics_0687,Electronics,202.68,11,Low Stock
688,Product_Books_0688,Books,35.56,263,In Stock
689,Product_Clothing_0689,Clothing,228.66,470,In Stock
690,Product_Books_0690,Books,46.93,268,In Stock
691,Product_Electronics_0691,Electronics,1515.18,43,Medium Stock
692,Product_Electronics_0692,Electronics,1152.32,98,In Stock
693,Product_Books_0693,Books,25.54,468,In Stock
694,Product_Beauty_0694,Beauty,15.59,140,In Stock
695,Product_Home & Garden_0695,Home & Garden,120.32,161,In Stock
696,Product_Sports_0696,Sports,41.15,288,In Stock
697,Product_Beauty_0697,Beauty,128.14,290,In Stock
698,Product_Beauty_0698,Beauty,35.6,324,In Stock
699,Product_Books_0699,Books,,276,In Stock
700,Product_Beauty_0700,Beauty,112.6,406,In Stock
701,Product_Books_0701,Books,39.22,189,In Stock
702,Product_Electronics_0702,Electronics,1080.88,71,In Stock
703,Product_Clothing_0703,Clothing,292.33,447,In Stock
704,Product_Beauty_0704,Beauty,113.99,272,In Stock
705,Product_Toys_0705,Toys,75.9,364,In Stock
706,Product_Toys_0706,Toys,71.8,360,In Stock
707,Product_Sports_0707,Sports,301.16,128,In Stock
708,Product_Electronics_0708,Electronics,754.07,29,Medium Stock
709,Product_Electronics_0709,Electronics,1994.33,17,Low Stock
710,Product_Electronics_0710,Electronics,1108.48,27,Medium Stock
711,Product_Beauty_0711,Beauty,42.17,125,In Stock
712,Product_Home & Garden_0712,Home & Garden,309.6,401,In Stock
713,Product_Electronics_0713,Electronics,1568.18,100,In Stock
714,Product_Clothing_0714,Clothing,79.09,243,In Stock
715,Product_Books_0715,Books,26.41,274,In Stock
716,Product_Toys_0716,Toys,177.21,224,In Stock
717,Product_Home & Garden_0717,Home & Garden,189.24,302,In Stock
718,Product_Clothing_0718,Clothing,94.92,314,In Stock
719,Product_Books_0719,Books,42.2,67,In Stock
720,Product_Clothing_0720,Clothing,73.23,423,In Stock
721,Product_Home & Garden_0721,Home & Garden,48.48,327,In Stock
722,Product_Sports_0722,Sports,219.38,456,In Stock
723,Product_Home & Garden_0723,Home & Garden,160.72,403,In Stock
724,Product_Toys_0724,Toys,27.19,378,In Stock
725,Product_Beauty_0725,Beauty,65.86,206,In Stock
726,Product_Beauty_0726,Beauty,113.38,495,In Stock
727,Product_Electronics_0727,Electronics,1671.5,57,In Stock
728,Product_Sports_0728,Sports,37.11,123,In Stock
729,Product_Electronics_0729,Electronics,1289.47,77,In Stock
730,Product_Sports_0730,Sports,304.99,113,In Stock
731,Product_Sports_0731,Sports,272.32,439,In Stock
732,Product_Sports_0732,Sports,240.66,184,In Stock
733,Product_Clothing_0733,Clothing,275.47,400,In Stock
734,Product_Electronics_0734,Electronics,764.8,57,In Stock
735,Product_Sports_0735,Sports,185.18,188,In Stock
736,Product_Electronics_0736,Electronics,178.66,61,In Stock
737,Product_Books_0737,Books,48.59,93,In Stock
738,Product_Books_0738,Books,30.27,93,In Stock
739,Product_Clothing_0739,Clothing,91.87,334,In Stock
740,Product_Electronics_0740,Electronics,582.26,81,In Stock
741,Product_Home & Garden_0741,Home & Garden,,275,In Stock
742,Product_Electronics_0742,Electronics,1449.57,99,In Stock
743,Product_Toys_0743,Toys,187.99,50,In Stock
744,Product_Books_0744,Books,12.11,449,In Stock
745,Product_Sports_0745,Sports,66.29,254,In Stock
746,Product_Sports_0746,Sports,317.26,102,In Stock
747,Product_Sports_0747,Sports,381.96,70,In Stock
748,Product_Sports_0748,Sports,284.95,382,In Stock
749,Product_Clothing_0749,Clothing,278.94,78,In Stock
750,Product_Electronics_0750,Electronics,1814.55,46,Medium Stock
751,Product_Clothing_0751,Clothing,56.45,165,In Stock
752,Product_Beauty_0752,Beauty,15.34,330,In Stock
753,Product_Beauty_0753,Beauty,50.41,424,In Stock
754,Product_Beauty_0754,Beauty,108.35,244,In Stock
755,Product_Sports_0755,Sports,161.99,127,In Stock
756,Product_Electronics_0756,Electronics,1668.64,47,Medium Stock
757,Product_Electronics_0757,Electronics,775.9,95,In Stock
758,Product_Books_0758,Books,29.29,84,In Stock
759,Product_Electronics_0759,Electronics,324.2,83,In Stock
760,Product_Electronics_0760,Electronics,1732.87,16,Low Stock
761,Product_Electronics_0761,Electronics,1955.18,16,Low Stock
762,Product_Electronics_0762,Electronics,265.13,73,In Stock
763,Product_Books_0763,Books,13.2,235,In Stock
764,Product_Books_0764,Books,44.03,140,In Stock
765,Product_Electronics_0765,Electronics,1609.74,16,Low Stock
766,Product_Home & Garden_0766,Home & Garden,92.35,390,In Stock
767,Product_Electronics_0767,Electronics,1841.59,70,In Stock
768,Product_Electronics_0768,Electronics,1740.23,90,In Stock
769,Product_Books_0769,Books,11.56,399,In Stock
770,Product_Home & Garden_0770,Home & Garden,411.46,66,In Stock
771,Product_Sports_0771,Sports,208.29,395,In Stock
772,Product_Beauty_0772,Beauty,31.25,290,In Stock
773,Product_Toys_0773,Toys,170.82,369,In Stock
774,Product_Sports_0774,Sports,331.71,292,In Stock
775,Product_Books_0775,Books,37.01,285,In Stock
776,Product_Books_0776,Books,24.22,384,In Stock
777,Product_Books_0777,Books,20.3,220,In Stock
778,Product_Home & Garden_0778,Home & Garden,151.18,494,In Stock
779,Product_Electronics_0779,Electronics,677.63,51,In Stock
780,Product_Beauty_0780,Beauty,66.45,433,In Stock
781,Product_Sports_0781,Sports,90.7,433,In Stock
782,Product_Home & Garden_0782,Home & Garden,70.71,475,In Stock
783,Product_Electronics_0783,Electronics,1254.0,54,In Stock
784,Product_Books_0784,Books,18.53,389,In Stock
785,Product_Home & Garden_0785,Home & Garden,433.7,365,In Stock
786,Product_Electronics_0786,Electronics,87.46,43,Medium Stock
787,Product_Sports_0787,Sports,45.06,134,In Stock
788,Product_Toys_0788,Toys,125.83,92,In Stock
789,Product_Home & Garden_0789,Home & Garden,223.55,107,In Stock
790,Product_Books_0790,Books,13.62,418,In Stock
791,Product_Toys_0791,Toys,128.87,199,In Stock
792,Product_Electronics_0792,Electronics,1147.03,97,In Stock
793,Product_Electronics_0793,Electronics,84.23,21,Medium Stock
794,Product_Books_0794,Books,35.94,146,In Stock
795,Product_Books_0795,Books,17.34,449,In Stock
796,Product_Books_0796,Books,12.26,442,In Stock
797,Product_Books_0797,Books,32.16,277,In Stock
798,Product_Sports_0798,Sports,360.8,457,In Stock
799,Product_Beauty_0799,Beauty,147.39,429,In Stock
800,Product_Toys_0800,Toys,156.74,451,In Stock
801,Product_Toys_0801,Toys,174.78,279,In Stock
802,Product_Sports_0802,Sports,53.27,108,In Stock
803,Product_Electronics_0803,Electronics,1683.32,58,In Stock
804,Product_Home & Garden_0804,Home & Garden,410.08,52,In Stock
805,Product_Clothing_0805,Clothing,131.34,213,In Stock
806,Product_Sports_0806,Sports,368.25,442,In Stock
807,Product_Electronics_0807,Electronics,1729.88,68,In Stock
808,Product_Beauty_0808,Beauty,57.6,386,In Stock
809,Product_Clothing_0809,Clothing,33.01,235,In Stock
810,Product_Electronics_0810,Electronics,980.16,88,In Stock
811,Product_Electronics_0811,Electronics,428.3,76,In Stock
812,Product_Beauty_0812,Beauty,92.09,190,In Stock
813,Product_Books_0813,Books,17.5,363,In Stock
814,Product_Beauty_0814,Beauty,132.18,79,In Stock
815,Product_Home & Garden_0815,Home & Garden,457.59,469,In Stock
816,Product_Beauty_0816,Beauty,113.73,307,In Stock
817,Product_Sports_0817,Sports,64.52,195,In Stock
818,Product_Clothing_0818,Clothing,38.72,395,In Stock
819,Product_Electronics_0819,Electronics,358.7,42,Medium Stock
820,Product_Beauty_0820,Beauty,47.38,63,In Stock
821,Product_Toys_0821,Toys,123.49,345,In Stock
822,Product_Clothing_0822,Clothing,159.2,157,In Stock
823,Product_Clothing_0823,Clothing,295.51,241,In Stock
824,Product_Beauty_0824,Beauty,18.54,212,In Stock
825,Product_Toys_0825,Toys,147.0,275,In Stock
826,Product_Electronics_0826,Electronics,1357.74,23,Medium Stock
827,Product_Books_0827,Books,18.75,109,In Stock
828,Product_Sports_0828,Sports,57.65,79,In Stock
829,Product_Home & Garden_0829,Home & Garden,19.81,315,In Stock
830,Product_Toys_0830,Toys,152.8,404,In Stock
831,Product_Electronics_0831,Electronics,716.26,78,In Stock
832,Product_Electronics_0832,Electronics,1544.9,96,In Stock
833,Product_Electronics_0833,Electronics,1688.79,75,In Stock
834,Product_Toys_0834,Toys,138.56,392,In Stock
835,Product_Clothing_0835,Clothing,120.83,214,In Stock
836,Product_Home & Garden_0836,Home & Garden,308.24,469,In Stock
837,Product_Sports_0837,Sports,232.83,174,In Stock
838,Product_Clothing_0838,Clothing,269.46,345,In Stock
839,Product_Electronics_0839,Electronics,959.2,74,In Stock
840,Product_Beauty_0840,Beauty,23.22,76,In Stock
841,Product_Sports_0841,Sports,332.39,282,In Stock
842,Product_Sports_0842,Sports,29.85,151,In Stock
843,Product_Electronics_0843,Electronics,717.12,98,In Stock
844,Product_Clothing_0844,Clothing,,322,In Stock
845,Product_Sports_0845,Sports,136.36,438,In Stock
846,Product_Toys_0846,Toys,150.71,129,In Stock
847,Product_Clothing_0847,Clothing,126.09,489,In Stock
848,Product_Electronics_0848,Electronics,1943.59,29,Medium Stock
849,Product_Home & Garden_0849,Home & Garden,449.59,303,In Stock
850,Product_Clothing_0850,Clothing,,118,In Stock
851,Product_Electronics_0851,Electronics,1965.08,52,In Stock
852,Product_Toys_0852,Toys,79.01,473,In Stock
853,Product_Beauty_0853,Beauty,116.55,344,In Stock
854,Product_Toys_0854,Toys,68.38,297,In Stock
855,Product_Home & Garden_0855,Home & Garden,434.52,330,In Stock
856,Product_Beauty_0856,Beauty,68.12,417,In Stock
857,Product_Beauty_0857,Beauty,21.34,82,In Stock
858,Product_Beauty_0858,Beauty,42.91,461,In Stock
859,Product_Clothing_0859,Clothing,158.1,399,In Stock
860,Product_Home & Garden_0860,Home & Garden,267.48,423,In Stock
861,Product_Books_0861,Books,23.26,278,In Stock
862,Product_Electronics_0862,Electronics,1548.54,10,Low Stock
863,Product_Home & Garden_0863,Home & Garden,260.33,348,In Stock
864,Product_Books_0864,Books,46.39,283,In Stock
865,Product_Sports_0865,Sports,42.05,296,In Stock
866,Product_Beauty_0866,Beauty,148.56,179,In Stock
867,Product_Home & Garden_0867,Home & Garden,485.25,456,In Stock
868,Product_Books_0868,Books,28.38,91,In Stock
869,Product_Clothing_0869,Clothing,204.12,90,In Stock
870,Product_Clothing_0870,Clothing,49.38,305,In Stock
871,Product_Electronics_0871,Electronics,620.14,16,Low Stock
872,Product_Home & Garden_0872,Home & Garden,282.76,226,In Stock
873,Product_Clothing_0873,Clothing,295.54,368,In Stock
874,Product_Clothing_0874,Clothing,143.47,142,In Stock
875,Product_Electronics_0875,Electronics,558.22,64,In Stock
876,Product_Electronics_0876,Electronics,1141.04,74,In Stock
877,Product_Sports_0877,Sports,98.39,366,In Stock
878,Product_Clothing_0878,Clothing,24.65,327,In Stock
879,Product_Beauty_0879,Beauty,120.3,290,In Stock
880,Product_Electronics_0880,Electronics,761.49,45,Medium Stock
881,Product_Toys_0881,Toys,84.49,182,In Stock
882,Product_Home & Garden_0882,Home & Garden,187.29,438,In Stock
883,Product_Books_0883,Books,49.13,85,In Stock
884,Product_Toys_0884,Toys,157.2,52,In Stock
885,Product_Home & Garden_0885,Home & Garden,254.8,362,In Stock
886,Product_Clothing_0886,Clothing,295.96,119,In Stock
887,Product_Sports_0887,Sports,193.35,347,In Stock
888,Product_Electronics_0888,Electronics,1064.94,37,Medium Stock
889,Product_Toys_0889,Toys,109.38,51,In Stock
890,Product_Electronics_0890,Electronics,93.08,87,In Stock
891,Product_Clothing_0891,Clothing,277.1,406,In Stock
892,Product_Toys_0892,Toys,189.62,389,In Stock
893,Product_Sports_0893,Sports,234.3,407,In Stock
894,Product_Books_0894,Books,31.56,178,In Stock
895,Product_Sports_0895,Sports,182.08,177,In Stock
896,Product_Sports_0896,Sports,70.6,63,In Stock
897,Product_Clothing_0897,Clothing,254.08,480,In Stock
898,Product_Toys_0898,Toys,112.41,320,In Stock
899,Product_Electronics_0899,Electronics,1857.6,47,Medium Stock
900,Product_Sports_0900,Sports,180.26,174,In Stock
901,Product_Books_0901,Books,27.19,453,In Stock
902,Product_Home & Garden_0902,Home & Garden,445.1,258,In Stock
903,Product_Electronics_0903,Electronics,252.15,18,Low Stock
904,Product_Electronics_0904,Electronics,662.3,62,In Stock
905,Product_Electronics_0905,Electronics,478.97,61,In Stock
906,Product_Electronics_0906,Electronics,493.03,26,Medium Stock
907,Product_Clothing_0907,Clothing,28.84,172,In Stock
908,Product_Books_0908,Books,32.75,81,In Stock
909,Product_Electronics_0909,Electronics,1210.27,69,In Stock
910,Product_Toys_0910,Toys,189.45,264,In Stock
911,Product_Electronics_0911,Electronics,1600.99,42,Medium Stock
912,Product_Clothing_0912,Clothing,37.82,493,In Stock
913,Product_Clothing_0913,Clothing,110.09,168,In Stock
914,Product_Home & Garden_0914,Home & Garden,335.63,67,In Stock
915,Product_Sports_0915,Sports,117.21,116,In Stock
916,Product_Clothing_0916,Clothing,106.35,203,In Stock
917,Product_Clothing_0917,Clothing,299.9,77,In Stock
918,Product_Beauty_0918,Beauty,146.62,275,In Stock
919,Product_Sports_0919,Sports,177.35,140,In Stock
920,Product_Home & Garden_0920,Home & Garden,251.96,383,In Stock
921,Product_Home & Garden_0921,Home & Garden,416.74,301,In Stock
922,Product_Home & Garden_0922,Home & Garden,158.37,261,In Stock
923,Product_Beauty_0923,Beauty,130.35,132,In Stock
924,Product_Home & Garden_0924,Home & Garden,338.89,283,In Stock
925,Product_Electronics_0925,Electronics,1082.46,55,In Stock
926,Product_Electronics_0926,Electronics,106.92,18,Low Stock
927,Product_Books_0927,Books,22.13,103,In Stock
928,Product_Sports_0928,Sports,361.03,89,In Stock
929,Product_Electronics_0929,Electronics,1462.82,99,In Stock
930,Product_Home & Garden_0930,Home & Garden,69.38,328,In Stock
931,Product_Sports_0931,Sports,253.55,335,In Stock
932,Product_Home & Garden_0932,Home & Garden,464.34,326,In Stock
933,Product_Home & Garden_0933,Home & Garden,495.4,74,In Stock
934,Product_Home & Garden_0934,Home & Garden,71.19,263,In Stock
935,Product_Home & Garden_0935,Home & Garden,103.43,406,In Stock
936,Product_Books_0936,Books,37.73,227,In Stock
937,Product_Home & Garden_0937,Home & Garden,62.39,311,In Stock
938,Product_Home & Garden_0938,Home & Garden,54.51,255,In Stock
939,Product_Sports_0939,Sports,321.39,231,In Stock
940,Product_Toys_0940,Toys,38.27,412,In Stock
941,Product_Books_0941,Books,32.7,90,In Stock
942,Product_Toys_0942,Toys,129.18,64,In Stock
943,Product_Electronics_0943,Electronics,900.89,80,In Stock
944,Product_Sports_0944,Sports,287.61,140,In Stock
945,Product_Beauty_0945,Beauty,39.37,88,In Stock
946,Product_Toys_0946,Toys,21.24,389,In Stock
947,Product_Toys_0947,Toys,172.98,326,In Stock
948,Product_Sports_0948,Sports,300.62,349,In Stock
949,Product_Electronics_0949,Electronics,130.89,50,In Stock
950,Product_Electronics_0950,Electronics,220.35,88,In Stock
951,Product_Books_0951,Books,18.62,351,In Stock
952,Product_Beauty_0952,Beauty,75.18,360,In Stock
953,Product_Sports_0953,Sports,269.83,208,In Stock
954,Product_Clothing_0954,Clothing,88.09,306,In Stock
955,Product_Clothing_0955,Clothing,243.06,404,In Stock
956,Product_Books_0956,Books,20.14,196,In Stock
957,Product_Beauty_0957,Beauty,22.39,68,In Stock
958,Product_Sports_0958,Sports,189.66,72,In Stock
959,Product_Sports_0959,Sports,372.8,392,In Stock
960,Product_Sports_0960,Sports,190.74,395,In Stock
961,Product_Electronics_0961,Electronics,1622.38,88,In Stock
962,Product_Home & Garden_0962,Home & Garden,51.53,493,In Stock
963,Product_Sports_0963,Sports,134.44,96,In Stock
964,Product_Electronics_0964,Electronics,1810.36,31,Medium Stock
965,Product_Home & Garden_0965,Home & Garden,151.27,131,In Stock
966,Product_Sports_0966,Sports,357.21,156,In Stock
967,Product_Electronics_0967,Electronics,1391.31,58,In Stock
968,Product_Sports_0968,Sports,103.72,200,In Stock
969,Product_Home & Garden_0969,Home & Garden,58.3,276,In Stock
