transaction_id,customer_id,product_id,sales_rep_id,transaction_date,quantity,unit_price,discount_amount,total_amount,status,payment_method
TXN00000778,C000068,P000117,REP009,2025-01-25 11:43:35,3,195.47,2.84,583.56,completed,PayPal
TXN00000779,C000390,P000085,REP003,2024-12-26 11:43:35,8,142.07,46.8,1089.77,completed,Debit Card
TXN00000780,C000248,P000030,REP003,2025-02-21 11:43:35,9,337.81,443.61,2596.71,completed,Bank Transfer
TXN00000781,C000181,,REP011,2024-12-28 11:43:35,10,48.11,6.04,475.04,completed,Bank Transfer
TXN00000782,C000243,P000096,REP013,2025-01-27 11:43:35,7,283.9,134.42,1852.91,completed,Credit Card
TXN00000783,C000356,P000239,REP012,2025-04-01 11:43:35,2,61.15,15.95,106.35,completed,PayPal
TXN00000784,C000253,P000050,REP005,2025-01-05 11:43:35,10,512.23,55.07,5067.24,completed,PayPal
TXN00000785,C000132,P000218,REP001,2025-05-31 11:43:35,2,34.51,1.03,67.99,completed,PayPal
TXN00000786,C000119,P000171,REP004,2024-12-17 11:43:35,1,55.61,6.94,48.67,completed,Debit Card
TXN00000787,C000259,P000280,REP011,2025-06-26 11:43:35,3,62.13,21.87,164.53,completed,Bank Transfer
TXN00000788,C000332,P000049,REP012,2024-12-20 11:43:35,10,47.7,22.74,454.21,completed,Bank Transfer
TXN00000789,C000192,P000109,REP001,2025-02-10 11:43:35,1,18.75,0.7,18.05,completed,Cash
TXN00000790,C000304,P000087,REP013,2025-04-18 11:43:35,7,59.86,11.67,407.37,completed,Debit Card
TXN00000791,C000455,P000009,REP001,2025-01-20 11:43:35,9,116.07,120.76,923.89,completed,Credit Card
TXN00000792,C000349,P000196,REP006,2025-04-07 11:43:35,10,95.74,67.51,889.93,completed,Debit Card
TXN00000793,C000079,P000052,REP005,2025-05-14 11:43:35,6,30.12,3.5,177.22,completed,Credit Card
TXN00000794,C000194,P000063,REP004,2025-03-14 11:43:35,6,220.96,52.41,1273.38,completed,Bank Transfer
TXN00000795,C000049,P000017,REP005,2025-05-28 11:43:35,6,439.87,245.74,2393.5,completed,PayPal
TXN00000796,C000009,P000137,REP011,2025-03-29 11:43:35,6,0,91.88,832.52,completed,Cash
TXN00000797,C000124,P000099,REP015,2025-05-29 11:43:35,2,99.25,24.46,174.03,completed,Bank Transfer
TXN00000798,C000125,P000117,REP001,2025-04-03 11:43:35,2,195.19,18.65,371.73,completed,Bank Transfer
TXN00000799,C000082,P000230,REP004,2025-04-14 11:43:35,5,118.9,27.11,567.39,completed,Cash
TXN00000800,C000169,P000121,REP010,2025-03-27 11:43:35,7,110.21,96.59,674.9,completed,Debit Card
TXN00000801,C000475,P000086,REP002,2025-03-02 11:43:35,9,67.61,22.99,585.52,completed,Credit Card
TXN00000802,C000006,P000147,REP012,2025-04-16 11:43:35,1,239.09,33.06,206.03,completed,Debit Card
TXN00000803,C000002,P000146,REP007,2024-12-14 11:43:35,6,418.95,92.34,2421.36,completed,PayPal
TXN00000804,C000052,P000189,REP011,2025-03-24 11:43:35,10,211.04,162.6,1947.76,completed,Bank Transfer
TXN00000805,C000134,P000140,REP015,2025-01-05 11:43:35,9,479.28,236.99,4076.55,completed,Bank Transfer
TXN00000806,C000047,P000040,REP011,2025-01-21 11:43:35,9,56.22,74.16,431.84,completed,Cash
TXN00000807,C000477,P000071,REP009,2025-02-05 11:43:35,1,132.25,10.73,-121.52,completed,Bank Transfer
TXN00000808,,P000266,REP006,2025-01-13 11:43:35,1,166.73,1.54,165.19,completed,Debit Card
TXN00000809,C000002,P000013,REP008,2025-02-21 11:43:35,1,416.96,18.35,398.61,completed,Cash
TXN00000810,C000147,P000035,REP007,2025-02-21 11:43:35,8,83.62,61.93,607.07,completed,Cash
TXN00000811,C000016,P000082,REP008,2025-01-01 11:43:35,5,226.08,93.1,1037.28,completed,PayPal
TXN00000812,C000016,P000219,REP009,2025-02-09 11:43:35,7,39.12,37.3,236.57,completed,Credit Card
TXN00000813,C000096,P000155,REP012,2025-03-10 11:43:35,7,528.82,417.66,3284.06,completed,Credit Card
TXN00000814,C000459,P000244,REP003,2025-04-28 11:43:35,1,189.98,26.76,163.22,completed,Debit Card
TXN00000815,C000390,P000200,REP004,2025-02-09 11:43:35,2,54.53,7.12,101.95,completed,Bank Transfer
TXN00000816,C000300,P000137,REP009,2025-04-13 11:43:35,4,154.2,14.56,602.23,completed,Bank Transfer
TXN00000817,C000328,P000280,REP007,2025-03-01 11:43:35,7,61.64,58.82,372.63,completed,Bank Transfer
TXN00000818,C000197,P000067,REP014,2025-04-16 11:43:35,10,35.8,32.55,325.42,completed,Bank Transfer
TXN00000819,C000399,P000256,REP005,2025-01-03 11:43:35,10,25.84,24.47,233.88,completed,Cash
TXN00000820,C000399,P000244,REP002,2025-04-02 11:43:35,2,200.51,6.36,394.65,completed,Credit Card
TXN00000821,C000439,P000089,REP015,2025-05-02 11:43:35,4,526.4,221.55,1884.06,completed,Credit Card
TXN00000822,C000392,P000244,REP004,2024-12-07 11:43:35,6,190.54,93.86,1049.4,completed,PayPal
TXN00000823,C000178,P000079,REP011,2024-12-08 11:43:35,10,757.34,206.81,7366.64,completed,Debit Card
TXN00000824,C000316,P000277,REP004,2025-03-12 11:43:35,3,58.08,23.8,150.45,completed,PayPal
TXN00000825,C000345,P000001,REP009,2025-05-05 11:43:35,6,212.78,45.96,1230.71,completed,PayPal
TXN00000826,C000206,P000220,REP004,2024-12-29 11:43:35,5,807.31,265.77,3770.79,completed,Debit Card
TXN00000827,C000415,P000082,REP010,2025-05-12 11:43:35,1,242.42,29.05,213.37,completed,Debit Card
TXN00000828,C000320,P000106,REP010,2025-03-17 11:43:35,5,78.24,50.94,340.26,completed,PayPal
TXN00000829,C000468,P000267,REP006,2025-03-16 11:43:35,10,35.37,42.05,311.61,completed,PayPal
TXN00000830,C000258,P000275,REP012,2025-01-07 11:43:35,2,157.4,30.13,284.67,completed,Bank Transfer
TXN00000831,C000453,P000087,REP015,2025-03-19 11:43:35,1,62.46,2.5,59.96,completed,PayPal
TXN00000832,C000417,P000295,REP011,2025-03-31 11:43:35,6,15.06,6.45,83.89,completed,Cash
TXN00000833,C000326,P000287,REP002,2025-04-18 11:43:35,4,10.69,3.13,39.63,completed,Debit Card
TXN00000834,C000472,P000250,REP013,2024-12-07 11:43:35,6,25.27,18.36,133.27,completed,Cash
TXN00000835,C000383,P000246,REP003,2025-02-26 11:43:35,5,385.54,100.98,1826.7,completed,PayPal
TXN00000836,C000332,P000159,REP015,2025-01-14 11:43:35,7,214.66,25.95,1476.65,completed,Debit Card
TXN00000837,C000194,P000022,REP008,2025-04-21 11:43:35,1,12.35,0.5,11.85,completed,Debit Card
TXN00000838,C000316,P000291,REP012,2025-05-31 11:43:35,1,265.89,35.54,230.35,completed,Bank Transfer
TXN00000839,C000173,P000243,REP002,2025-05-15 11:43:35,5,0,26.45,163.13,completed,Bank Transfer
TXN00000840,C000148,P000158,REP002,2025-02-11 11:43:35,1,191.45,25.77,165.68,completed,Credit Card
TXN00000841,C000019,P000158,REP009,2025-02-11 11:43:35,9,189.42,88.66,1616.11,completed,Cash
TXN00000842,C000189,P000050,REP015,2025-03-29 11:43:35,6,508.51,388.44,2662.65,completed,Bank Transfer
TXN00000843,C000157,P000280,REP012,2024-12-14 11:43:35,4,57.36,14.44,215.02,completed,Cash
TXN00000844,C000423,P000007,REP005,2025-01-20 11:43:35,7,309.89,228.96,1940.24,completed,Bank Transfer
TXN00000845,C000225,P000239,REP015,2025-04-09 11:43:35,7,56.22,34.77,358.8,completed,Bank Transfer
TXN00000846,C000180,P000070,REP008,2025-02-25 11:43:35,5,240.17,125.38,1075.48,completed,Cash
TXN00000847,C000321,P000194,REP015,2025-01-22 11:43:35,6,11.93,3.58,68.03,completed,Debit Card
TXN00000848,C000373,P000037,REP011,2025-04-09 11:43:35,5,300.26,155.55,1345.75,completed,Debit Card
TXN00000849,C000244,P000022,REP012,2025-02-15 11:43:35,1,11.71,1.52,10.19,completed,Debit Card
TXN00000850,C000289,P000080,REP013,2025-04-17 11:43:35,4,536.66,251.75,1894.9,completed,Cash
TXN00000851,C000477,P000074,REP010,2024-12-26 11:43:35,5,159.49,2.95,794.5,completed,Debit Card
TXN00000852,C000419,P000291,REP010,2024-12-25 11:43:35,2,258.82,59.84,457.8,completed,Credit Card
TXN00000853,C000065,P000198,REP006,2024-12-19 11:43:35,1,70.36,1.41,68.95,completed,PayPal
TXN00000854,C000301,P000235,REP010,2025-01-13 11:43:35,1,20.94,1.53,19.41,completed,Credit Card
TXN00000855,C000147,P000149,REP011,2025-03-06 11:43:35,4,26.15,13.86,90.72,completed,Credit Card
TXN00000856,C000162,P000199,REP014,2025-05-06 11:43:35,7,205.56,49.53,1389.39,completed,Credit Card
TXN00000857,C000088,P000279,REP004,2025-06-01 11:43:35,5,242.16,149.68,1061.1,completed,Cash
TXN00000858,C000294,P000039,REP012,2025-04-26 11:43:35,5,48.5,2.37,240.15,completed,Cash
TXN00000859,C000408,P000232,REP011,2025-01-01 11:43:35,8,166.72,155.63,1178.12,completed,Bank Transfer
TXN00000860,C000376,P000003,REP015,2025-03-15 11:43:35,3,162.09,23.6,462.68,completed,Credit Card
TXN00000861,,P000047,REP013,2025-03-02 11:43:35,2,261.31,38.67,483.94,completed,Cash
TXN00000862,C000147,P000138,REP015,2024-12-14 11:43:35,4,84.77,16.9,322.19,completed,Debit Card
TXN00000863,C000305,P000252,REP010,2025-01-29 11:43:35,10,143.13,184.83,1246.46,completed,Debit Card
TXN00000864,C000189,P000241,REP002,2025-01-22 11:43:35,6,184.3,21.66,1084.12,completed,Cash
TXN00000865,C000216,P000214,REP009,2025-02-20 11:43:35,5,276.03,129.04,1251.09,completed,Credit Card
TXN00000866,C000350,P000136,REP006,2025-03-24 11:43:35,2,192.64,39.22,346.06,completed,PayPal
TXN00000867,C000088,P000091,REP003,2024-12-15 11:43:35,2,30.08,5.68,54.48,completed,Debit Card
TXN00000868,C000038,P000066,REP015,2025-03-08 11:43:35,5,126.9,39.17,595.34,completed,Debit Card
TXN00000869,C000416,P000088,REP005,2025-05-04 11:43:35,3,132.3,0.16,396.75,completed,Bank Transfer
TXN00000870,C000214,P000237,REP012,2025-01-04 11:43:35,3,680.14,73.08,1967.34,completed,Debit Card
TXN00000871,C000010,P000061,REP012,2024-12-28 11:43:35,4,734.15,416.89,2519.73,completed,Cash
TXN00000872,C000373,P000247,REP012,2025-02-17 11:43:35,8,283.97,168.16,2103.57,completed,Credit Card
TXN00000873,C000361,P000118,REP009,2024-12-09 11:43:35,7,20.86,13.03,133.01,completed,Credit Card
TXN00000874,C000033,P000127,REP013,2024-12-09 11:43:35,9,137.78,44.16,1195.82,completed,Cash
TXN00000875,C000340,P000159,REP001,2024-12-11 11:43:35,1,190.7,19.56,171.14,completed,Credit Card
TXN00000876,C000144,P000004,REP015,2025-03-13 11:43:35,2,87.23,4.18,170.28,completed,Bank Transfer
TXN00000877,C000287,P000223,REP005,2025-01-13 11:43:35,10,162.23,89.65,1532.68,completed,Credit Card
TXN00000878,C000076,P000271,REP002,2025-04-02 11:43:35,5,771.08,548.87,3306.51,completed,Debit Card
TXN00000879,C000165,P000249,REP004,2025-05-04 11:43:35,8,55.97,53.17,394.58,completed,Bank Transfer
TXN00000880,C000018,P000067,REP009,2024-12-28 11:43:35,-4,34.23,2.96,31.27,completed,Bank Transfer
TXN00000881,C000114,P000251,REP015,2025-05-23 11:43:35,1,56.6,4.39,52.21,completed,Cash
TXN00000882,C000307,P000295,REP003,2025-03-12 11:43:35,5,13.78,8.57,60.32,completed,Credit Card
TXN00000883,C000341,P000042,REP011,2025-03-08 11:43:35,7,188.0,31.24,1284.76,completed,Credit Card
TXN00000884,C000090,P000160,REP012,2025-04-19 11:43:35,9,59.73,66.31,471.22,completed,Bank Transfer
TXN00000885,C000380,P000166,REP014,2025-04-07 11:43:35,5,514.46,26.95,2545.35,completed,Debit Card
TXN00000886,C000055,P000296,REP006,2025-01-20 11:43:35,1,58.86,4.33,54.53,completed,Credit Card
TXN00000887,C000049,P000037,REP011,2025-01-24 11:43:35,3,300.93,64.15,838.65,completed,Debit Card
TXN00000888,C000452,P000137,REP003,2025-01-09 11:43:35,10,146.81,71.28,1396.78,completed,Debit Card
TXN00000889,C000490,P000279,REP005,2025-05-20 11:43:35,3,258.18,48.66,725.88,completed,Bank Transfer
TXN00000890,C000068,P000064,REP009,2025-05-21 11:43:35,4,144.47,66.52,511.34,completed,Debit Card
TXN00000891,C000110,P000016,REP002,2025-04-18 11:43:35,5,161.93,117.48,692.18,completed,Cash
TXN00000892,C000077,P000263,REP015,2025-05-23 11:43:35,3,301.01,46.15,856.89,completed,PayPal
TXN00000893,C000061,P000023,REP008,2025-03-04 11:43:35,5,67.38,19.76,317.15,completed,Bank Transfer
TXN00000894,C000245,P000100,REP009,2025-05-17 11:43:35,3,137.72,40.22,372.93,completed,Cash
TXN00000895,C000099,,REP008,2024-12-29 11:43:35,8,131.5,150.96,901.04,completed,PayPal
TXN00000896,C000128,P000076,REP009,2025-04-14 11:43:35,10,154.06,74.14,1466.44,completed,Bank Transfer
TXN00000897,C000006,P000295,REP005,2025-02-28 11:43:35,5,15.31,9.59,66.97,completed,Cash
TXN00000898,C000321,P000188,REP012,2025-02-09 11:43:35,9,260.7,259.45,2086.89,completed,Debit Card
TXN00000899,C000037,P000054,REP005,2025-03-24 11:43:35,3,170.57,72.37,439.35,completed,Credit Card
TXN00000900,C000059,P000071,REP008,2025-04-02 11:43:35,2,126.28,11.67,240.88,completed,Bank Transfer
TXN00000901,C000356,P000039,REP009,2024-12-15 11:43:35,4,47.84,22.21,169.15,completed,Cash
TXN00000902,C000042,P000220,REP014,2025-02-05 11:43:35,7,738.84,665.36,4506.53,completed,Cash
TXN00000903,C000150,P000172,REP012,2025-02-18 11:43:35,10,782.9,534.53,7294.49,completed,Cash
TXN00000904,C000039,P000160,REP014,2024-12-08 11:43:35,9,53.59,4.07,478.25,completed,Cash
TXN00000905,C000384,P000192,REP002,2025-02-23 11:43:35,8,118.64,42.95,906.18,completed,Debit Card
TXN00000906,C000377,P000148,REP003,2024-12-16 11:43:35,8,451.19,383.31,3226.19,completed,PayPal
TXN00000907,C000111,P000087,REP013,2025-01-31 11:43:35,2,55.1,16.12,94.08,completed,Debit Card
TXN00000908,C000185,P000023,REP009,2025-03-23 11:43:35,8,66.1,10.87,517.96,completed,PayPal
TXN00000909,C000126,P000182,REP001,2024-12-24 11:43:35,8,99.78,47.0,751.26,completed,PayPal
TXN00000910,C000451,P000076,REP005,2025-01-01 11:43:35,4,149.45,27.83,569.99,completed,Debit Card
TXN00000911,C000179,P000292,REP001,2025-03-09 11:43:35,9,54.32,5.71,483.18,completed,Debit Card
TXN00000912,C000090,P000004,REP001,2025-03-21 11:43:35,10,77.34,45.79,727.57,completed,PayPal
TXN00000913,C000037,P000260,REP003,2025-01-26 11:43:35,4,21.52,2.12,83.94,completed,PayPal
TXN00000914,C000175,P000037,REP004,2025-01-24 11:43:35,10,277.72,242.15,2535.01,completed,Credit Card
TXN00000915,C000240,P000116,REP009,2025-05-27 11:43:35,5,55.75,21.95,256.81,completed,Debit Card
TXN00000916,C000276,P000216,REP006,2024-12-21 11:43:35,3,119.87,33.43,326.17,completed,Debit Card
TXN00000917,C000227,P000127,REP001,2025-04-19 11:43:35,4,121.34,59.58,425.79,completed,Credit Card
TXN00000918,C000033,P000212,REP004,2025-03-15 11:43:35,9,79.57,67.66,648.46,completed,PayPal
TXN00000919,C000245,P000282,REP012,2024-12-13 11:43:35,5,148.17,89.17,651.66,completed,Credit Card
TXN00000920,C000435,P000258,REP007,2024-12-16 11:43:35,10,67.39,9.81,664.06,completed,PayPal
TXN00000921,C000340,P000040,REP011,2025-03-22 11:43:35,2,55.66,1.54,109.77,completed,Credit Card
TXN00000922,C000218,P000272,REP009,2025-05-06 11:43:35,10,260.35,103.09,2500.42,completed,Debit Card
TXN00000923,C000227,P000171,REP007,2025-01-09 11:43:35,2,61.76,3.06,120.46,completed,Cash
TXN00000924,C000389,P000177,REP011,2024-12-27 11:43:35,9,153.97,39.76,1345.98,completed,Credit Card
TXN00000925,C000235,P000279,REP005,2025-03-19 11:43:35,7,238.73,40.35,1630.79,completed,Bank Transfer
TXN00000926,C000377,P000054,REP006,2025-04-02 11:43:35,2,165.12,11.61,318.63,completed,Bank Transfer
TXN00000927,C000380,P000030,REP009,2025-05-25 11:43:35,8,339.01,282.01,2430.05,completed,Cash
TXN00000928,C000316,P000156,REP009,2025-03-06 11:43:35,4,132.4,18.76,510.84,completed,PayPal
TXN00000929,C000178,P000156,REP004,2025-05-01 11:43:35,8,140.36,29.93,1092.95,completed,PayPal
TXN00000930,C000171,P000290,REP014,2024-12-20 11:43:35,5,27.49,1.16,136.3,completed,Credit Card
TXN00000931,C000004,P000179,REP004,2025-05-10 11:43:35,4,230.71,115.55,807.3,completed,Bank Transfer
TXN00000932,C000326,P000066,REP007,2025-01-25 11:43:35,8,113.25,24.78,881.21,completed,Debit Card
TXN00000933,C000465,P000020,REP014,2025-02-11 11:43:35,9,130.99,163.3,1015.58,completed,Credit Card
TXN00000934,C000099,P000119,REP009,2025-01-23 11:43:35,6,599.31,148.83,3447.02,completed,Cash
TXN00000935,C000219,P000234,REP005,2025-01-10 11:43:35,8,26.86,16.18,198.71,completed,PayPal
TXN00000936,C000130,P000188,REP005,2025-01-22 11:43:35,2,279.0,69.33,488.68,completed,Debit Card
TXN00000937,C000219,P000109,REP001,2024-12-09 11:43:35,8,18.81,5.01,145.44,completed,Bank Transfer
TXN00000938,C000001,P000248,REP006,2025-05-26 11:43:35,10,11.45,0.57,113.91,completed,Debit Card
TXN00000939,C000235,P000091,REP009,2025-03-07 11:43:35,7,28.24,8.25,189.45,completed,Credit Card
TXN00000940,C000010,P000204,REP015,2025-05-07 11:43:35,7,20.16,6.06,135.05,completed,PayPal
TXN00000941,C000284,P000256,REP001,2025-01-14 11:43:35,1,28.24,3.78,24.46,completed,PayPal
TXN00000942,C000260,P000082,REP002,2025-05-03 11:43:35,4,239.58,96.51,861.81,completed,Debit Card
TXN00000943,C000166,P000144,REP004,2025-04-20 11:43:35,2,57.29,7.45,107.12,completed,Credit Card
TXN00000944,C000233,P000125,REP009,2025-01-09 11:43:35,6,162.16,11.87,961.07,completed,Credit Card
TXN00000945,C000206,P000098,REP008,2025-02-16 11:43:35,10,266.43,33.0,2631.29,completed,PayPal
TXN00000946,C000378,P000149,REP012,2025-02-05 11:43:35,3,23.66,9.2,61.79,completed,Cash
TXN00000947,C000261,P000144,REP004,2025-01-05 11:43:35,2,65.92,19.09,112.75,completed,Debit Card
TXN00000948,C000466,P000151,REP013,2025-03-29 11:43:35,5,104.98,42.9,481.99,completed,Debit Card
TXN00000949,C000317,P000294,REP012,2025-05-19 11:43:35,9,370.94,274.64,3063.81,completed,PayPal
TXN00000950,C000148,P000044,REP006,2025-05-06 11:43:35,4,26.14,11.14,93.44,completed,Credit Card
TXN00000951,C000089,P000285,REP011,2025-04-05 11:43:35,5,185.45,115.59,811.65,completed,Cash
TXN00000952,C000137,P000238,REP010,2025-01-29 11:43:35,8,94.65,106.02,651.16,completed,Bank Transfer
TXN00000953,C000468,P000267,REP014,2025-03-14 11:43:35,10,33.27,23.88,308.86,completed,PayPal
TXN00000954,C000202,P000236,REP008,2025-05-18 11:43:35,5,46.83,18.99,215.17,completed,Bank Transfer
TXN00000955,C000163,P000138,REP010,2025-01-17 11:43:35,5,83.08,36.72,378.66,completed,Cash
TXN00000956,C000093,P000075,REP014,2025-02-10 11:43:35,4,278.27,73.64,1039.44,completed,Bank Transfer
TXN00000957,C000392,P000143,REP007,2025-01-25 11:43:35,6,121.75,34.37,696.16,completed,PayPal
TXN00000958,C000185,P000291,REP014,2025-02-28 11:43:35,5,261.23,109.32,1196.81,completed,Credit Card
TXN00000959,C000048,P000272,REP002,2025-02-13 11:43:35,8,244.05,206.02,1746.41,completed,Debit Card
TXN00000960,C000271,P000162,REP004,2025-05-04 11:43:35,3,107.45,3.05,319.3,completed,Cash
TXN00000961,C000444,P000236,REP009,2025-01-20 11:43:35,5,47.29,26.7,209.77,completed,Credit Card
TXN00000962,C000086,P000022,REP005,2025-05-04 11:43:35,9,11.47,14.25,88.97,completed,Debit Card
TXN00000963,C000249,P000176,REP001,2025-02-07 11:43:35,8,38.5,5.37,302.65,completed,Bank Transfer
TXN00000964,C000276,P000174,REP003,2025-03-15 11:43:35,6,58.65,8.73,343.17,completed,Credit Card
TXN00000965,C000366,P000105,REP006,2024-12-21 11:43:35,10,201.1,125.06,1885.97,completed,Credit Card
TXN00000966,C000238,P000152,REP004,2025-02-11 11:43:35,7,167.1,38.35,1131.34,completed,Credit Card
TXN00000967,C000146,P000079,REP007,2025-04-14 11:43:35,2,739.6,68.67,1410.54,completed,Bank Transfer
TXN00000968,C000414,P000242,REP005,2025-05-18 11:43:35,3,20.73,1.82,60.37,completed,Debit Card
TXN00000969,C000166,P000224,REP005,2025-05-19 11:43:35,5,28.9,8.45,136.04,completed,Credit Card
TXN00000970,C000133,P000173,REP012,2025-04-08 11:43:35,3,31.58,4.7,90.05,completed,Cash
TXN00000971,C000182,P000123,REP005,2025-04-17 11:43:35,9,601.97,686.12,4731.57,completed,Credit Card
TXN00000972,C000288,P000129,REP002,2024-12-29 11:43:35,-1,11.01,0.65,32.38,completed,Bank Transfer
TXN00000973,C000213,P000217,REP002,2025-01-21 11:43:35,3,265.33,40.62,755.36,completed,Cash
TXN00000974,C000329,P000271,REP013,2025-05-04 11:43:35,7,758.67,474.05,4836.64,completed,PayPal
TXN00000975,C000389,P000139,REP012,2025-05-10 11:43:35,10,146.88,110.33,1358.43,completed,Credit Card
TXN00000976,C000137,P000230,REP013,2025-03-08 11:43:35,1,109.32,4.88,104.44,completed,PayPal
TXN00000977,C000167,P000008,REP006,2025-01-04 11:43:35,8,618.91,59.71,4891.59,completed,Bank Transfer
TXN00000978,C000195,P000166,,2025-01-15 11:43:35,2,529.89,25.77,1034.01,completed,Debit Card
TXN00000979,C000201,P000045,REP011,2024-12-16 11:43:35,2,721.0,171.93,1270.06,completed,PayPal
TXN00000980,C000345,P000035,REP009,2025-05-25 11:43:35,9,90.65,2.93,812.92,completed,Debit Card
TXN00000981,C000466,P000200,REP004,2025-02-23 11:43:35,8,53.27,14.38,411.76,completed,PayPal
TXN00000982,C000134,P000205,REP008,2025-01-15 11:43:35,10,53.29,26.16,506.73,completed,Bank Transfer
TXN00000983,C000014,P000285,REP013,2024-12-05 11:43:35,2,185.66,40.64,330.68,completed,Debit Card
TXN00000984,C000225,P000236,REP005,2025-03-10 11:43:35,4,48.79,28.68,166.48,completed,PayPal
TXN00000985,C000345,P000283,REP009,2025-05-02 11:43:35,9,42.02,6.25,371.93,completed,Cash
TXN00000986,C000124,P000289,REP007,2025-02-10 11:43:35,6,27.96,24.04,143.71,completed,PayPal
TXN00000987,C000316,P000013,REP010,2025-02-12 11:43:35,2,385.46,102.33,668.58,completed,PayPal
TXN00000988,C000339,P000033,REP011,2025-04-04 11:43:35,7,489.18,114.74,3309.54,completed,PayPal
TXN00000989,C000335,P000222,REP014,2025-05-13 11:43:35,7,29.55,6.54,200.28,completed,Bank Transfer
TXN00000990,C000006,P000192,REP010,2025-03-26 11:43:35,6,128.8,27.75,745.05,completed,Cash
TXN00000991,C000484,P000120,REP011,2025-02-14 11:43:35,4,57.51,9.18,220.84,completed,Credit Card
TXN00000992,C000422,P000143,REP012,2025-01-19 11:43:35,10,140.16,48.38,1353.21,completed,Credit Card
TXN00000993,C000336,P000087,REP009,2025-03-12 11:43:35,6,60.42,8.13,354.4,completed,Credit Card
TXN00000994,C000425,P000180,REP014,2025-02-18 11:43:35,2,302.29,34.67,569.9,completed,Bank Transfer
TXN00000995,C000067,P000267,REP002,2025-05-14 11:43:35,7,36.85,29.79,228.19,completed,Bank Transfer
TXN00000996,C000439,P000064,REP003,2024-12-15 11:43:35,1,0,10.35,126.56,completed,Cash
TXN00000997,C000264,P000114,REP009,2024-12-24 11:43:35,10,432.96,528.9,3800.69,completed,Debit Card
TXN00000998,C000095,P000027,REP013,2025-01-03 11:43:35,7,565.34,243.48,3713.92,completed,Bank Transfer
TXN00000999,C000182,P000044,REP010,2025-03-26 11:43:35,7,24.9,1.9,172.38,completed,Debit Card
TXN00001000,C000190,P000213,REP012,2025-04-07 11:43:35,3,31.51,6.3,88.23,completed,Debit Card
TXN00001001,C000429,P000170,REP013,2025-01-04 11:43:35,2,31.93,7.6,56.26,completed,Cash
TXN00001002,C000080,P000087,REP001,2025-04-29 11:43:35,9,63.38,43.68,526.7,completed,Credit Card
TXN00001003,C000408,P000124,REP004,2025-04-21 11:43:35,2,83.22,23.51,142.93,completed,Cash
TXN00001004,C000026,P000072,REP005,2024-12-20 11:43:35,6,81.48,65.44,423.42,completed,PayPal
TXN00001005,C000011,P000225,REP014,2025-03-28 11:43:35,8,164.69,185.27,1132.29,completed,Debit Card
TXN00001006,C000179,P000089,REP009,2025-04-22 11:43:35,8,589.76,67.64,4650.44,completed,Debit Card
TXN00001007,C000496,P000005,REP002,2025-01-23 11:43:35,2,81.96,19.11,144.81,completed,Debit Card
TXN00001008,C000222,P000171,REP013,2025-05-06 11:43:35,1,54.08,6.6,47.48,completed,Debit Card
TXN00001009,C000164,P000216,REP008,2025-03-04 11:43:35,9,134.34,151.65,1057.38,completed,Cash
TXN00001010,C000047,P000195,REP015,2025-05-12 11:43:35,9,24.64,15.01,206.78,completed,Debit Card
TXN00001011,C000192,P000274,REP008,2025-04-23 11:43:35,7,280.64,179.69,1784.79,completed,Bank Transfer
TXN00001012,C000233,P000289,REP004,2025-05-31 11:43:35,9,25.79,12.73,219.4,completed,PayPal
TXN00001013,C000124,P000177,REP014,2025-03-13 11:43:35,9,162.17,123.51,1336.01,completed,Bank Transfer
TXN00001014,C000268,P000010,REP013,2024-12-31 11:43:35,10,717.43,529.75,6644.51,completed,Credit Card
TXN00001015,C000025,P000257,REP005,2025-04-03 11:43:35,6,54.18,45.7,279.39,completed,PayPal
TXN00001016,C000174,P000275,REP009,2025-02-17 11:43:35,3,157.19,14.32,-457.26,completed,Bank Transfer
TXN00001017,C000309,P000080,REP008,2025-05-19 11:43:35,6,492.26,107.38,2846.16,completed,Debit Card
TXN00001018,C000482,P000041,REP014,2025-05-10 11:43:35,9,50.47,42.42,411.84,completed,Debit Card
TXN00001019,C000408,P000239,REP004,2025-02-19 11:43:35,2,59.91,14.45,105.37,completed,Bank Transfer
TXN00001020,C000114,P000230,REP004,2025-01-07 11:43:35,5,105.31,2.45,524.09,completed,Cash
TXN00001021,C000468,P000281,REP005,2024-12-11 11:43:35,9,64.41,23.88,555.82,completed,Cash
TXN00001022,C000188,P000180,REP007,2025-01-15 11:43:35,6,303.95,92.15,1731.53,completed,Debit Card
TXN00001023,C000451,P000217,REP002,2024-12-29 11:43:35,10,223.15,49.31,2182.23,completed,Debit Card
TXN00001024,C000337,P000066,REP002,2025-04-15 11:43:35,10,134.21,2.31,1339.76,completed,Bank Transfer
TXN00001025,C000473,P000076,REP008,2024-12-24 11:43:35,9,150.41,18.11,1335.58,completed,Credit Card
TXN00001026,C000183,P000143,REP010,2025-04-27 11:43:35,2,144.34,41.84,246.85,completed,Credit Card
TXN00001027,C000414,P000085,REP006,2025-05-23 11:43:35,4,136.31,27.27,517.97,completed,Bank Transfer
TXN00001028,C000167,P000173,REP014,2024-12-05 11:43:35,10,30.49,31.2,273.71,completed,Bank Transfer
TXN00001029,C000377,P000062,REP010,2025-01-26 11:43:35,10,9.41,1.02,93.13,completed,Credit Card
