transaction_id,customer_id,amount,transaction_date,merchant_category,transaction_type,location,is_fraud
TXN02552,CUST022,217.84,2024-03-09 19:39:53,GROCERY,CREDIT,UNKNOWN,0
TXN02553,CUST025,109.13,2024-02-27 21:10:43,RESTAURANT,DEBIT,FLORIDA,0
TXN02554,CUST050,339.75,2024-02-16 16:56:38,HOTEL,CREDIT,NEVADA,0
TXN02555,CUST049,137.6,2024-01-05 15:48:43,CLOTHING,DEBIT,ARIZONA,0
TXN02556,CUST004,1910.17,2024-03-15 10:04:52,JEWELRY,DEBIT,HAWAII,0
TXN02557,CUST043,93.69,2024-03-11 14:03:06,PHARMACY,DEBIT,MICHIGAN,0
TXN02558,CUST035,316.73,2024-03-11 16:34:10,ONLINE,DEBIT,UTAH,0
TXN02559,CUST039,175.88,2024-02-22 09:26:53,RESTAURANT,DEBIT,COLORADO,0
TXN02560,CUST016,323.34,2024-02-27 21:12:24,ELECTRONICS,DEBIT,TEXAS,0
TXN02561,CUST046,25.78,2024-01-09 15:35:08,COFFEE_SHOP,CREDIT,WASHINGTON,0
TXN02562,CUST050,77.02,2024-03-18 08:44:26,GAS_STATION,DEBIT,UNKNOWN,0
TXN02563,CUST009,1726.16,2024-03-08 11:23:36,JEWELRY,CREDIT,ILLINOIS,1
TXN02564,CUST169,318.4,2024-01-25 19:21:41,GROCERY,DEBIT,NEW_YORK,0
TXN02565,CUST003,487.17,2024-03-30 12:18:22,HOTEL,DEBIT,TEXAS,0
TXN02566,CUST036,149.59,2024-02-15 22:17:47,HOTEL,DEBIT,NEW_YORK,0
TXN02567,CUST021,70.11,2024-02-25 08:39:48,GAS_STATION,DEBIT,NEW_YORK,0
TXN02568,CUST048,896.7,2024-02-24 13:29:21,JEWELRY,CREDIT,HAWAII,0
TXN02569,CUST014,697.06,2024-03-13 09:26:46,ELECTRONICS,DEBIT,COLORADO,0
TXN02570,CUST112,944.52,2024-02-23 17:33:28,ELECTRONICS,CREDIT,ILLINOIS,0
TXN02571,CUST020,85.13,2024-02-16 08:57:36,GAS_STATION,DEBIT,UNKNOWN,0
TXN02572,CUST035,1012.45,2024-02-17 09:13:28,ELECTRONICS,DEBIT,UNKNOWN,0
TXN02573,CUST005,212.41,2024-02-03 14:18:22,GROCERY,CREDIT,MICHIGAN,0
TXN02574,CUST045,28.35,2024-03-15 18:25:34,PHARMACY,DEBIT,MICHIGAN,0
TXN02575,CUST030,2091.72,2024-03-29 12:55:48,JEWELRY,DEBIT,OREGON,1
TXN02576,CUST033,227.8,2024-02-04 18:14:04,CLOTHING,CREDIT,MONTANA,0
TXN02577,CUST003,630.84,2024-01-15 08:29:06,ELECTRONICS,DEBIT,ARIZONA,0
TXN02578,CUST014,243.44,2024-02-14 14:56:28,GROCERY,DEBIT,ILLINOIS,0
TXN02579,CUST033,34.12,2024-02-20 15:06:49,COFFEE_SHOP,CREDIT,OREGON,0
TXN02580,CUST031,268.08,2024-03-17 09:29:10,GAS_STATION,CREDIT,MICHIGAN,1
TXN02581,CUST039,3529.54,2024-03-24 15:33:50,ONLINE,DEBIT,WASHINGTON,1
TXN02582,CUST005,344.98,2024-02-27 20:26:07,HOTEL,CREDIT,CALIFORNIA,0
TXN02583,CUST033,273.22,2024-01-22 12:19:44,HOTEL,DEBIT,OREGON,0
TXN02584,CUST104,312.12,2024-02-12 21:51:40,ATM,CREDIT,NEVADA,0
TXN02585,CUST005,545.64,2024-02-08 10:15:37,GROCERY,DEBIT,UNKNOWN,1
TXN02586,CUST033,127.26,2024-03-02 12:30:07,GAS_STATION,DEBIT,HAWAII,0
TXN02587,CUST030,1475.53,2024-02-11 17:05:24,HOTEL,DEBIT,ARIZONA,1
TXN02588,CUST073,759.79,2024-01-24 20:06:01,HOTEL,DEBIT,HAWAII,1
TXN02589,CUST011,467.65,2024-01-06 13:39:24,HOTEL,CREDIT,UNKNOWN,0
TXN02590,CUST041,53.45,2024-01-22 20:08:55,CLOTHING,DEBIT,ARIZONA,0
TXN02591,CUST013,228.34,2024-03-25 08:11:44,ATM,DEBIT,CALIFORNIA,0
TXN02592,CUST191,3102.43,2024-01-06 20:58:04,JEWELRY,DEBIT,TEXAS,1
TXN02593,CUST030,74.17,2024-02-08 20:50:50,GROCERY,DEBIT,WASHINGTON,0
TXN02594,CUST013,351.54,2024-03-08 19:57:13,ELECTRONICS,DEBIT,OREGON,0
TXN02595,CUST125,102.42,2024-03-26 19:45:19,RESTAURANT,DEBIT,UTAH,0
TXN02596,CUST046,200.86,2024-02-13 12:28:51,PHARMACY,DEBIT,COLORADO,1
TXN02597,CUST002,27.52,2024-01-25 16:57:20,PHARMACY,DEBIT,WASHINGTON,0
TXN02598,CUST065,33.8,2024-02-03 14:53:30,COFFEE_SHOP,CREDIT,NEVADA,0
TXN02599,CUST001,458.42,2024-03-01 08:44:52,ELECTRONICS,DEBIT,OREGON,0
TXN02600,CUST080,157.29,2024-01-01 15:31:56,CLOTHING,DEBIT,MICHIGAN,0
TXN02601,CUST004,67.28,2024-03-14 10:02:25,GAS_STATION,DEBIT,MONTANA,0
TXN02602,CUST044,768.81,2024-03-07 19:56:03,JEWELRY,DEBIT,HAWAII,0
TXN02603,CUST166,1232.37,2024-03-04 19:17:09,ATM,DEBIT,CALIFORNIA,1
TXN02604,CUST002,143.95,2024-03-18 08:06:21,GAS_STATION,DEBIT,WASHINGTON,0
TXN02605,CUST025,348.4,2024-01-28 19:17:01,PHARMACY,DEBIT,MONTANA,1
TXN02606,CUST028,258.27,2024-01-11 09:17:04,HOTEL,DEBIT,COLORADO,0
TXN02607,CUST031,71.35,2024-02-06 08:29:02,PHARMACY,DEBIT,COLORADO,0
TXN02608,CUST030,1180.65,2024-02-14 14:14:00,ONLINE,CREDIT,UNKNOWN,1
TXN02609,CUST037,148.64,2024-01-25 15:56:35,ONLINE,DEBIT,CALIFORNIA,0
TXN02610,CUST028,489.7,2024-01-27 19:35:30,HOTEL,DEBIT,MICHIGAN,0
TXN02611,CUST044,2368.06,2024-01-13 16:55:08,ONLINE,CREDIT,ARIZONA,1
TXN02612,CUST009,76.77,2024-01-11 20:18:26,GAS_STATION,DEBIT,NEVADA,0
TXN02613,CUST001,25.05,2024-02-25 20:03:13,COFFEE_SHOP,DEBIT,NEW_YORK,0
TXN02614,CUST061,39.71,2024-03-13 21:39:02,GAS_STATION,DEBIT,MONTANA,0
TXN02615,CUST009,30.32,2024-01-08 11:24:38,RESTAURANT,DEBIT,ILLINOIS,0
TXN02616,CUST038,48.22,2024-03-08 08:10:06,ATM,DEBIT,UTAH,0
TXN02617,CUST014,193.35,2024-02-19 18:08:25,GROCERY,DEBIT,WASHINGTON,0
TXN02618,CUST001,4820.73,2024-01-21 15:48:15,ONLINE,DEBIT,UNKNOWN,1
TXN02619,CUST014,289.7,2024-02-21 16:38:20,CLOTHING,DEBIT,TEXAS,0
TXN02620,CUST027,735.19,2024-02-18 14:27:13,ONLINE,DEBIT,MONTANA,0
TXN02621,CUST015,136.77,2024-01-07 12:27:22,ATM,CREDIT,UTAH,0
TXN02622,CUST004,4725.45,2024-01-19 16:22:53,ONLINE,DEBIT,HAWAII,1
TXN02623,CUST193,29.36,2024-01-07 11:35:22,PHARMACY,DEBIT,UNKNOWN,0
TXN02624,CUST066,136.12,2024-01-16 15:57:54,ONLINE,DEBIT,ARIZONA,0
TXN02625,CUST022,1872.67,2024-03-05 12:54:27,JEWELRY,DEBIT,TEXAS,0
TXN02626,CUST081,126.88,2024-03-20 10:24:38,GAS_STATION,DEBIT,HAWAII,0
TXN02627,CUST012,121.23,2024-01-04 13:15:37,GAS_STATION,DEBIT,HAWAII,0
TXN02628,CUST013,187.03,2024-02-06 19:44:33,RESTAURANT,CREDIT,OREGON,1
TXN02629,CUST004,449.43,2024-03-24 16:58:44,HOTEL,DEBIT,COLORADO,0
TXN02630,CUST010,59.12,2024-01-05 08:06:02,CLOTHING,DEBIT,COLORADO,0
TXN02631,CUST005,80.74,2024-03-22 20:55:36,PHARMACY,CREDIT,UTAH,0
TXN02632,CUST007,83.53,2024-03-11 13:49:22,RESTAURANT,DEBIT,UNKNOWN,0
TXN02633,CUST013,500.98,2024-02-14 19:27:47,JEWELRY,CREDIT,HAWAII,0
TXN02634,CUST105,936.5,2024-01-20 18:07:10,JEWELRY,CREDIT,ARIZONA,0
TXN02635,CUST005,684.3,2024-01-23 19:55:57,ONLINE,DEBIT,HAWAII,0
TXN02636,CUST015,29.67,2024-02-09 14:18:49,CLOTHING,DEBIT,OREGON,0
TXN02637,CUST151,198.64,2024-02-08 15:17:23,ATM,DEBIT,OREGON,0
TXN02638,CUST031,166.27,2024-02-26 13:11:05,RESTAURANT,DEBIT,ARIZONA,0
TXN02639,CUST034,1102.1,2024-02-06 12:05:43,ELECTRONICS,DEBIT,COLORADO,0
TXN02640,CUST186,113.18,2024-03-06 13:37:02,RESTAURANT,DEBIT,NEW_YORK,0
TXN02641,CUST020,4215.5,2024-01-28 15:19:06,ELECTRONICS,DEBIT,MICHIGAN,1
TXN02642,CUST194,64.14,2024-02-16 21:02:30,RESTAURANT,DEBIT,ARIZONA,0
TXN02643,CUST009,52.41,2024-01-22 21:01:51,PHARMACY,DEBIT,WASHINGTON,0
TXN02644,CUST046,115.45,2024-02-21 09:20:28,CLOTHING,CREDIT,UTAH,0
TXN02645,CUST007,957.92,2024-03-11 13:56:04,JEWELRY,DEBIT,TEXAS,0
TXN02646,CUST023,29.03,2024-02-06 14:31:36,COFFEE_SHOP,CREDIT,OREGON,0
TXN02647,CUST098,385.99,2024-01-26 09:41:31,ONLINE,DEBIT,FLORIDA,0
TXN02648,CUST029,49.81,2024-01-19 15:30:13,COFFEE_SHOP,DEBIT,UNKNOWN,0
TXN02649,CUST041,365.0,2024-02-05 15:48:05,ATM,DEBIT,MONTANA,0
TXN02650,CUST001,38.84,2024-03-22 14:07:37,COFFEE_SHOP,CREDIT,CALIFORNIA,0
TXN02651,CUST050,145.4,2024-02-18 10:55:58,ATM,CREDIT,OREGON,0
TXN02652,CUST036,536.97,2024-03-09 21:02:15,ONLINE,DEBIT,HAWAII,1
TXN02653,CUST033,30.12,2024-01-14 22:57:49,PHARMACY,DEBIT,MONTANA,0
TXN02654,CUST001,795.66,2024-01-29 19:01:31,ONLINE,DEBIT,WASHINGTON,0
TXN02655,CUST014,36.69,2024-03-21 11:45:40,ATM,CREDIT,FLORIDA,0
TXN02656,CUST107,46.42,2024-02-07 21:47:27,CLOTHING,DEBIT,MICHIGAN,0
TXN02657,CUST012,248.67,2024-01-10 11:13:55,ATM,CREDIT,HAWAII,0
TXN02658,CUST025,123.35,2024-03-02 08:51:27,GAS_STATION,DEBIT,ARIZONA,0
TXN02659,CUST001,252.39,2024-01-01 13:44:57,CLOTHING,DEBIT,MICHIGAN,0
TXN02660,CUST049,27.29,2024-02-19 20:58:12,ONLINE,DEBIT,ILLINOIS,0
TXN02661,CUST013,14.37,2024-01-09 08:14:53,COFFEE_SHOP,CREDIT,CALIFORNIA,0
TXN02662,CUST102,32.07,2024-02-02 21:20:04,PHARMACY,DEBIT,NEVADA,0
TXN02663,CUST024,426.69,2024-02-01 19:18:50,ONLINE,DEBIT,FLORIDA,0
TXN02664,CUST154,579.19,2024-01-01 16:35:34,GROCERY,CREDIT,MICHIGAN,1
TXN02665,CUST156,5.02,2024-02-25 22:49:00,COFFEE_SHOP,DEBIT,UNKNOWN,0
TXN02666,CUST033,115.36,2024-03-29 17:54:39,GAS_STATION,CREDIT,MONTANA,0
TXN02667,CUST047,26.55,2024-03-09 19:44:47,COFFEE_SHOP,DEBIT,COLORADO,0
TXN02668,CUST027,283.41,2024-03-09 14:06:10,GROCERY,DEBIT,NEW_YORK,0
TXN02669,CUST007,761.4,2024-02-16 18:10:05,HOTEL,DEBIT,UNKNOWN,1
TXN02670,CUST047,700.7,2024-02-08 16:29:55,ELECTRONICS,DEBIT,HAWAII,0
TXN02671,CUST024,670.76,2024-01-26 21:05:36,CLOTHING,DEBIT,ARIZONA,1
TXN02672,CUST025,1821.2,2024-03-17 10:39:58,JEWELRY,DEBIT,MONTANA,0
TXN02673,CUST045,54.46,2024-02-06 09:30:55,PHARMACY,DEBIT,TEXAS,0
TXN02674,CUST024,353.0,2024-01-29 18:43:02,HOTEL,DEBIT,FLORIDA,0
TXN02675,CUST098,3116.98,2024-01-17 17:15:01,ONLINE,CREDIT,UTAH,1
TXN02676,CUST036,83.82,2024-02-27 20:49:26,GAS_STATION,CREDIT,WASHINGTON,0
TXN02677,CUST020,2527.68,2024-02-03 14:01:17,JEWELRY,DEBIT,ILLINOIS,1
TXN02678,CUST043,165.45,2024-02-07 21:05:55,RESTAURANT,CREDIT,ARIZONA,0
TXN02679,CUST026,1116.85,2024-01-11 15:24:59,ELECTRONICS,DEBIT,NEW_YORK,0
TXN02680,CUST017,5.68,2024-03-25 13:53:35,COFFEE_SHOP,DEBIT,NEW_YORK,0
TXN02681,CUST013,3632.77,2024-03-20 20:50:07,ONLINE,DEBIT,UTAH,1
TXN02682,CUST030,135.82,2024-01-21 16:17:07,GAS_STATION,DEBIT,WASHINGTON,0
TXN02683,CUST012,62.93,2024-02-17 09:59:44,PHARMACY,DEBIT,UNKNOWN,0
TXN02684,CUST108,13.07,2024-01-15 18:50:17,PHARMACY,DEBIT,OREGON,0
TXN02685,CUST003,5.41,2024-03-14 12:14:59,COFFEE_SHOP,DEBIT,WASHINGTON,0
TXN02686,CUST047,494.46,2024-03-17 14:17:08,ATM,DEBIT,COLORADO,0
TXN02687,CUST134,620.09,2024-01-20 16:10:28,ONLINE,DEBIT,MONTANA,0
TXN02688,CUST050,479.49,2024-02-26 21:54:22,GAS_STATION,DEBIT,ARIZONA,1
TXN02689,CUST025,1143.15,2024-03-05 11:38:20,JEWELRY,CREDIT,CALIFORNIA,0
TXN02690,CUST038,72.4,2024-03-27 11:17:21,PHARMACY,DEBIT,COLORADO,0
TXN02691,CUST150,84.39,2024-03-28 19:11:47,ONLINE,CREDIT,MONTANA,0
TXN02692,CUST016,174.77,2024-03-30 14:50:56,CLOTHING,CREDIT,WASHINGTON,0
TXN02693,CUST019,42.74,2024-01-30 09:35:59,PHARMACY,DEBIT,NEW_YORK,0
TXN02694,CUST047,44.47,2024-01-27 09:05:11,COFFEE_SHOP,DEBIT,OREGON,0
TXN02695,CUST017,4304.72,2024-01-30 17:18:53,ELECTRONICS,DEBIT,TEXAS,1
TXN02696,CUST045,58.17,2024-03-19 17:47:17,PHARMACY,CREDIT,TEXAS,0
TXN02697,CUST011,51.25,2024-02-20 15:39:17,PHARMACY,DEBIT,WASHINGTON,0
TXN02698,CUST086,356.68,2024-03-20 20:52:03,CLOTHING,DEBIT,UTAH,0
TXN02699,CUST008,214.68,2024-01-08 20:40:36,HOTEL,CREDIT,CALIFORNIA,0
TXN02700,CUST030,415.01,2024-03-18 17:24:06,HOTEL,DEBIT,ILLINOIS,0
TXN02701,CUST049,103.15,2024-01-06 18:35:02,GAS_STATION,DEBIT,CALIFORNIA,0
TXN02702,CUST188,62.36,2024-02-18 21:24:00,PHARMACY,DEBIT,MICHIGAN,0
TXN02703,CUST039,4786.83,2024-01-15 16:07:53,ONLINE,DEBIT,NEVADA,1
TXN02704,CUST028,154.53,2024-03-07 12:03:24,RESTAURANT,DEBIT,CALIFORNIA,0
TXN02705,CUST039,42.48,2024-01-17 19:02:00,COFFEE_SHOP,DEBIT,CALIFORNIA,0
TXN02706,CUST004,4619.56,2024-03-11 10:10:16,ELECTRONICS,CREDIT,UNKNOWN,1
TXN02707,CUST055,78.45,2024-01-22 13:55:16,PHARMACY,DEBIT,NEW_YORK,0
TXN02708,CUST019,384.45,2024-01-23 15:29:27,CLOTHING,DEBIT,TEXAS,0
TXN02709,CUST035,25.36,2024-02-06 09:50:44,PHARMACY,CREDIT,MICHIGAN,0
TXN02710,CUST042,1768.09,2024-03-09 20:57:52,JEWELRY,DEBIT,NEVADA,0
TXN02711,CUST014,427.92,2024-02-21 09:48:55,ATM,CREDIT,NEVADA,0
TXN02712,CUST020,332.65,2024-03-21 11:24:14,HOTEL,DEBIT,FLORIDA,0
TXN02713,CUST007,72.04,2024-01-18 10:03:52,RESTAURANT,CREDIT,COLORADO,0
TXN02714,CUST047,897.16,2024-03-05 22:02:49,CLOTHING,CREDIT,COLORADO,1
TXN02715,CUST032,169.87,2024-02-14 10:19:05,RESTAURANT,DEBIT,UTAH,0
TXN02716,CUST137,223.02,2024-02-17 12:35:44,CLOTHING,DEBIT,MONTANA,1
TXN02717,CUST106,1387.83,2024-03-08 18:34:50,ELECTRONICS,CREDIT,ILLINOIS,1
TXN02718,CUST168,1249.63,2024-03-21 21:08:34,ELECTRONICS,DEBIT,NEVADA,0
TXN02719,CUST013,1212.66,2024-02-13 14:52:18,JEWELRY,DEBIT,ILLINOIS,0
TXN02720,CUST034,108.64,2024-03-25 20:33:54,GAS_STATION,DEBIT,TEXAS,0
TXN02721,CUST022,90.18,2024-01-10 20:23:05,HOTEL,DEBIT,TEXAS,0
TXN02722,CUST040,1060.29,2024-01-08 20:31:40,JEWELRY,CREDIT,HAWAII,0
TXN02723,CUST004,1411.08,2024-02-29 16:33:19,HOTEL,DEBIT,WASHINGTON,1
TXN02724,CUST014,176.03,2024-02-09 09:11:25,RESTAURANT,CREDIT,UNKNOWN,0
TXN02725,CUST176,67.22,2024-01-21 14:24:24,GROCERY,DEBIT,WASHINGTON,0
TXN02726,CUST134,5007.03,2024-03-29 12:34:38,ELECTRONICS,DEBIT,TEXAS,1
TXN02727,CUST001,446.26,2024-03-13 11:14:09,HOTEL,CREDIT,WASHINGTON,0
TXN02728,CUST048,24.87,2024-01-10 19:42:57,PHARMACY,CREDIT,OREGON,0
TXN02729,CUST026,90.92,2024-02-07 21:44:32,RESTAURANT,DEBIT,MONTANA,0
TXN02730,CUST065,174.35,2024-02-04 22:36:50,CLOTHING,DEBIT,HAWAII,0
TXN02731,CUST027,36.44,2024-02-17 18:15:57,GAS_STATION,DEBIT,TEXAS,0
TXN02732,CUST042,100.79,2024-01-23 11:20:57,GAS_STATION,DEBIT,FLORIDA,0
TXN02733,CUST046,132.06,2024-03-24 15:39:14,GAS_STATION,CREDIT,NEVADA,0
TXN02734,CUST027,1247.65,2024-02-18 12:09:19,ELECTRONICS,DEBIT,FLORIDA,0
TXN02735,CUST033,441.19,2024-02-04 14:35:57,HOTEL,DEBIT,NEW_YORK,0
TXN02736,CUST042,1100.25,2024-01-16 10:52:06,HOTEL,DEBIT,NEW_YORK,1
TXN02737,CUST022,70.22,2024-03-14 14:13:01,GAS_STATION,DEBIT,ARIZONA,0
TXN02738,CUST037,1701.65,2024-01-06 16:04:15,JEWELRY,DEBIT,COLORADO,0
TXN02739,CUST043,317.32,2024-01-14 11:13:14,CLOTHING,DEBIT,TEXAS,0
TXN02740,CUST060,1181.64,2024-02-20 22:51:09,ELECTRONICS,DEBIT,ILLINOIS,1
TXN02741,CUST008,162.4,2024-01-15 20:51:38,ATM,DEBIT,MONTANA,0
TXN02742,CUST198,95.89,2024-01-19 19:20:28,PHARMACY,CREDIT,HAWAII,0
TXN02743,CUST046,195.75,2024-01-08 17:34:31,GROCERY,DEBIT,MONTANA,0
TXN02744,CUST167,475.01,2024-01-10 14:24:22,ONLINE,DEBIT,MICHIGAN,0
TXN02745,CUST028,342.83,2024-02-15 12:05:27,GROCERY,CREDIT,FLORIDA,0
TXN02746,CUST020,899.97,2024-03-01 20:05:35,ONLINE,CREDIT,WASHINGTON,1
TXN02747,CUST004,446.23,2024-01-10 12:17:52,JEWELRY,DEBIT,COLORADO,0
TXN02748,CUST091,206.04,2024-02-14 08:14:28,GROCERY,CREDIT,UNKNOWN,0
TXN02749,CUST064,1531.6,2024-01-16 22:12:48,ONLINE,CREDIT,FLORIDA,1
TXN02750,CUST007,315.95,2024-02-10 21:04:56,GROCERY,DEBIT,TEXAS,0
TXN02751,CUST046,500.65,2024-02-28 13:04:40,ELECTRONICS,CREDIT,UNKNOWN,0
TXN02752,CUST008,252.97,2024-02-12 19:25:01,ATM,DEBIT,COLORADO,0
TXN02753,CUST040,25.11,2024-03-07 16:02:33,COFFEE_SHOP,CREDIT,MICHIGAN,0
TXN02754,CUST041,189.88,2024-03-14 11:41:06,GROCERY,CREDIT,NEW_YORK,0
TXN02755,CUST025,85.53,2024-03-14 16:38:40,GAS_STATION,DEBIT,MICHIGAN,0
TXN02756,CUST041,2630.72,2024-03-05 22:38:20,ONLINE,DEBIT,UNKNOWN,1
TXN02757,CUST008,32.58,2024-03-24 16:08:32,PHARMACY,DEBIT,NEW_YORK,0
TXN02758,CUST020,69.82,2024-02-27 08:25:24,CLOTHING,DEBIT,ILLINOIS,0
TXN02759,CUST009,170.14,2024-01-08 21:28:12,CLOTHING,DEBIT,MICHIGAN,0
TXN02760,CUST022,2209.83,2024-01-28 13:13:08,ONLINE,DEBIT,NEW_YORK,1
TXN02761,CUST019,466.79,2024-01-18 13:06:44,HOTEL,DEBIT,COLORADO,0
TXN02762,CUST016,1792.39,2024-02-26 22:32:55,JEWELRY,DEBIT,MONTANA,1
TXN02763,CUST003,823.86,2024-01-31 19:53:05,ELECTRONICS,DEBIT,WASHINGTON,0
TXN02764,CUST032,1248.92,2024-01-19 10:02:35,ELECTRONICS,DEBIT,HAWAII,0
TXN02765,CUST003,42.22,2024-03-07 20:53:27,COFFEE_SHOP,CREDIT,MICHIGAN,0
TXN02766,CUST148,260.97,2024-03-17 10:54:24,GROCERY,CREDIT,WASHINGTON,0
TXN02767,CUST034,65.16,2024-03-20 22:20:38,GROCERY,CREDIT,COLORADO,0
TXN02768,CUST042,166.82,2024-01-29 22:41:37,CLOTHING,CREDIT,ARIZONA,0
TXN02769,CUST041,60.56,2024-02-01 08:15:03,RESTAURANT,DEBIT,CALIFORNIA,0
TXN02770,CUST007,722.61,2024-02-10 22:49:17,RESTAURANT,DEBIT,ILLINOIS,1
TXN02771,CUST025,355.03,2024-01-19 16:50:33,ELECTRONICS,CREDIT,UNKNOWN,0
TXN02772,CUST029,35.66,2024-01-10 16:11:31,PHARMACY,CREDIT,OREGON,0
TXN02773,CUST039,1261.84,2024-03-20 17:13:55,JEWELRY,DEBIT,FLORIDA,0
TXN02774,CUST047,1120.38,2024-02-09 13:46:59,ELECTRONICS,CREDIT,UNKNOWN,0
TXN02775,CUST117,1774.39,2024-03-20 15:02:28,JEWELRY,DEBIT,CALIFORNIA,0
TXN02776,CUST031,43.22,2024-03-21 13:09:22,GAS_STATION,DEBIT,ARIZONA,0
TXN02777,CUST011,51.98,2024-03-16 16:02:45,GROCERY,CREDIT,ARIZONA,0
TXN02778,CUST018,216.72,2024-02-21 20:16:54,PHARMACY,DEBIT,MICHIGAN,1
TXN02779,CUST050,224.19,2024-01-18 21:30:16,ATM,DEBIT,MONTANA,0
TXN02780,CUST178,5097.06,2024-02-24 17:54:09,JEWELRY,DEBIT,ARIZONA,1
TXN02781,CUST022,215.88,2024-03-01 22:11:00,HOTEL,DEBIT,OREGON,0
TXN02782,CUST022,39.92,2024-02-22 16:34:14,COFFEE_SHOP,CREDIT,COLORADO,0
TXN02783,CUST168,120.95,2024-03-18 21:33:51,ATM,DEBIT,COLORADO,0
TXN02784,CUST003,91.1,2024-01-06 17:51:51,PHARMACY,DEBIT,ILLINOIS,0
TXN02785,CUST003,2358.94,2024-02-19 11:36:16,ONLINE,DEBIT,ILLINOIS,1
TXN02786,CUST042,320.34,2024-03-25 13:26:21,ELECTRONICS,DEBIT,TEXAS,0
TXN02787,CUST005,1419.46,2024-03-03 15:02:55,ELECTRONICS,DEBIT,MICHIGAN,0
TXN02788,CUST011,1341.04,2024-02-18 19:14:41,JEWELRY,DEBIT,NEVADA,0
TXN02789,CUST037,44.83,2024-03-13 15:56:54,COFFEE_SHOP,DEBIT,ARIZONA,0
TXN02790,CUST010,308.46,2024-02-09 14:39:13,GROCERY,DEBIT,HAWAII,0
TXN02791,CUST004,95.57,2024-02-12 20:26:09,PHARMACY,DEBIT,NEW_YORK,0
TXN02792,CUST070,147.3,2024-03-25 16:43:48,GAS_STATION,CREDIT,UNKNOWN,0
TXN02793,CUST124,185.89,2024-01-01 22:05:50,GROCERY,DEBIT,NEVADA,0
TXN02794,CUST070,1854.44,2024-02-19 15:38:35,JEWELRY,DEBIT,HAWAII,0
TXN02795,CUST014,204.63,2024-01-20 08:39:48,ONLINE,DEBIT,ARIZONA,0
TXN02796,CUST014,332.46,2024-03-30 17:53:23,ONLINE,DEBIT,OREGON,0
TXN02797,CUST158,246.96,2024-02-19 20:37:14,GROCERY,DEBIT,UTAH,0
TXN02798,CUST064,62.45,2024-02-15 12:56:58,PHARMACY,DEBIT,MONTANA,0
TXN02799,CUST180,65.25,2024-01-11 16:20:43,PHARMACY,CREDIT,HAWAII,0
TXN02800,CUST012,2547.14,2024-01-28 19:41:15,ELECTRONICS,DEBIT,UNKNOWN,1
TXN02801,CUST004,48.93,2024-03-16 08:50:37,COFFEE_SHOP,DEBIT,MICHIGAN,0
TXN02802,CUST105,58.66,2024-01-05 13:14:08,PHARMACY,DEBIT,CALIFORNIA,0
TXN02803,CUST017,322.19,2024-02-08 09:02:19,CLOTHING,DEBIT,MICHIGAN,0
TXN02804,CUST047,761.92,2024-03-25 14:18:09,JEWELRY,DEBIT,OREGON,0
TXN02805,CUST083,388.72,2024-03-18 11:34:27,ATM,DEBIT,CALIFORNIA,0
TXN02806,CUST050,145.56,2024-01-16 17:42:47,GAS_STATION,CREDIT,OREGON,0
TXN02807,CUST029,237.29,2024-03-22 10:05:42,ATM,DEBIT,ARIZONA,0
TXN02808,CUST028,205.12,2024-02-06 16:38:19,ATM,CREDIT,OREGON,0
TXN02809,CUST050,79.25,2024-01-30 13:17:56,GAS_STATION,CREDIT,ILLINOIS,0
TXN02810,CUST018,101.2,2024-03-21 09:01:31,GAS_STATION,DEBIT,ILLINOIS,0
TXN02811,CUST029,202.48,2024-01-09 16:15:39,CLOTHING,DEBIT,UTAH,1
TXN02812,CUST011,29.83,2024-03-16 10:30:44,PHARMACY,DEBIT,UNKNOWN,0
TXN02813,CUST090,38.06,2024-03-06 20:31:52,CLOTHING,DEBIT,MONTANA,0
TXN02814,CUST088,392.21,2024-02-16 11:33:28,ONLINE,DEBIT,UNKNOWN,0
TXN02815,CUST044,22.42,2024-01-14 16:39:21,RESTAURANT,DEBIT,ARIZONA,0
TXN02816,CUST125,96.35,2024-02-28 09:11:46,HOTEL,DEBIT,ARIZONA,0
TXN02817,CUST049,143.53,2024-01-22 11:31:11,GAS_STATION,DEBIT,TEXAS,0
TXN02818,CUST023,448.36,2024-02-29 21:03:28,GAS_STATION,CREDIT,NEW_YORK,1
TXN02819,CUST007,13.81,2024-02-21 18:13:35,COFFEE_SHOP,DEBIT,UNKNOWN,0
TXN02820,CUST150,330.96,2024-01-07 19:55:01,RESTAURANT,DEBIT,TEXAS,1
TXN02821,CUST041,94.9,2024-03-24 19:57:32,GAS_STATION,DEBIT,CALIFORNIA,0
TXN02822,CUST036,314.83,2024-01-05 12:00:03,ATM,DEBIT,TEXAS,0
TXN02823,CUST009,252.88,2024-03-07 16:51:03,GROCERY,CREDIT,FLORIDA,0
TXN02824,CUST155,38.07,2024-03-14 16:26:23,PHARMACY,CREDIT,NEVADA,0
TXN02825,CUST020,174.47,2024-03-11 13:28:56,CLOTHING,DEBIT,UTAH,0
TXN02826,CUST003,173.37,2024-01-12 14:31:36,RESTAURANT,CREDIT,MICHIGAN,0
TXN02827,CUST005,304.77,2024-01-12 11:50:50,ATM,DEBIT,COLORADO,0
TXN02828,CUST087,828.43,2024-03-22 09:30:22,ELECTRONICS,DEBIT,MICHIGAN,0
