transaction_id,order_id,customer_id,product_id,product_name,category,quantity,unit_price,item_total,discount_amount,discount_percent,tax_amount,final_total,transaction_date,transaction_time,store_id,store_location,sales_channel,sales_person,payment_method,customer_rating,is_return,notes
TXN-000129,ORD-817640,,SPRT-002,Dumbbells,Sports,1,49.81,49.81,0,0,3.98,53.79,2025-06-17,14:18:36,STR-005,"Phoenix, AZ",Mobile App,,Google Pay,3,False,
TXN-000130,ORD-824979,280,CLTH-001,Cotton T-Shirt,Clothing,-1,21.06,0,0,0,0.0,0.0,2025-05-27,04:24:13,STR-009,"Dallas, TX",Online,,Debit Card,,False,
TXN-000131,ORD-907469,610,CLTH-005,Baseball Cap,Clothing,2,27.3,54.6,7.39,13.5,3.78,50.99,2025-06-06,02:47:48,STR-004,"Houston, TX",Mobile App,Pamela Johnson,Credit Card,,False,So imagine fact condition either push.
TXN-000132,ORD-265147,381,ELEC-004,Laptop Charger,Electronics,4,48.26,193.04,0,0,15.44,208.48,2025-06-03,04:13:25,STR-005,"Phoenix, AZ",Phone Order,Tracy Russell,PayPal,,False,
TXN-000133,ORD-447151,174,SPRT-001,Yoga Mat,Sports,3,39.76,119.28,11.0,9.2,8.66,116.94,2025-05-26,02:11:07,STR-005,"Phoenix, AZ",Phone Order,Daniel Reynolds,Google Pay,,False,
TXN-000134,ORD-148863,670,BOOK-005,Art History Book,Books,4,47.98,191.92,0,0,15.35,207.27,2025-05-22,11:00:22,STR-005,"Phoenix, AZ",In-Store,Joseph Johnson,Cash,2,False,
TXN-000135,ORD-791810,657,BOOK-001,Python Programming Book,Books,3,39.96,119.88,0,0,9.59,129.47,2025-05-28,23:38:06,STR-009,"Dallas, TX",Phone Order,Brian Miller,Google Pay,,False,
TXN-000136,ORD-562918,913,HOME-005,Desk Lamp,Home & Garden,4,39.21,156.84,0,0,12.55,169.39,2025-05-30,15:26:40,STR-005,"Phoenix, AZ",Online,Patrick Harris MD,Google Pay,2,False,
TXN-000137,ORD-813947,19,SPRT-002,Dumbbells,Sports,1,60.31,60.31,8.55,14.2,4.14,55.9,2025-05-23,00:35:23,STR-005,"Phoenix, AZ",In-Store,Kevin Perez,Cash,,False,
TXN-000138,ORD-385488,228,CLTH-004,Winter Jacket,Clothing,3,147.49,442.47,91.77,20.7,28.06,378.76,2025-05-30,09:20:23,STR-010,"San Jose, CA",Phone Order,Courtney Adkins,Apple Pay,,False,
TXN-000139,ORD-163681,348,BOOK-005,Art History Book,Books,1,44.58,44.58,0,0,3.57,48.15,2025-05-27,04:58:07,STR-003,"Chicago, IL",Online,,Credit Card,,False,
TXN-000140,ORD-396512,160,ELEC-002,Smartphone Case,Electronics,5,23.59,117.95,27.13,23.0,7.27,98.09,2025-05-31,13:43:01,STR-008,"San Diego, CA",In-Store,Julie Davis,Google Pay,,False,
TXN-000141,ORD-562870,914,BOOK-001,Python Programming Book,Books,1,36.12,36.12,0,0,2.89,39.01,2025-06-10,05:04:25,STR-009,"Dallas, TX",Mobile App,,PayPal,4,False,Building lot audience production ago.
TXN-000142,ORD-915307,259,BOOK-004,Business Strategy Guide,Books,1,35.8,35.8,0,0,2.86,38.66,2025-06-03,09:32:21,STR-010,"San Jose, CA",In-Store,Kelsey Norris,Apple Pay,,False,
TXN-000143,ORD-631585,125,SPRT-005,Water Bottle,Sports,4,19.63,78.52,12.76,16.3,5.26,71.02,2025-05-26,00:00:55,STR-010,"San Jose, CA",Phone Order,Lucas Salinas,PayPal,,False,
TXN-000144,ORD-974952,,CLTH-005,Baseball Cap,Clothing,1,27.51,27.51,4.81,17.5,1.82,24.52,2025-05-22,03:43:53,STR-005,"Phoenix, AZ",Online,,Google Pay,,False,
TXN-000145,ORD-611449,291,HOME-002,Garden Hose,Home & Garden,-1,32.79,0,0,0,0.0,0.0,2025-06-08,09:26:25,STR-005,"Phoenix, AZ",In-Store,Jaime Davis,Google Pay,3,False,
TXN-000146,ORD-965313,834,BOOK-001,Python Programming Book,Books,3,37.81,113.43,0,0,9.07,122.5,2025-06-05,02:38:08,STR-008,"San Diego, CA",In-Store,Peter Potter,Credit Card,,False,Provide company both record edge.
TXN-000147,ORD-952944,135,BOOK-004,Business Strategy Guide,Books,2,31.01,62.02,7.17,11.6,4.39,59.24,2025-05-27,04:25:58,STR-004,"Houston, TX",In-Store,Thomas Johnson,Apple Pay,,False,
TXN-000148,ORD-836998,80,HOME-002,Garden Hose,Home & Garden,4,33.4,133.6,0,0,10.69,144.29,2025-07-05,01:30:26,STR-001,"New York, NY",Online,Tracy Sanchez,Cash,3,False,
TXN-000149,ORD-856429,696,SPRT-002,Dumbbells,Sports,1,64.0,64.0,0,0,5.12,69.12,2025-05-23,16:42:11,STR-001,"New York, NY",Online,,PayPal,5,False,
TXN-000150,ORD-677506,569,ELEC-002,Smartphone Case,Electronics,5,20.21,101.05,17.8,17.6,6.66,89.91,2025-05-17,19:02:19,STR-004,"Houston, TX",Mobile App,,Google Pay,,True,
TXN-000151,ORD-836880,658,SPRT-005,Water Bottle,Sports,1,16.01,16.01,3.56,22.2,1.0,13.45,2025-05-14,02:24:52,STR-009,"Dallas, TX",In-Store,Kenneth Martin,Google Pay,1,False,
TXN-000047,ORD-920823,696,CLTH-002,Jeans,Clothing,3,58.48,175.44,0,0,14.04,189.48,2025-05-24,05:46:34,STR-006,"Philadelphia, PA",Online,Michael Moyer,Gift Card,,False,
TXN-000153,,287,SPRT-002,Dumbbells,Sports,4,63.62,254.48,0,0,20.36,274.84,2025-05-30,02:15:25,STR-010,"San Jose, CA",Phone Order,Carolyn Ryan,Google Pay,,False,
TXN-000154,ORD-994209,443,SPRT-005,Water Bottle,Sports,3,16.89,50.67,0,0,4.05,54.72,2025-06-10,14:30:56,STR-002,"Los Angeles, CA",Mobile App,,PayPal,,False,
TXN-000155,ORD-183388,300,BOOK-005,Art History Book,Books,4,59.88,239.52,0,0,19.16,258.68,2025-05-18,14:19:14,STR-006,"Philadelphia, PA",Phone Order,Stephen Robinson,PayPal,5,False,
TXN-000156,ORD-792897,603,BOOK-003,Mystery Novel,Books,5,14.26,71.3,0,0,5.7,77.0,2025-05-16,19:30:27,STR-009,"Dallas, TX",Phone Order,Robin Stout,Cash,,False,
TXN-000157,ORD-201294,896,SPRT-002,Dumbbells,Sports,5,63.26,316.3,45.31,14.3,21.68,292.67,2025-05-27,09:00:45,STR-004,"Houston, TX",Online,John Gaines,Credit Card,,False,
TXN-000158,ORD-984679,974,ELEC-001,Wireless Headphones,Electronics,1,70.45,70.45,0,0,5.64,76.09,2025-05-20,09:29:35,STR-002,"Los Angeles, CA",Mobile App,,Google Pay,1,False,
TXN-000159,ORD-592921,941,SPRT-001,Yoga Mat,Sports,1,41.41,41.41,7.68,18.5,2.7,36.43,2025-05-25,20:05:14,STR-008,"San Diego, CA",Online,,Apple Pay,4,False,
TXN-000160,ORD-208787,331,BOOK-003,Mystery Novel,Books,5,0,0,0.0,0,0.0,0.0,2025-07-03,13:45:47,STR-001,"New York, NY",Phone Order,Chase Martinez,Cash,,False,
TXN-000161,ORD-372055,454,ELEC-002,Smartphone Case,Electronics,2,24.49,48.98,0,0,3.92,52.9,2025-06-07,02:41:27,STR-009,"Dallas, TX",In-Store,Juan Neal,Google Pay,,False,
TXN-000162,ORD-182456,189,BOOK-003,Mystery Novel,Books,5,16.42,82.1,0,0,6.57,88.67,2025-05-16,14:54:59,STR-004,"Houston, TX",In-Store,Jose Gibson,Cash,,False,
TXN-000163,ORD-126186,293,CLTH-001,Cotton T-Shirt,Clothing,5,17.51,87.55,0,0,7.0,94.55,2025-05-23,06:25:06,STR-007,"San Antonio, TX",Phone Order,Christopher Singh,Credit Card,,False,
TXN-000164,ORD-140073,438,CLTH-003,Running Shoes,Clothing,2,88.04,176.08,0,0,14.09,190.17,2025-05-27,21:23:16,STR-002,"Los Angeles, CA",In-Store,Rita Martin,Google Pay,,False,
TXN-000165,ORD-181589,706,SPRT-005,Water Bottle,Sports,3,21.14,63.42,0,0,5.07,68.49,2025-05-21,15:58:36,STR-009,"Dallas, TX",Phone Order,Michelle Dickerson,Gift Card,1,False,
TXN-000166,ORD-178698,716,HOME-001,Coffee Maker,Home & Garden,2,97.1,194.2,0,0,15.54,209.74,2025-06-06,08:29:53,STR-008,"San Diego, CA",Online,,PayPal,,False,
TXN-000167,ORD-117372,975,SPRT-005,Water Bottle,Sports,3,20.09,60.27,0,0,4.82,65.09,2025-06-08,12:14:14,STR-002,"Los Angeles, CA",Mobile App,,PayPal,,False,Moment that standard involve eat.
TXN-000168,ORD-550557,840,CLTH-001,Cotton T-Shirt,Clothing,5,17.45,87.25,0,0,6.98,94.23,2025-05-19,07:09:56,STR-004,"Houston, TX",Mobile App,,Cash,,False,
TXN-000169,ORD-104163,440,ELEC-004,Laptop Charger,Electronics,5,45.91,229.55,54.37,23.7,14.01,189.19,2025-05-18,02:49:41,STR-004,"Houston, TX",In-Store,Joshua Davis,Credit Card,,False,Knowledge worker condition water.
TXN-000170,ORD-510629,451,SPRT-002,Dumbbells,Sports,2,60.03,120.06,0,0,9.6,129.66,2025-05-19,04:15:55,STR-008,"San Diego, CA",Mobile App,,Cash,,False,Series democratic side.
TXN-000171,ORD-722336,831,ELEC-003,Bluetooth Speaker,Electronics,1,107.55,107.55,0,0,8.6,116.15,2025-06-06,11:27:46,STR-003,"Chicago, IL",Phone Order,Wayne Terry,Credit Card,5,False,
TXN-000172,ORD-536331,89,BOOK-002,Cookbook,Books,1,20.14,20.14,0,0,1.61,21.75,2025-06-05,04:09:33,STR-008,"San Diego, CA",Mobile App,,Debit Card,,False,
TXN-000173,ORD-607883,527,SPRT-002,Dumbbells,Sports,1,57.88,57.88,11.6,20.0,3.7,49.98,2025-05-19,18:03:20,STR-006,"Philadelphia, PA",Phone Order,Allen Butler,Credit Card,2,False,
TXN-000174,ORD-496482,699,BOOK-001,Python Programming Book,Books,3,38.59,115.77,0,0,9.26,125.03,2025-06-02,22:45:09,STR-009,"Dallas, TX",In-Store,Denise Adams,Apple Pay,,False,
TXN-000175,ORD-925010,947,CLTH-002,Jeans,Clothing,4,56.73,226.92,0,0,18.15,245.07,2025-06-07,21:05:00,STR-003,"Chicago, IL",In-Store,Ryan Schmidt,Credit Card,2,False,Because quickly what us option father.
TXN-000176,ORD-588116,611,CLTH-003,Running Shoes,Clothing,2,91.02,182.04,32.35,17.8,11.98,161.67,2025-06-10,03:35:12,STR-001,"New York, NY",In-Store,Sara French,PayPal,2,False,
TXN-000177,ORD-713832,493,CLTH-003,Running Shoes,Clothing,4,96.48,385.92,0,0,30.87,416.79,2025-05-31,04:43:26,STR-001,"New York, NY",In-Store,Benjamin Nelson,Google Pay,,False,
TXN-000178,ORD-511986,730,ELEC-004,Laptop Charger,Electronics,1,43.09,43.09,0,0,3.45,46.54,2025-05-16,05:41:57,STR-010,"San Jose, CA",In-Store,Alicia Salinas,Credit Card,,False,
TXN-000179,ORD-349474,439,ELEC-005,USB Cable,Electronics,3,10.5,31.5,0,0,2.52,34.02,2025-06-08,17:09:17,STR-005,"Phoenix, AZ",Phone Order,Dr. Frank Hogan,Google Pay,,False,
TXN-000180,ORD-391614,598,SPRT-001,Yoga Mat,Sports,4,42.19,168.76,0,0,13.5,182.26,2025-05-28,01:13:07,STR-001,"New York, NY",Mobile App,Eric Hernandez,PayPal,,False,
TXN-000181,ORD-603171,420,ELEC-001,Wireless Headphones,Electronics,4,69.27,277.08,0,0,22.17,299.25,2025-05-17,06:52:31,STR-001,"New York, NY",Online,,Debit Card,5,False,
TXN-000182,ORD-945448,988,ELEC-002,Smartphone Case,Electronics,1,28.67,28.67,0,0,2.29,30.96,2025-05-21,12:00:57,STR-001,"New York, NY",In-Store,Kaitlin Grant,Cash,,False,
TXN-000183,ORD-916291,891,SPRT-002,Dumbbells,Sports,2,63.69,127.38,19.08,15.0,8.66,116.96,2025-05-16,11:09:45,STR-006,"Philadelphia, PA",Mobile App,,PayPal,,False,
TXN-000184,ORD-617164,708,SPRT-004,Tennis Racket,Sports,4,68.35,273.4,0,0,21.87,295.27,2025-05-26,06:57:03,STR-003,"Chicago, IL",Mobile App,,Debit Card,,False,
TXN-000185,ORD-600825,5,SPRT-005,Water Bottle,Sports,1,17.05,17.05,0,0,1.36,18.41,2025-06-05,01:59:44,STR-003,"Chicago, IL",In-Store,Ryan Bradshaw,Apple Pay,,False,
TXN-000186,ORD-781199,968,ELEC-001,Wireless Headphones,Electronics,2,71.84,143.68,0,0,11.49,155.17,2025-06-04,15:14:27,STR-004,"Houston, TX",In-Store,Margaret Moran,Debit Card,,False,Quality degree shake state with large.
TXN-000187,ORD-919914,445,BOOK-003,Mystery Novel,Books,1,16.07,16.07,0,0,1.29,17.36,2025-05-19,10:48:54,STR-007,"San Antonio, TX",Phone Order,Eric Rios,PayPal,,False,
TXN-000188,ORD-231499,810,ELEC-005,USB Cable,Electronics,4,15.55,62.2,0,0,4.98,67.18,2025-05-21,00:36:43,STR-010,"San Jose, CA",Mobile App,,Credit Card,5,False,
TXN-000189,ORD-721047,50,CLTH-001,Cotton T-Shirt,Clothing,5,23.81,119.05,0,0,9.52,128.57,2025-05-21,07:26:31,STR-009,"Dallas, TX",Mobile App,,Google Pay,,False,
TXN-000190,ORD-988948,695,HOME-002,Garden Hose,Home & Garden,5,35.77,178.85,0,0,14.31,193.16,2025-06-06,12:47:39,STR-006,"Philadelphia, PA",Phone Order,Oscar Tate,Cash,,False,
TXN-000191,ORD-739884,925,ELEC-005,USB Cable,Electronics,3,12.82,38.46,0,0,3.08,41.54,2025-05-29,05:47:03,STR-004,"Houston, TX",In-Store,Melissa Burns,Debit Card,5,False,
TXN-000192,ORD-563461,351,CLTH-005,Baseball Cap,Clothing,4,22.14,88.56,0,0,7.08,95.64,2025-06-10,03:28:51,STR-009,"Dallas, TX",Online,,Debit Card,4,False,
TXN-000193,ORD-775135,219,CLTH-001,Cotton T-Shirt,Clothing,3,22.08,66.24,0,0,5.3,71.54,2025-06-06,11:28:54,STR-001,"New York, NY",Mobile App,,Gift Card,,False,
TXN-000194,ORD-339741,953,CLTH-005,Baseball Cap,Clothing,4,23.44,93.76,0,0,7.5,101.26,2025-06-01,05:40:36,STR-010,"San Jose, CA",Online,,Gift Card,5,False,
TXN-000195,ORD-294232,271,ELEC-004,Laptop Charger,Electronics,4,42.82,171.28,0,0,13.7,184.98,2025-05-29,09:34:05,STR-001,"New York, NY",Online,,PayPal,,False,No list policy seven treat.
TXN-000196,ORD-455267,471,ELEC-002,Smartphone Case,Electronics,4,22.32,89.28,10.86,12.2,6.27,84.69,2025-05-30,18:19:48,STR-007,"San Antonio, TX",Phone Order,Katherine Booth,Apple Pay,,False,
TXN-000197,ORD-357755,,BOOK-003,Mystery Novel,Books,1,16.72,16.72,0,0,1.34,18.06,2025-06-02,13:53:34,STR-005,"Phoenix, AZ",Phone Order,Gregory Blanchard,Google Pay,3,False,
TXN-000198,ORD-805985,368,BOOK-003,Mystery Novel,Books,2,17.38,34.76,0,0,2.78,37.54,2025-06-08,22:44:16,STR-008,"San Diego, CA",Online,,Google Pay,4,False,
TXN-000199,ORD-731425,,BOOK-005,Art History Book,Books,2,47.1,94.2,17.13,18.2,6.17,83.24,2025-05-20,23:56:10,STR-005,"Phoenix, AZ",Phone Order,Scott Dean,Debit Card,1,False,
TXN-000200,ORD-485177,701,CLTH-004,Winter Jacket,Clothing,3,136.41,409.23,0,0,32.74,441.97,2025-06-09,19:19:10,STR-004,"Houston, TX",In-Store,Kim Pittman,Cash,,False,Music listen all television much cost.
TXN-000201,ORD-470365,629,HOME-005,Desk Lamp,Home & Garden,2,35.32,70.64,0,0,5.65,76.29,2025-05-31,02:29:00,STR-007,"San Antonio, TX",Online,,Apple Pay,,False,
TXN-000202,ORD-993339,887,BOOK-001,Python Programming Book,Books,4,36.84,147.36,0,0,11.79,159.15,2025-05-28,16:13:10,STR-008,"San Diego, CA",Mobile App,,Debit Card,,False,Head oil want behind eye continue change.
TXN-000203,ORD-372207,,CLTH-004,Winter Jacket,Clothing,3,152.95,458.85,0,0,36.71,495.56,2025-06-05,13:25:03,STR-003,"Chicago, IL",In-Store,Manuel Valentine,Gift Card,,False,
TXN-000204,ORD-976957,45,SPRT-002,Dumbbells,Sports,1,55.85,55.85,0,0,4.47,60.32,2025-05-26,15:43:28,STR-004,"Houston, TX",Online,,Debit Card,,False,
TXN-000205,ORD-968623,898,CLTH-003,Running Shoes,Clothing,3,87.99,263.97,65.97,25.0,15.84,213.84,2025-06-07,12:50:04,STR-010,"San Jose, CA",Phone Order,Cathy Lopez,Gift Card,4,False,
TXN-000206,ORD-573252,707,SPRT-003,Basketball,Sports,3,30.89,92.67,16.21,17.5,6.12,82.58,2025-06-05,18:04:20,STR-002,"Los Angeles, CA",Online,,Cash,,False,
TXN-000207,ORD-680941,299,HOME-003,Throw Pillow,Home & Garden,4,34.41,137.64,32.3,23.5,8.43,113.77,2025-06-10,03:06:35,STR-001,"New York, NY",Phone Order,Sarah Thompson,Cash,,False,Open paper general fire player enter only.
TXN-000208,ORD-113832,585,SPRT-004,Tennis Racket,Sports,5,64.64,323.2,74.63,23.1,19.89,268.46,2025-05-21,02:07:25,STR-006,"Philadelphia, PA",Mobile App,,PayPal,,False,
TXN-000209,ORD-438671,214,ELEC-001,Wireless Headphones,Electronics,2,80.31,160.62,21.56,13.4,11.12,150.18,2025-05-16,23:01:46,STR-002,"Los Angeles, CA",In-Store,Tony Hill,Debit Card,,False,
TXN-000210,ORD-753858,552,HOME-004,Kitchen Knife Set,Home & Garden,5,70.57,352.85,0,0,28.23,381.08,2025-05-13,17:17:32,STR-008,"San Diego, CA",Online,,Apple Pay,5,False,Recognize unit surface class production far.
TXN-000211,ORD-435054,634,BOOK-001,Python Programming Book,Books,4,47.92,191.68,0,0,15.33,207.01,2025-05-21,23:57:55,STR-006,"Philadelphia, PA",Mobile App,,Debit Card,4,False,
TXN-000212,ORD-106046,,BOOK-001,Python Programming Book,Books,3,43.95,131.85,0,0,10.55,142.4,2025-05-19,15:49:31,STR-003,"Chicago, IL",Phone Order,Daniel Smith,Debit Card,,False,Behavior feel put discover.
TXN-000213,ORD-330506,104,CLTH-004,Winter Jacket,Clothing,4,141.16,564.64,0,0,45.17,609.81,2025-05-26,05:55:50,STR-004,"Houston, TX",Phone Order,Matthew Hickman,Credit Card,,False,Free expect buy ability into magazine.
TXN-000214,ORD-127962,353,SPRT-004,Tennis Racket,Sports,4,75.21,300.84,0,0,24.07,324.91,2025-06-10,09:38:04,STR-006,"Philadelphia, PA",Phone Order,Paige Harrington,Cash,,False,
TXN-000215,ORD-970501,795,ELEC-005,USB Cable,Electronics,5,14.98,74.9,5.34,7.1,5.56,75.12,2025-06-10,11:45:25,STR-007,"San Antonio, TX",Phone Order,Sharon Wilkins,Debit Card,,False,
TXN-000216,ORD-267700,365,ELEC-002,Smartphone Case,Electronics,2,24.46,48.92,0,0,3.91,52.83,2025-05-30,19:18:23,STR-005,"Phoenix, AZ",Mobile App,,Credit Card,1,False,
TXN-000217,ORD-475341,298,BOOK-004,Business Strategy Guide,Books,2,25.09,50.18,7.45,14.8,3.42,46.15,2025-06-06,04:06:33,STR-007,"San Antonio, TX",Online,,Debit Card,,False,
TXN-000218,ORD-306728,276,BOOK-003,Mystery Novel,Books,2,17.91,35.82,0,0,2.87,38.69,2025-05-27,17:26:35,STR-001,"New York, NY",Mobile App,,Apple Pay,,False,
TXN-000219,ORD-745193,83,HOME-002,Garden Hose,Home & Garden,1,39.91,39.91,0,0,3.19,43.1,2025-06-10,16:50:10,STR-007,"San Antonio, TX",Mobile App,Kenneth Smith,Debit Card,,False,
TXN-000220,ORD-721679,903,SPRT-002,Dumbbells,Sports,4,63.58,254.32,0,0,20.35,274.67,2025-06-05,14:41:02,STR-005,"Phoenix, AZ",Online,,Cash,,False,Mission accept employee onto prevent majority discuss.
TXN-000221,ORD-931267,835,ELEC-003,Bluetooth Speaker,Electronics,1,102.4,102.4,0,0,8.19,110.59,2025-05-15,07:28:55,STR-002,"Los Angeles, CA",Online,,Credit Card,2,False,
TXN-000222,ORD-149668,370,CLTH-003,Running Shoes,Clothing,3,91.71,275.13,0,0,22.01,297.14,2025-05-18,06:52:38,STR-006,"Philadelphia, PA",Mobile App,,Google Pay,,False,
TXN-000223,ORD-958832,181,CLTH-005,Baseball Cap,Clothing,5,24.25,121.25,23.87,19.7,7.79,105.17,2025-05-17,11:56:01,STR-005,"Phoenix, AZ",In-Store,Lori Cox,Gift Card,,False,
TXN-000224,ORD-296822,,ELEC-001,Wireless Headphones,Electronics,5,67.21,336.05,0,0,26.88,362.93,2025-05-14,10:06:47,STR-003,"Chicago, IL",Online,,PayPal,4,False,
TXN-000225,ORD-551396,233,CLTH-005,Baseball Cap,Clothing,2,28.31,56.62,13.8,24.4,3.43,46.25,2025-05-13,09:35:59,STR-005,"Phoenix, AZ",Online,,Debit Card,2,False,Leave newspaper would voice test attention true later.
TXN-000226,ORD-797750,199,SPRT-005,Water Bottle,Sports,1,17.38,17.38,0,0,1.39,18.77,2025-05-26,15:14:14,STR-002,"Los Angeles, CA",Online,,Gift Card,,False,
TXN-000227,ORD-251080,70,ELEC-003,Bluetooth Speaker,Electronics,-1,77.84,0,0,0,0.0,0.0,2025-05-23,03:51:08,STR-006,"Philadelphia, PA",Phone Order,Amanda Hawkins,Cash,2,False,
TXN-000228,ORD-318819,577,SPRT-003,Basketball,Sports,3,27.45,82.35,12.55,15.2,5.58,75.38,2025-05-18,14:08:43,STR-002,"Los Angeles, CA",In-Store,Michael Jensen,Google Pay,4,False,
TXN-000229,ORD-653013,366,CLTH-003,Running Shoes,Clothing,4,74.06,296.24,0,0,23.7,319.94,2025-06-01,04:38:54,STR-005,"Phoenix, AZ",Online,,Gift Card,,False,
TXN-000230,ORD-340896,766,CLTH-001,Cotton T-Shirt,Clothing,3,19.68,59.04,0,0,4.72,63.76,2025-05-31,00:51:12,STR-006,"Philadelphia, PA",Online,,Gift Card,4,False,Nature hear art six cup gas student.
TXN-000231,ORD-291709,740,HOME-004,Kitchen Knife Set,Home & Garden,2,70.67,141.34,0,0,11.31,152.65,2025-06-01,17:06:35,STR-010,"San Jose, CA",In-Store,Judith Ortega,Debit Card,3,False,
TXN-000232,ORD-643473,44,SPRT-003,Basketball,Sports,5,34.58,172.9,0,0,13.83,186.73,2025-06-06,02:24:16,STR-001,"New York, NY",In-Store,Jacqueline Walter,Debit Card,1,False,
TXN-000233,ORD-826944,181,SPRT-004,Tennis Racket,Sports,4,70.98,283.92,0,0,22.71,306.63,2025-05-21,12:44:30,STR-002,"Los Angeles, CA",In-Store,Carrie Townsend,Debit Card,2,False,
TXN-000234,ORD-536126,954,CLTH-002,Jeans,Clothing,4,0,0,0.0,0,0.0,0.0,2025-05-31,16:54:30,STR-004,"Houston, TX",In-Store,David Barnes,PayPal,4,False,
TXN-000235,ORD-258723,565,ELEC-002,Smartphone Case,Electronics,1,21.27,21.27,0,0,1.7,22.97,2025-05-28,18:10:55,STR-006,"Philadelphia, PA",In-Store,Brandon Wilson,PayPal,,False,
TXN-000236,ORD-390538,,SPRT-003,Basketball,Sports,-1,25.19,0,0,0,0.0,0.0,2025-06-02,10:52:36,STR-004,"Houston, TX",Phone Order,Brittany Fritz,Gift Card,,False,
TXN-000237,ORD-616929,383,SPRT-001,Yoga Mat,Sports,4,41.8,167.2,9.12,5.5,12.65,170.73,2025-05-29,11:04:30,STR-002,"Los Angeles, CA",Mobile App,,Gift Card,2,False,Necessary word city anything forward Congress catch.
TXN-000238,ORD-973035,642,HOME-001,Coffee Maker,Home & Garden,5,87.97,439.85,0,0,35.19,475.04,2025-05-24,11:11:02,STR-006,"Philadelphia, PA",Mobile App,,Gift Card,3,False,
TXN-000239,ORD-516128,223,BOOK-003,Mystery Novel,Books,5,15.97,79.85,0,0,6.39,86.24,2025-05-23,07:04:40,STR-006,"Philadelphia, PA",In-Store,Alexander Smith,PayPal,,False,
TXN-000240,ORD-998840,883,BOOK-005,Art History Book,Books,2,55.77,111.54,0,0,8.92,120.46,2025-05-15,05:01:20,STR-003,"Chicago, IL",In-Store,Mark Garcia,Apple Pay,,False,
TXN-000241,ORD-778293,849,BOOK-001,Python Programming Book,Books,5,35.65,178.25,0,0,14.26,192.51,2025-05-20,09:56:24,STR-008,"San Diego, CA",Online,,Debit Card,5,False,
TXN-000242,ORD-250000,754,ELEC-005,USB Cable,Electronics,1,14.82,14.82,0,0,1.19,16.01,2025-05-31,14:12:13,STR-005,"Phoenix, AZ",Phone Order,Kevin Harmon,Cash,,False,
TXN-000243,ORD-886124,284,ELEC-002,Smartphone Case,Electronics,5,21.55,107.75,6.16,5.7,8.13,109.72,2025-06-01,21:52:57,STR-005,"Phoenix, AZ",Phone Order,Marco Brown,Apple Pay,,False,
TXN-000244,ORD-903014,251,HOME-004,Kitchen Knife Set,Home & Garden,4,62.24,248.96,31.15,12.5,17.42,235.23,2025-05-24,06:52:51,STR-003,"Chicago, IL",Online,,Apple Pay,,False,
TXN-000245,ORD-629688,48,BOOK-002,Cookbook,Books,1,20.81,20.81,4.49,21.6,1.31,17.63,2025-05-25,23:54:50,STR-002,"Los Angeles, CA",In-Store,Stephen Krause,Apple Pay,2,False,
TXN-000246,ORD-342672,883,BOOK-005,Art History Book,Books,2,55.43,110.86,0,0,8.87,119.73,2025-05-19,04:55:27,STR-010,"San Jose, CA",Mobile App,,Apple Pay,5,False,Myself major center arm fill near behind race.
TXN-000247,ORD-430402,305,BOOK-001,Python Programming Book,Books,5,42.83,214.15,0,0,17.13,231.28,2025-05-12,16:23:35,STR-007,"San Antonio, TX",In-Store,James Fletcher,Google Pay,3,False,Audience between teach family get.
TXN-000248,ORD-459558,883,CLTH-002,Jeans,Clothing,2,40.77,81.54,0,0,6.52,88.06,2025-05-12,01:43:26,STR-005,"Phoenix, AZ",Mobile App,,Google Pay,2,False,
TXN-000249,ORD-519545,355,ELEC-004,Laptop Charger,Electronics,4,53.92,215.68,0,0,17.25,232.93,2025-05-29,09:43:29,STR-004,"Houston, TX",Phone Order,Colleen Wilson,Google Pay,,False,
TXN-000250,ORD-520567,715,SPRT-002,Dumbbells,Sports,3,53.56,160.68,0,0,12.85,173.53,2025-05-14,01:47:32,STR-009,"Dallas, TX",In-Store,Ashley Hurley,Credit Card,,False,
TXN-000251,ORD-749183,726,ELEC-001,Wireless Headphones,Electronics,3,77.47,232.41,23.44,10.1,16.72,225.69,2025-05-13,05:05:05,STR-002,"Los Angeles, CA",In-Store,Rachel Collins,Debit Card,5,True,Law number including product major official when.
TXN-000252,ORD-162636,83,SPRT-001,Yoga Mat,Sports,3,35.3,105.9,0,0,8.47,114.37,2025-06-06,06:21:29,STR-009,"Dallas, TX",In-Store,Mrs. Michelle Garrison,Apple Pay,,False,
TXN-000253,ORD-839767,54,BOOK-001,Python Programming Book,Books,1,44.55,44.55,0,0,3.56,48.11,2025-05-17,23:57:39,STR-002,"Los Angeles, CA",Online,,Apple Pay,3,False,
TXN-000254,ORD-520639,694,ELEC-002,Smartphone Case,Electronics,2,20.5,41.0,0,0,3.28,44.28,2025-05-31,08:22:35,STR-003,"Chicago, IL",Mobile App,,PayPal,,False,
TXN-000255,ORD-940002,655,ELEC-001,Wireless Headphones,Electronics,1,84.6,84.6,0,0,6.77,91.37,2025-05-29,05:16:30,STR-004,"Houston, TX",Mobile App,Thomas Malone,Gift Card,,False,
TXN-000079,ORD-533759,652,CLTH-004,Winter Jacket,Clothing,1,114.46,114.46,0,0,9.16,123.62,2025-05-21,02:11:25,STR-008,"San Diego, CA",Phone Order,Miss Angela Smith,Debit Card,5,False,
